"dci"	"dcirenommer"	"relation"	"code"	"substances"	"validation"
"DOXYCYCLINE"		"hasform"	"1756"	"CHLORHYDRATE DE DOXYCYCLINE"	"semiautomatique"
"DOXYCYCLINE"		"hasform"	"1756"	"DOXYCYCLINE (CHLORHYDRATE DE)"	"semiautomatique"
"DOXYCYCLINE"		"hasform"	"19414"	"HYCLATE DE DOXYXYCLINE"	"semiautomatique"
"DOXYCYCLINE"		"hasform"	"19414"	"DOXYCYCLINE (HYCLATE DE)"	"semiautomatique"
"DOXYCYCLINE"		"hasform"	"66876"	"CARRAGHENATE DE DOXYCYCLINE"	"semiautomatique"
"DOXYCYCLINE"		"hasform"	"7055"	"DOXYCYCLINE HYDRATÉE"	"semiautomatique"
"DOXYCYCLINE"		"hasform"	"7055"	"DOXYCYCLINE MONOHYDRATÉE"	"semiautomatique"
"DOXYCYCLINE"		"hasform"	"939"	"DOXYCYCLINE POLYPHOSPHATE SODIQUE"	"semiautomatique"
"DOXYLAMINE"		"hasform"	"3225"	"DOXYLAMINE (SUCCINATE DE)"	"semiautomatique"
"DOXYLAMINE"		"hasform"	"3225"	"HYDROGÉNOSUCCINATE DE DOXYLAMINE"	"semiautomatique"
"DOXYLAMINE"		"hasform"	"3225"	"SUCCINATE DE DOXYLAMINE"	"semiautomatique"
"DRONEDARONE"		"same"	"46472"	"DRONÉDARONE"	"automatique"
"DRONEDARONE"		"hasform"	"78319"	"DRONÉDARONE (CHLORHYDRATE DE)"	"semiautomatique"
"DROPERIDOL"		"same"	"1758"	"DROPÉRIDOL"	"automatique"
"DROSPIRENONE"		"same"	"18867"	"DROSPIRÉNONE"	"automatique"
"DULOXETINE"		"same"	"72101"	"DULOXÉTINE BASE"	"automatique"
"DULOXETINE"		"same"	"72101"	"DULOXÉTINE"	"automatique"
"DULOXETINE"		"hasform"	"80476"	"DULOXÉTINE (CHLORHYDRATE DE)"	"semiautomatique"
"DULOXETINE"		"hasform"	"80476"	"CHLORHYDRATE DE DULOXÉTINE"	"semiautomatique"
"DYDROGESTERONE"		"same"	"1765"	"DYDROGESTÉRONE"	"automatique"
"EBASTINE"		"same"	"12870"	"ÉBASTINE"	"automatique"
"ECONAZOLE"		"same"	"11144"	"ÉCONAZOLE"	"automatique"
"ECONAZOLE"		"same"	"11144"	"ÉCONAZOLE BASE"	"automatique"
"ECONAZOLE"		"hasform"	"3929"	"ÉCONAZOLE (NITRATE D')"	"semiautomatique"
"ECONAZOLE"		"hasform"	"3929"	"NITRATE D'ÉCONAZOLE"	"semiautomatique"
"EFAVIRENZ"		"same"	"17256"	"ÉFAVIRENZ"	"automatique"
"ELETRIPTAN"		"same"	"65817"	"ÉLÉTRIPTAN"	"automatique"
"ELETRIPTAN"		"hasform"	"58382"	"BROMHYDRATE D'ÉLÉTRIPTAN"	"semiautomatique"
"ELTROMBOPAG"		"same"	"83586"	"ELTROMBOPAG"	"automatique"
"ELTROMBOPAG"		"hasform"	"27173"	"ELTROMBOPAG OLAMINE"	"semiautomatique"
"ELVITEGRAVIR"		"same"	"94549"	"ELVITÉGRAVIR"	"automatique"
"ENALAPRIL"		"same"	"67432"	"ÉNALAPRIL"	"automatique"
"ENALAPRIL"		"hasform"	"3682"	"MALÉATE D'ÉNALAPRIL"	"semiautomatique"
"ENALAPRIL"		"hasform"	"3682"	"ÉNALAPRIL (MALÉATE D')"	"semiautomatique"
"ENFLURANE"		"same"	"5727"	"ENFLURANE"	"automatique"
"ENOXACINE"		"hasform"	"8050"	"ÉNOXACINE SESQUIHYDRATÉ"	"semiautomatique"
"ENOXACINE"		"hasform"	"30195"	"ÉNOXACINE ANHYDRE"	"semiautomatique"
"ENOXAPARINE"		"hasform"	"8351"	"ÉNOXAPARINE SODIQUE "	"semiautomatique"
"ENTACAPONE"		"same"	"87471"	"ENTACAPONE"	"automatique"
"ENZALUTAMIDE"		"same"	"85141"	"ENZALUTAMIDE"	"automatique"
"EPHEDRINE"		"same"	"493"	"EPHEDRINE ANHYDRE"	"automatique"
"EPHEDRINE"		"same"	"493"	"ÉPHÉDRINE"	"automatique"
"EPHEDRINE"		"hasform"	"4278"	"CHLORHYDRATE D'ÉPHÉDRINE"	"semiautomatique"
"EPHEDRINE"		"hasform"	"4278"	"ÉPHÉDRINE (CHLORHYDRATE D')"	"semiautomatique"
"EPHEDRINE"		"hasform"	"99330"	"EPHEDRINE HEMIHYDRATE"	"semiautomatique"
"EPIRUBICINE"		"hasform"	"40628"	"ÉPIRUBICINE (CHLORHYDRATE D')"	"semiautomatique"
"EPIRUBICINE"		"hasform"	"40628"	"CHLORHYDRATE D'ÉPIRUBICINE"	"semiautomatique"
"EPLERENONE"		"same"	"62172"	"ÉPLÉRÉNONE"	"automatique"
"EPOPROSTENOL"		"same"	"39476"	"ÉPOPROSTÉNOL"	"automatique"
"EPOPROSTENOL"		"hasform"	"92529"	"ÉPOPROSTÉNOL SODIQUE"	"semiautomatique"
"EPROSARTAN"		"same"	"21825"	"ÉPROSARTAN"	"automatique"
"EPROSARTAN"		"hasform"	"89617"	"MÉSILATE D'ÉPROSARTAN"	"semiautomatique"
"EPTIFIBATIDE"		"same"	"27179"	"EPTIFIBATIDE"	"automatique"
"ERGOCALCIFEROL"		"same"	"1339"	"ERGOCALCIFÉROL"	"automatique"
"ERGOCALCIFEROL"		"same"	"1339"	"VITAMINE D2"	"automatique"
"ERGOTAMINE"		"hasform"	"4281"	"TARTRATE D'ERGOTAMINE"	"semiautomatique"
"ERGOTAMINE"		"hasform"	"4281"	"ERGOTAMINE (TARTRATE D')"	"semiautomatique"
"ERIBULINE"		"same"	"21374"	"ÉRIBULINE"	"automatique"
"ERIBULINE"		"hasform"	"67656"	"MÉSILATE D'ÉRIBULINE"	"semiautomatique"
"ERLOTINIB"		"same"	"56421"	"ERLOTINIB"	"automatique"
"ERLOTINIB"		"hasform"	"27387"	"ERLOTINIB (CHLORHYDRATE D')"	"semiautomatique"
"ERTAPENEM"		"same"	"32693"	"ERTAPÉNEM"	"automatique"
"ERTAPENEM"		"hasform"	"52977"	"ERTAPÉNEM SODIQUE"	"semiautomatique"
"ERYTHROMYCINE"		"same"	"1785"	"ÉRYTHROMYCINE BASE"	"automatique"
"ERYTHROMYCINE"		"same"	"1785"	"ÉRYTHROMYCINE"	"automatique"
"ERYTHROMYCINE"		"hasform"	"26259"	"ÉRYTHROMYCINE (LACTOBIONATE D')"	"semiautomatique"
"ERYTHROMYCINE"		"hasform"	"26259"	"LACTOBIONATE D'ÉRYTHROMYCINE"	"semiautomatique"
"ERYTHROMYCINE"		"hasform"	"3245"	"PROPIONATE D'ÉRYTHROMYCINE"	"semiautomatique"
"ERYTHROMYCINE"		"hasform"	"3245"	"ÉRYTHROMYCINE (PROPIONATE D')"	"semiautomatique"
"ERYTHROMYCINE"		"hasform"	"374"	"ÉTHYLSUCCINATE D'ÉRYTHROMYCINE"	"semiautomatique"
"ERYTHROMYCINE"		"hasform"	"374"	"ÉRYTHROMYCINE (ÉTHYLSUCCINATE D')"	"semiautomatique"
"ERYTHROMYCINE"		"hasform"	"98195"	"ÉRYTHROMYCINE DIHYDRATÉE"	"semiautomatique"
"ESCITALOPRAM"		"same"	"89971"	"ESCITALOPRAM"	"automatique"
"ESCITALOPRAM"		"hasform"	"78924"	"ESCITALOPRAM (OXALATE D')"	"semiautomatique"
"ESCITALOPRAM"		"hasform"	"78924"	"OXALATE D'ESCITALOPRAM"	"semiautomatique"
"ESCLICARBAZEPINE"	"ESLICARBAZEPINE"	"hasform"	"61493"	"ESLICARBAZÉPINE (ACÉTATE D')"	"manuelle"
"ESCLICARBAZEPINE"	"ESLICARBAZEPINE"	"hasform"	"61493"	"ESLICARBAZÉPINE (ACÉTATE D')"	"manuelle"
"ESLICARBAMAZEPINE"	"ESLICARBAZEPINE"	"hasform"	"61493"	"ESLICARBAZÉPINE (ACÉTATE D')"	"manuelle"
"ESLICARBAMAZEPINE"	"ESLICARBAZEPINE"	"hasform"	"61493"	"ESLICARBAZÉPINE (ACÉTATE D')"	"manuelle"
"ESMOLOL"		"hasform"	"10471"	"ESMOLOL (CHLORHYDRATE D')"	"semiautomatique"
"ESMOLOL"		"hasform"	"10471"	"CHLORHYDRATE D'ESMOLOL"	"semiautomatique"
"ESOMEPRAZOLE"		"same"	"17407"	"ÉSOMÉPRAZOLE"	"automatique"
"ESOMEPRAZOLE"		"hasform"	"44234"	"ÉSOMÉPRAZOLE SODIQUE"	"semiautomatique"
"ESOMEPRAZOLE"		"hasform"	"61112"	"ÉSOMÉPRAZOLE MAGNÉSIUM TRIHYDRATÉ"	"semiautomatique"
"ESOMEPRAZOLE"		"hasform"	"83165"	"ÉSOMÉPRAZOLE MAGNÉSIQUE"	"semiautomatique"
"ESOMEPRAZOLE"		"hasform"	"96973"	"ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ"	"semiautomatique"
"ESOMEPRAZOLE"		"hasform"	"61112"	"ÉSOMÉPRAZOLE MAGNÉSIQUE TRIHYDRATÉ"	"semiautomatique"
"ESTAZOLAM"		"same"	"742"	"ESTAZOLAM"	"automatique"
"ESTRADIOL"		"same"	"1786"	"ESTRADIOL"	"automatique"
"ESTRADIOL"		"same"	"1786"	"ESTRADIOL ANHYDRE"	"automatique"
"ESTRADIOL"		"same"	"1786"	"BÊTA-ESTRADIOL"	"automatique"
"ESTRADIOL"		"hasform"	"1580"	"DIUNDECYLATE ESTRADIOL"	"semiautomatique"
"ESTRADIOL"		"hasform"	"2356"	"HEXAHYDROBENZOATE D'ESTRADIOL"	"semiautomatique"
"ESTRADIOL"		"hasform"	"27020"	"ACETATE D'ESTRADIOL"	"semiautomatique"
"ESTRADIOL"		"hasform"	"4285"	"BENZOATE D'ESTRADIOL"	"semiautomatique"
"ESTRADIOL"		"hasform"	"4287"	"VALÉRATE D'ESTRADIOL"	"semiautomatique"
"ESTRADIOL"		"hasform"	"4287"	"ESTRADIOL (VALÉRATE D')"	"semiautomatique"
"ESTRADIOL"		"hasform"	"71064"	"BÊTA-ESTRADIOL HÉMIHYDRATÉ"	"semiautomatique"
"ESTRADIOL"		"hasform"	"71064"	"ESTRADIOL HÉMIHYDRATÉ"	"semiautomatique"
"ESTRAMUSTINE"		"hasform"	"34630"	"ESTRAMUSTINE PHOSPHATE"	"semiautomatique"
"ESTRAMUSTINE"		"hasform"	"959"	"ESTRAMUSTINE (PHOSPHATE DISODIQUE D') MONOHYDRATÉ"	"semiautomatique"
"ESTRIOL"		"same"	"1778"	"ESTRIOL"	"automatique"
"ESTROGENES SULFOCONJUGUES EQUINS"		"same"	"3082"	"ESTROGÈNES SULFOCONJUGÉS ÉQUINS"	"semiautomatique"
"ESTROGENES SULFOCONJUGUES EQUINS"		"same"	"3082"	"ESTROGÈNES CONJUGUÉS "	"semiautomatique"
"ESTRONE"		"same"	"1789"	"ESTRONE"	"automatique"
"ETANERCEPT"		"same"	"24075"	"ÉTANERCEPT "	"automatique"
"ETHAMBUTOL"		"hasform"	"1802"	"ÉTHAMBUTOL (CHLORHYDRATE D')"	"semiautomatique"
"ETHAMBUTOL"		"hasform"	"1802"	"CHLORHYDRATE D'ÉTHAMBUTOL"	"semiautomatique"
"ETHINYLESTRADIOL"		"same"	"1807"	"ÉTHINYLESTRADIOL"	"automatique"
"ETHINYLESTRADIOL"		"same"	"1807"	"ETHINYL ESTRADIOL"	"automatique"
"ETHINYLESTRADIOL"		"hasform"	"24247"	"ÉTHINYLESTRADIOL BÉTADEX-CLATHRATE"	"semiautomatique"
"ETHOSUXIMIDE"		"same"	"1813"	"ÉTHOSUXIMIDE"	"automatique"
"ETHYLMORPHINE"		"same"	"1522"	"ÉTHYLMORPHINE"	"automatique"
"ETHYLMORPHINE"		"hasform"	"4216"	"CHLORHYDRATE D'ÉTHYLMORPHINE"	"semiautomatique"
"ETHYLMORPHINE"		"hasform"	"4216"	"ÉTHYLMORPHINE (CHLORHYDRATE D')"	"semiautomatique"
"ETIFOXINE"		"hasform"	"934"	"ÉTIFOXINE (CHLORHYDRATE D')"	"semiautomatique"
"ETILEFRINE"		"hasform"	"1853"	"ÉTILÉFRINE (CHLORHYDRATE D')"	"semiautomatique"
"ETODOLAC"		"same"	"8610"	"ÉTODOLAC"	"automatique"
"ETODOLAC"		"same"	"8610"	"ÉTODOLIQUE ACIDE"	"automatique"
"ETONOGESTREL"		"same"	"36376"	"ÉTONOGESTREL"	"automatique"
"ETOPOSIDE"		"same"	"713"	"ÉTOPOSIDE"	"automatique"
"ETOPOSIDE"		"hasform"	"26376"	"ÉTOPOSIDE (PHOSPHATE D')"	"semiautomatique"
"ETORECOXIB"	"ETORICOXIB"	"same"	"47493"	"ÉTORICOXIB"	"manuelle"
"ETORICOXIB"		"same"	"47493"	"ÉTORICOXIB"	"automatique"
"ETRAVIRINE"		"same"	"93935"	"ÉTRAVIRINE"	"automatique"
"ETRETINATE"		"same"	"25343"	"ÉTRÉTINATE"	"automatique"
"EUCALYPTUS"		"same"	"74480"	"EUCALYPTUS (FEUILLE D')"	"automatique"
"EUCALYPTUS"		"same"	"74480"	"EUCALYPTUS"	"automatique"
"EUCALYPTUS"		"hasform"	"155"	"HUILE ESSENTIELLE D'EUCALYPTUS"	"semiautomatique"
"EUCALYPTUS"		"hasform"	"155"	"EUCALYPTUS (HUILE ESSENTIELLE D')"	"semiautomatique"
"EUCALYPTUS"		"hasform"	"248"	"EUCALYPTUS (TEINTURE D')"	"semiautomatique"
"EUCALYPTUS"		"hasform"	"91154"	"EUCALYPTUS (EXTRAIT SEC D')"	"semiautomatique"
"EUCALYPTUS"		"hasform"	"78154"	"EUCALYPTUS (FEUILLE D') (POUDRE DE)"	"semiautomatique"
"EUCALYPTUS"		"hasform"	"5957"	"EUCALYPTUS GLOBULUS POUR PRÉPARATIONS HOMÉOPATHIQUES"	"semiautomatique"
"EUGENOL"		"same"	"3806"	"EUGÉNOL"	"automatique"
"EUGENOL"		"same"	"3806"	"ALLYLGAÏACOL"	"automatique"
"EVEROLIMUS"		"same"	"94553"	"ÉVÉROLIMUS"	"automatique"
"EXEMESTANE"		"same"	"39306"	"EXÉMESTANE"	"automatique"
"EZETIMIBE"		"same"	"73242"	"ÉZÉTIMIBE"	"automatique"
"FAMOTIDINE"		"same"	"4034"	"FAMOTIDINE"	"automatique"
"FAMPRIDINES"	"AMIFAMPRIDINE"	"same"	"72087"	"AMIFAMPRIDINE"	"manuelle"
"FAMPRIDINES"	"AMIFAMPRIDINE"	"hasform"	"52114"	"PHOSPHATE D'AMIFAMPRIDINE"	"semiautomatique"
"FAMPRIDINES"	"FAMPRIDINE"	"same"	"65723"	"FAMPRIDINE"	"manuelle"
"FEBUXOSTAT"		"same"	"89276"	"FÉBUXOSTAT"	"automatique"
"FELBAMATE"		"same"	"55410"	"FELBAMATE"	"automatique"
"FELODIPINE"		"same"	"56173"	"FÉLODIPINE"	"automatique"
"FENOFIBRATE"		"same"	"3902"	"FÉNOFIBRATE"	"automatique"
"FENOPROFENE"		"same"	"291"	"FÉNOPROFÈNE"	"automatique"
"FENOPROFENE"		"hasform"	"64768"	"FÉNOPROFÈNE CALCIUM"	"semiautomatique"
"FENSPIRIDE"		"hasform"	"3314"	"FENSPIRIDE (CHLORHYDRATE DE)"	"semiautomatique"
"FENSPIRIDE"		"hasform"	"3314"	"CHLORHYDRATE DE FENSPIRIDE"	"semiautomatique"
"FENTANYL"		"same"	"17477"	"FENTANYL"	"automatique"
"FENTANYL"		"hasform"	"1901"	"FENTANYL (CITRATE DE)"	"semiautomatique"
"FENTANYL"		"hasform"	"1901"	"CITRATE DE FENTANYL"	"semiautomatique"
"FENTANYL"		"hasform"	"62562"	"FENTANYL (CHLORHYDRATE DE)"	"semiautomatique"
"FENTANYL"		"hasform"	"62562"	"CHLORHYDRATE DE FENTANYL"	"semiautomatique"
"FER"		"same"	"34855"	"FER"	"automatique"
"FER"		"hasform"	"4431"	"FER RÉDUIT"	"semiautomatique"
"FER"		"hasform"	"31694"	"FER FERRIQUE"	"semiautomatique"
"FER"		"hasform"	"27099"	"FER (OXYDE DE) BRUN"	"semiautomatique"
"FER"		"hasform"	"510"	"FER (CITRATE DE) AMMONIACAL"	"semiautomatique"
"FER"		"hasform"	"44739"	"FER (OXYDE DE) SUPERPARAMAGNETIQUE"	"semiautomatique"
"FER"		"hasform"	"509"	"FER (OXALATE DE)"	"semiautomatique"
"FER"		"hasform"	"64153"	"FER FERREUX"	"semiautomatique"
"FESOTERODINE"		"same"	"93951"	"FÉSOTÉRODINE"	"automatique"
"FESOTERODINE"		"hasform"	"39396"	"FUMARATE DE FÉSOTÉRODINE"	"semiautomatique"
"FEXOFENADINE"		"same"	"55222"	"FEXOFÉNADINE BASE"	"semiautomatique"
"FEXOFENADINE"		"hasform"	"66219"	"CHLORHYDRATE DE FEXOFÉNADINE"	"semiautomatique"
"FIDAXOMICINE"		"same"	"26382"	"FIDAXOMICINE"	"automatique"
"FINGOLIMOD"		"same"	"85211"	"FINGOLIMOD"	"automatique"
"FINGOLIMOD"		"hasform"	"97368"	"CHLORHYDRATE DE FINGOLIMOD"	"semiautomatique"
"FLAVOXATE"		"hasform"	"25487"	"FLAVOXATE (CHLORHYDRATE DE)"	"semiautomatique"
"FLECAINIDE"		"hasform"	"3226"	"FLÉCAÏNIDE (ACÉTATE DE)"	"semiautomatique"
"FLECAINIDE"		"hasform"	"3226"	"ACÉTATE DE FLÉCAÏNIDE"	"semiautomatique"
"FLEROXACINE"		"same"	"46668"	"FLÉROXACINE"	"automatique"
"FLEROXACINE"		"same"	"46668"	"RO 23-6240"	"automatique"
"FLOCTAFENINE"		"same"	"99"	"FLOCTAFÉNINE"	"automatique"
"FLUANISONE"		"same"	"1913"	"FLUANISONE"	"automatique"
"FLUCONAZOLE"		"same"	"11279"	"FLUCONAZOLE"	"automatique"
"FLUCYTOSINE"		"same"	"3315"	"FLUCYTOSINE"	"automatique"
"FLUDARABINE"		"hasform"	"45009"	"PHOSPHATE DE FLUDARABINE"	"semiautomatique"
"FLUDROCORTISONE"		"same"	"70502"	"FLUDROCORTISONE"	"automatique"
"FLUDROCORTISONE"		"hasform"	"3818"	"ACÉTATE DE FLUDROCORTISONE"	"semiautomatique"
"FLUINDIONE"		"same"	"3459"	"FLUINDIONE"	"automatique"
"FLUNARIZINE"		"same"	"27488"	"FLUNARIZINE BASE"	"semiautomatique"
"FLUNARIZINE"		"hasform"	"27929"	"FLUNARIZINE (CHLORHYDRATE DE)"	"semiautomatique"
"FLUNITRAZEPAM"		"same"	"802"	"FLUNITRAZÉPAM"	"automatique"
"FLUOR"		"same"	"85033"	"FLUOR ÉLÉMENT"	"semiautomatique"
"FLUOROURACILE"		"same"	"1931"	"FLUOROURACIL"	"automatique"
"FLUOROURACILE"		"same"	"1931"	"FLUOROURACILE"	"automatique"
"FLUOXETINE"		"same"	"48800"	"FLUOXÉTINE BASE"	"semiautomatique"
"FLUOXETINE"		"hasform"	"7560"	"FLUOXÉTINE (CHLORHYDRATE DE)"	"semiautomatique"
"FLUOXETINE"		"hasform"	"7560"	"CHLORHYDRATE DE FLUOXÉTINE"	"semiautomatique"
"FLUPENTIXOL"		"same"	"89752"	"FLUPENTIXOL BASE"	"semiautomatique"
"FLUPENTIXOL"		"hasform"	"571"	"FLUPENTIXOL (DÉCANOATE DE)"	"semiautomatique"
"FLUPENTIXOL"		"hasform"	"4916"	"FLUPENTIXOL (CHLORHYDRATE DE)"	"semiautomatique"
"FLUPHENAZINE"		"hasform"	"3302"	"DÉCANOATE DE FLUPHÉNAZINE"	"semiautomatique"
"FLUPHENAZINE"		"hasform"	"1935"	"CHLORHYDRATE DE FLUPHÉNAZINE"	"semiautomatique"
"FLUPHENAZINE"		"hasform"	"1935"	"FLUPHÉNAZINE (CHLORHYDRATE DE)"	"semiautomatique"
"FLUPHENAZINE"		"hasform"	"528"	"ÉNANTATE DE FLUPHÉNAZINE"	"semiautomatique"
"FLURAZEPAM"		"hasform"	"11630"	"FLURAZEPAM (CHLORHYDRATE DE)"	"semiautomatique"
"FLURBIPROFENE"		"same"	"594"	"FLURBIPROFÈNE"	"automatique"
"FLURBIPROFENE"		"hasform"	"17590"	"FLURBIPROFÈNE SODIQUE DIHYDRATÉ"	"semiautomatique"
"FLUTAMIDE"		"same"	"6092"	"FLUTAMIDE"	"automatique"
"FLUTICASONE"		"hasform"	"41788"	"PROPIONATE DE FLUTICASONE"	"semiautomatique"
"FLUTICASONE"		"hasform"	"41788"	"FLUTICASONE (PROPIONATE DE)"	"semiautomatique"
"FLUTICASONE"		"hasform"	"60723"	"FUROATE DE FLUTICASONE"	"semiautomatique"
"FLUVASTATINE"		"same"	"80889"	"FLUVASTATINE"	"automatique"
"FLUVASTATINE"		"same"	"80889"	"FLUVASTATINE BASE"	"automatique"
"FLUVASTATINE"		"hasform"	"55705"	"FLUVASTATINE SODIQUE"	"semiautomatique"
"FLUVOXAMINE"		"hasform"	"23046"	"FLUVOXAMINE (MALÉATE DE)"	"semiautomatique"
"FLUVOXAMINE"		"hasform"	"23046"	"MALÉATE DE FLUVOXAMINE"	"semiautomatique"
"FONDAPARINUX"		"hasform"	"71082"	"FONDAPARINUX SODIQUE"	"semiautomatique"
"FOSAMPRENAVIR"		"same"	"94100"	"FOSAMPRÉNAVIR"	"automatique"
"FOSAMPRENAVIR"		"hasform"	"31174"	"FOSAMPRÉNAVIR CALCIQUE"	"semiautomatique"
"FOSCARNET"		"hasform"	"69062"	"FOSCARNET SODIQUE HEXAHYDRATÉ"	"semiautomatique"
"FOSINOPRIL"		"same"	"64036"	"FOSINOPRIL"	"automatique"
"FOSINOPRIL"		"hasform"	"39196"	"FOSINOPRIL SODIQUE"	"semiautomatique"
"FOSPHENYTOINE"		"hasform"	"47020"	"FOSPHÉNYTOÏNE SODIQUE HEPTAHYDRATÉ"	"semiautomatique"
"FOTEMUSTINE"		"same"	"6292"	"FOTÉMUSTINE"	"automatique"
"FROVATRIPTAN"		"same"	"35029"	"FROVATRIPTAN"	"automatique"
"FROVATRIPTAN"		"same"	"35029"	"FROVATRIPTAN BASE"	"automatique"
"FROVATRIPTAN"		"hasform"	"36521"	"SUCCINATE DE FROVATRIPTAN MONOHYDRATÉ"	"semiautomatique"
"FUROSEMIDE"		"same"	"1958"	"FUROSÉMIDE"	"automatique"
"GALANTAMINE"		"same"	"32833"	"GALANTAMINE BASE"	"automatique"
"GALANTAMINE"		"same"	"32833"	"GALANTAMINE"	"automatique"
"GALANTAMINE"		"hasform"	"28886"	"GALANTAMINE (BROMHYDRATE DE)"	"semiautomatique"
"GALANTAMINE"		"hasform"	"28886"	"BROMHYDRATE DE GALANTAMINE"	"semiautomatique"
"GANCICLOVIR"		"same"	"59696"	"GANCICLOVIR"	"automatique"
"GANCICLOVIR"		"hasform"	"8476"	"GANCICLOVIR SODIQUE"	"semiautomatique"
"GEFITINIB"		"same"	"78568"	"GÉFITINIB"	"automatique"
"GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE"	"GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS"	"same"	"204"	"GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS"	"manuelle"
"GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES"		"same"	"204"	"GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS"	"automatique"
"GEMCITABINE"		"same"	"38050"	"GEMCITABINE"	"automatique"
"GEMCITABINE"		"hasform"	"40424"	"CHLORHYDRATE DE GEMCITABINE"	"semiautomatique"
"GEMFIBROZIL"		"same"	"26942"	"GEMFIBROZIL"	"automatique"
"GENTAMICINE"		"same"	"47604"	"GENTAMICINE"	"automatique"
"GENTAMICINE"		"hasform"	"525"	"GENTAMICINE (SULFATE DE)"	"semiautomatique"
"GENTAMICINE"		"hasform"	"525"	"SULFATE DE GENTAMICINE"	"semiautomatique"
"GLIBENCLAMIDE"		"same"	"1976"	"GLIBENCLAMIDE"	"automatique"
"GLIBORNURIDE"		"same"	"526"	"GLIBORNURIDE"	"automatique"
"GLICLAZIDE"		"same"	"527"	"GLICLAZIDE"	"automatique"
"GLIMEPIRIDE"		"same"	"71861"	"GLIMÉPIRIDE"	"automatique"
"GLIPIZIDE"		"same"	"3332"	"GLIPIZIDE"	"automatique"
"GLYCEROL"		"same"	"532"	"GLYCÉROL"	"automatique"
"GLYCEROL"		"same"	"532"	"GLYCÉRINE"	"automatique"
"GOLIMUMAB"		"same"	"16648"	"GOLIMUMAB "	"automatique"
"GRISEOFULVINE"		"same"	"2006"	"GRISÉOFULVINE"	"automatique"
"GUANFACINE"		"same"	"82838"	"GUANFACINE BASE"	"semiautomatique"
"GUANFACINE"		"same"	"82838"	"GUANFACINE"	"semiautomatique"
"GUANFACINE"		"hasform"	"989"	"GUANFACINE (CHLORHYDRATE DE)"	"semiautomatique"
"GUANFACINE"		"hasform"	"989"	"CHLORHYDRATE DE GUANFACINE"	"semiautomatique"
"HALOFANTRINE"		"hasform"	"10676"	"CHLORHYDRATE D'HALOFANTRINE"	"semiautomatique"
"HALOPERIDOL"		"same"	"2019"	"HALOPÉRIDOL"	"automatique"
"HALOPERIDOL"		"hasform"	"22338"	"HALOPÉRIDOL (DÉCANOATE D')"	"semiautomatique"
"HALOTHANE"		"same"	"4261"	"HALOTHANE"	"automatique"
"HEPARINE CALCIQUE"		"same"	"4971"	"HÉPARINE CALCIQUE"	"automatique"
"HEPARINE CALCIQUE"		"same"	"4971"	"CALCIUM (HEPARINATE DE)"	"automatique"
"HEPARINE SODIQUE"		"same"	"2024"	"HÉPARINE SODIQUE"	"automatique"
"HEPARINE SODIQUE/IODURE DE SODIUM"		"same"	"5556"	"HEPARINE SODIQUE/IODURE DE SODIUM"	"automatique"
"HEXYLRESORCINOL"		"same"	"4956"	"HEXYLRÉSORCINOL"	"automatique"
"HISTAPYRRODINE"		"hasform"	"2052"	"CHLORHYDRATE D'HISTAPYRRODINE"	"semiautomatique"
"HOMATROPINE"		"same"	"62296"	"HOMATROPINE"	"automatique"
"HOMATROPINE"		"hasform"	"4388"	"HOMATROPINE (BROMHYDRATE D')"	"semiautomatique"
"HYDROCHLOROTHIAZIDE"		"same"	"2064"	"HYDROCHLOROTHIAZIDE"	"automatique"
"HYDROCORTISONE"		"same"	"2067"	"HYDROCORTISONE"	"automatique"
"HYDROCORTISONE"		"hasform"	"17345"	"HEMISUCCINATE DE HYDROCORTISONE"	"semiautomatique"
"HYDROCORTISONE"		"hasform"	"17345"	"HYDROCORTISONE (HYDROGÉNOSUCCINATE D')"	"semiautomatique"
"HYDROCORTISONE"		"hasform"	"17345"	"HYDROGÉNOSUCCINATE D'HYDROCORTISONE"	"semiautomatique"
"HYDROCORTISONE"		"hasform"	"546"	"HYDROCORTISONE (HÉMISUCCINATE SODIQUE D')"	"semiautomatique"
"HYDROCORTISONE"		"hasform"	"773"	"HYDROCORTISONE (BUTYRATE D')"	"semiautomatique"
"HYDROCORTISONE"		"hasform"	"545"	"HYDROCORTISONE (ACÉTATE D')"	"semiautomatique"
"HYDROCORTISONE"		"hasform"	"545"	"ACÉTATE D'HYDROCORTISONE"	"semiautomatique"
"HYDROCORTISONE"		"hasform"	"9665"	"ACÉPONATE D'HYDROCORTISONE"	"semiautomatique"
"HYDROMORPHONE"		"same"	"6776"	"HYDROMORPHONE"	"automatique"
"HYDROMORPHONE"		"hasform"	"25114"	"CHLORHYDRATE D'HYDROMORPHONE"	"semiautomatique"
