dci	dcirenommer	relation	code	substances	validation		
FLUPHENAZINE			3302	DÉCANOATE DE FLUPHÉNAZINE	semiautomatique		
FLUPHENAZINE			1935	CHLORHYDRATE DE FLUPHÉNAZINE	semiautomatique		
FLUPHENAZINE			1935	FLUPHÉNAZINE (CHLORHYDRATE DE)	semiautomatique		
FLUPHENAZINE			528	ÉNANTATE DE FLUPHÉNAZINE	semiautomatique		
FLURAZEPAM			11630	FLURAZEPAM (CHLORHYDRATE DE)	semiautomatique		
FLURBIPROFENE			17590	FLURBIPROFÈNE SODIQUE DIHYDRATÉ	semiautomatique		
FLUTICASONE			41788	PROPIONATE DE FLUTICASONE	semiautomatique		
FLUTICASONE			41788	FLUTICASONE (PROPIONATE DE)	semiautomatique		
FLUTICASONE			60723	FUROATE DE FLUTICASONE	semiautomatique		
FLUVASTATINE			55705	FLUVASTATINE SODIQUE	semiautomatique		
FLUVOXAMINE			23046	FLUVOXAMINE (MALÉATE DE)	semiautomatique		
FLUVOXAMINE			23046	MALÉATE DE FLUVOXAMINE	semiautomatique		
FONDAPARINUX			71082	FONDAPARINUX SODIQUE	semiautomatique		
FOSAMPRENAVIR			31174	FOSAMPRÉNAVIR CALCIQUE	semiautomatique		
FOSCARNET			69062	FOSCARNET SODIQUE HEXAHYDRATÉ	semiautomatique		
FOSINOPRIL			39196	FOSINOPRIL SODIQUE	semiautomatique		
FOSPHENYTOINE			47020	FOSPHÉNYTOÏNE SODIQUE HEPTAHYDRATÉ	semiautomatique		
FROVATRIPTAN			36521	SUCCINATE DE FROVATRIPTAN MONOHYDRATÉ	semiautomatique		
GALANTAMINE			28886	GALANTAMINE (BROMHYDRATE DE)	semiautomatique		
GALANTAMINE			28886	BROMHYDRATE DE GALANTAMINE	semiautomatique		
GANCICLOVIR			8476	GANCICLOVIR SODIQUE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		67402	AUBÉPINE (FEUILLE ET FLEUR D'), EXTRAIT SEC DE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		2940	ALUMINIUM (OXYDE D') HYDRATÉ	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		3148	ALUMINIUM ET SODIUM (SILICATE D')	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		67402	AUBÉPINE (EXTRAIT D')(SEC)	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		2940	OXYDE D'ALUMINIUM HYDRATÉ	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		67402	AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE)	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		4661	GEL DE PHOSPHATE D'ALUMINIUM	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		42711	ALUMINIUM ET DE MAGNESIUM (HYDROXYDES ET DE CARBONATES D') (GEL SEC D')	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		4661	ALUMINIUM (PHOSPHATE D'), GEL DE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		23907	ALUMINIUM (CARBONATE ET HYDROXYDE D'), GEL DE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		25974	ARGININE ET DE POTASSIUM (PHOSPHOCITROGLUTAMATE D')	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		24479	ALUMINIUM (HYDROXYDE D') COLLOÏDAL	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE	GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNÉSIUM CODESSÉCHÉS		2940	HYDROXYDE D'ALUMINIUM	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			23907	ALUMINIUM (CARBONATE ET HYDROXYDE D'), GEL DE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			24479	ALUMINIUM (HYDROXYDE D') COLLOÏDAL	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			25974	ARGININE ET DE POTASSIUM (PHOSPHOCITROGLUTAMATE D')	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			2940	ALUMINIUM (OXYDE D') HYDRATÉ	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			2940	OXYDE D'ALUMINIUM HYDRATÉ	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			2940	HYDROXYDE D'ALUMINIUM	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			3148	ALUMINIUM ET SODIUM (SILICATE D')	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			67402	AUBÉPINE (FEUILLE ET FLEUR D'), EXTRAIT SEC DE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			42711	ALUMINIUM ET DE MAGNESIUM (HYDROXYDES ET DE CARBONATES D') (GEL SEC D')	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			4661	ALUMINIUM (PHOSPHATE D'), GEL DE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			4661	GEL DE PHOSPHATE D'ALUMINIUM	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			67402	AUBÉPINE (EXTRAIT D')(SEC)	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE			67402	AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE)	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			25022	MAGNÉSIUM (CARBONATE DE) LÉGER	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			25022	CARBONATE DE MAGNÉSIUM LÉGER	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			25360	CARBONATE DE MAGNÉSIUM LOURD	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			23907	ALUMINIUM (CARBONATE ET HYDROXYDE D'), GEL DE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			25022	HYDROCARBONATE DE MAGNÉSIUM LÉGER	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			25360	MAGNÉSIUM (CARBONATE DE) LOURD	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			42711	ALUMINIUM ET DE MAGNESIUM (HYDROXYDES ET DE CARBONATES D') (GEL SEC D')	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			4413	MAGNÉSIUM (CARBONATE DE)	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			4661	ALUMINIUM (PHOSPHATE D'), GEL DE	semiautomatique		
GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNESIUM CODESSECHES			4661	GEL DE PHOSPHATE D'ALUMINIUM	semiautomatique		
GEMCITABINE			40424	CHLORHYDRATE DE GEMCITABINE	semiautomatique		
GENTAMICINE			525	GENTAMICINE (SULFATE DE)	semiautomatique		
GENTAMICINE			525	SULFATE DE GENTAMICINE	semiautomatique		
GUANFACINE			82838	GUANFACINE BASE	semiautomatique		
GUANFACINE			82838	GUANFACINE	semiautomatique		
GUANFACINE			989	GUANFACINE (CHLORHYDRATE DE)	semiautomatique		
GUANFACINE			989	CHLORHYDRATE DE GUANFACINE	semiautomatique		
HALOFANTRINE			10676	CHLORHYDRATE D'HALOFANTRINE	semiautomatique		
HALOPERIDOL			22338	HALOPÉRIDOL (DÉCANOATE D')	semiautomatique		
HEPARINE CALCIQUE			3582	CARBASALATE CALCIQUE	semiautomatique		
HEPARINE CALCIQUE			50091	ATORVASTATINE CALCIQUE	semiautomatique		
HEPARINE CALCIQUE			3206	HEPARINE PHENYLEPHRINE MEGLUMINE	semiautomatique		
HEPARINE CALCIQUE			39413	PITAVASTATINE CALCIQUE	semiautomatique		
HEPARINE CALCIQUE			50091	ATORVASTATINE CALCIQUE ANHYDRE	semiautomatique		
HEPARINE CALCIQUE			76079	LEVOFOLINATE CALCIQUE	semiautomatique		
HEPARINE CALCIQUE			76079	LÉVOFOLINATE DE CALCIUM	semiautomatique		
HEPARINE CALCIQUE			66422	ZOFÉNOPRIL CALCIQUE	semiautomatique		
HEPARINE CALCIQUE			76079	CALCIUM (LÉVOFOLINATE DE)	semiautomatique		
HEPARINE CALCIQUE			79480	ACAMPROSATE CALCIQUE	semiautomatique		
HEPARINE SODIQUE			30925	CEFTRIAXONE SODIQUE	semiautomatique		
HEPARINE SODIQUE			2489	MÉTAMIZOLE SODIQUE	semiautomatique		
HEPARINE SODIQUE			30925	CEFTRIAXONE DISODIQUE	semiautomatique		
HEPARINE SODIQUE			2489	NORAMIDOPYRINE MÉTHANESULFONATE SODIQUE	semiautomatique		
HEPARINE SODIQUE			3087	SULFORUTOSIDE SODIQUE	semiautomatique		
HEPARINE SODIQUE			3087	SODIUM (RUTINESULFATE DE)	semiautomatique		
HEPARINE SODIQUE			30925	CEFTRIAXONE DISODIQUE HÉMIHEPTAHYDRATÉ	semiautomatique		
HEPARINE SODIQUE			3206	HEPARINE PHENYLEPHRINE MEGLUMINE	semiautomatique		
HEPARINE SODIQUE			39196	FOSINOPRIL SODIQUE	semiautomatique		
HEPARINE SODIQUE			872	AMOXICILLINE SODIQUE	semiautomatique		
HEPARINE SODIQUE			86162	MONTÉLUKAST SODIQUE	semiautomatique		
HISTAPYRRODINE			2052	CHLORHYDRATE D'HISTAPYRRODINE	semiautomatique		
HOMATROPINE			4388	HOMATROPINE (BROMHYDRATE D')	semiautomatique		
HYDROCORTISONE			17345	HEMISUCCINATE DE HYDROCORTISONE	semiautomatique		
HYDROCORTISONE			17345	HYDROCORTISONE (HYDROGÉNOSUCCINATE D')	semiautomatique		
HYDROCORTISONE			17345	HYDROGÉNOSUCCINATE D'HYDROCORTISONE	semiautomatique		
HYDROCORTISONE			546	HYDROCORTISONE (HÉMISUCCINATE SODIQUE D')	semiautomatique		
HYDROCORTISONE			773	HYDROCORTISONE (BUTYRATE D')	semiautomatique		
HYDROCORTISONE			545	HYDROCORTISONE (ACÉTATE D')	semiautomatique		
HYDROCORTISONE			545	ACÉTATE D'HYDROCORTISONE	semiautomatique		
HYDROCORTISONE			9665	ACÉPONATE D'HYDROCORTISONE	semiautomatique		
HYDROMORPHONE			25114	CHLORHYDRATE D'HYDROMORPHONE	semiautomatique		
HYDROMORPHONE			25114	HYDROMORPHONE (CHLORHYDRATE D')	semiautomatique		
HYDROQUINIDINE			5285	HYDROQUINIDINE (CHLORHYDRATE D')	semiautomatique		
HYDROQUINIDINE			5285	DIHYDROQUINIDINE (CHLORHYDRATE DE)	semiautomatique		
HYDROXYPROGESTERONE			3344	HYDROXYPROGESTÉRONE (CAPROATE D')	semiautomatique		
HYDROXYPROGESTERONE			3346	ÉNANTATE D'HYDROXYPROGESTÉRONE	semiautomatique		
HYDROXYZINE			2087	HYDROXYZINE (CHLORHYDRATE D')	semiautomatique		
HYDROXYZINE			2087	HYDROXYZINE (DICHLORHYDRATE DE)	semiautomatique		
HYDROXYZINE			2087	CHLORHYDRATE D'HYDROXYZINE	semiautomatique		
IBUPROFENE			29909	LYSINATE D'IBUPROFÈNE	semiautomatique		
IBUPROFENE			29909	IBUPROFÈNE (LYSINATE D')	semiautomatique		
IBUTILIDE			58905	FUMARATE D'IBUTILIDE	semiautomatique		
IDARUBICINE			97217	CHLORHYDRATE D'IDARUBICINE	semiautomatique		
ILOPROST TROMETAMOL			65061	FOSFOMYCINE TROMÉTAMOL	semiautomatique		
ILOPROST TROMETAMOL			97986	LODOXAMIDE TROMÉTHAMINE	semiautomatique		
ILOPROST TROMETAMOL			97986	LODOXAMIDE TROMÉTAMOL	semiautomatique		
IMATINIB			68227	MÉSILATE D'IMATINIB	semiautomatique		
IMATINIB			68227	IMATINIB (MÉSILATE D')	semiautomatique		
IMIDAPRIL			32238	CHLORHYDRATE D'IMIDAPRIL	semiautomatique		
IMIDAPRIL			83177	IMIDAPRIL BASE	semiautomatique		
IMIPENEM			1983	IMIPÉNEM MONOHYDRATÉ	semiautomatique		
IMIPENEM			49385	IMIPÉNEM ANHYDRE	semiautomatique		
IMIPRAMINE			5767	IMIPRAMINE (CHLORHYDRATE D')	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			16046	IMMUNOGLOBULINE HUMAINE ANTI-D 	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			3309	FACTEUR X DE COAGULATION HUMAIN 	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			3310	FACTEUR IX DE COAGULATION HUMAIN 	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			29318	IMMUNOGLOBULINE DE LAPIN ANTI-THYMOCYTES HUMAINS	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			3307	FACTEUR II DE COAGULATION HUMAIN 	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			54435	INHIBITEUR DE C1 HUMAIN 	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			78167	FACTEUR VII DE COAGULATION HUMAIN 	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			54435	INHIBITEUR DE LA C1 ESTÉRASE HUMAIN 	semiautomatique		
IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN			65268	IMMUNOGLOBULINE HUMAINE DE L'HÉPATITE B 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		25181	FRAGMENT F(AB')2 D'IMMUNOGLOBULINE ÉQUINE TÉTANIQUE 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		64832	FRAGMENTS F(AB')2 D'IMMUNOGLOBULINE ÉQUINE ANTIVENIMEUSE DE VIPÈRE EUROPÉENNE : VENIN DE VIPERA AMMODYTES 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		5167	IMMUNOGLOBULINE ÉQUINE ANTI-THYMOCYTES HUMAINS	manuelle		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		62332	FRAGMENTS F(AB')2 D'IMMUNOGLOBULINE ÉQUINE ANTIVENIMEUSE DE VIPÈRE EUROPÉENNE : VENIN DE VIPERA ASPIS 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		16046	IMMUNOGLOBULINE HUMAINE ANTI-D 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		29318	IMMUNOGLOBULINE DE LAPIN ANTI-THYMOCYTES HUMAINS	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		62391	CHONDROCYTES HUMAINS AUTOLOGUES 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		3587	FRAGMENTS F(AB')2 D'IMMUNOGLOBULINE ÉQUINE RABIQUE 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN	immunoglobuline equine anti-thymocytes humains		41725	FRAGMENTS F(AB')2 D'IMMUNOGLOBULINE ÉQUINE ANTIVENIMEUSE DE VIPÈRE EUROPÉENNE : VENIN DE VIPERA BERUS 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			13455	IMMUNOGLOBULINES EQUINES ANTICARTILAGE PORCIN ET ANTIPARATHYROIDES BOVINES	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			163	FIBRINOGÈNE HUMAIN 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			186	PLASMINOGÈNE HUMAIN 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			3310	FACTEUR IX DE COAGULATION HUMAIN 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			3307	FACTEUR II DE COAGULATION HUMAIN 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			3309	FACTEUR X DE COAGULATION HUMAIN 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			54435	INHIBITEUR DE C1 HUMAIN 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			54435	INHIBITEUR DE LA C1 ESTÉRASE HUMAIN 	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			99868	GLUCAGON HUMAIN BIOGÉNÉTIQUE	semiautomatique		
IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN			78167	FACTEUR VII DE COAGULATION HUMAIN 	semiautomatique		
INDAPAMIDE			22336	INDAPAMIDE HÉMIHYDRATÉ	semiautomatique		
INDINAVIR			15954	INDINAVIR BASE	semiautomatique		
INDINAVIR			67519	INDINAVIR (SULFATE D')	semiautomatique		
INDOMETACINE			97463	INDOMETACINE SODIQUE TRIHYDRATE	semiautomatique		
INDORAMINE			5862	INDORAMINE (CHLORHYDRATE D')	semiautomatique		
INDORAMINE			66367	INDORAMINE BASE	semiautomatique		
INSULINE			38062	INSULINE DÉGLUDEC 	semiautomatique		
INSULINE			80150	INSULINE DÉTÉMIR 	semiautomatique		
INSULINE			54399	INSULINE GLULISINE 	semiautomatique		
INSULINE			51144	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE ASPARTE			24630	INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE ASPARTE			69676	INSULINE ASPARTE RECOMBINANTE 	semiautomatique		
INSULINE ASPARTE			54612	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE ASPARTE			51144	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE ASPARTE			82758	INSULINE ASPARTE RECOMBINANTE 	semiautomatique		
INSULINE ASPARTE			54399	INSULINE GLULISINE 	semiautomatique		
INSULINE ASPARTE ISOPHANE BIPHASIQUE			24630	INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE ASPARTE ISOPHANE BIPHASIQUE			75353	INSULINE LISPRO RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE ASPARTE ISOPHANE BIPHASIQUE			54612	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE ASPARTE ISOPHANE BIPHASIQUE			51144	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE ASPARTE ISOPHANE BIPHASIQUE			62132	INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE ASPARTE ISOPHANE BIPHASIQUE			69676	INSULINE ASPARTE RECOMBINANTE 	semiautomatique		
INSULINE GLARGINE			54399	INSULINE GLULISINE 	semiautomatique		
INSULINE GLARGINE			51144	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE GLARGINE			80150	INSULINE DÉTÉMIR 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE			9476	INSULINE HUMAINE BIOGÉNÉTIQUE ZINC CRISTALLISÉE	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE			9476	INSULINE HUMAINE BIOSYNTHÉTIQUE ZINC (SUSPENSION D')	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE			15988	INSULINE HUMAINE RECOMBINANTE 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE			20351	INSULINE HUMAINE BIOGÉNÉTIQUE	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE			39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE			93709	INSULINE HUMAINE RECOMBINANTE NEUTRE 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE			84517	INSULINE HUMAINE RECOMBINANTE ZINC 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE			93709	INSULINE HUMAINE RECOMBINANTE SOLUBLE 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE ZINC			9476	INSULINE HUMAINE BIOGÉNÉTIQUE ZINC CRISTALLISÉE	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE ZINC			9476	INSULINE HUMAINE BIOSYNTHÉTIQUE ZINC (SUSPENSION D')	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE ZINC			15988	INSULINE HUMAINE RECOMBINANTE 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE ZINC			39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE ZINC			41469	INSULINE HUMAINE RECOMBINANTE ZINC AMORPHE 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE ZINC			84517	INSULINE HUMAINE RECOMBINANTE ZINC 	semiautomatique		
INSULINE HUMAINE BIOSYNTHETIQUE ZINC			75951	INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE D'ORIGINE PORCINE			3114	PEPSINE D'ORIGINE PORCINE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE D'ORIGINE PORCINE			282	INSULINE PORCINE HAUTEMENT PURIFIEE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE D'ORIGINE PORCINE			3114	PEPSINE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE			2277	INSULINE HUMAINE HÉMISYNTHÉTIQUE ISOPHANE (SUSPENSION D')	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE			39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE			51144	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE			62132	INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU	INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU		2277	INSULINE HUMAINE HÉMISYNTHÉTIQUE ISOPHANE (SUSPENSION D')	manuelle		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU	INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU		39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU	INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU		62132	INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU	INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU		51144	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQUE			24630	INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQUE			75353	INSULINE LISPRO RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQUE			39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQUE			62132	INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE	INSULINE HUMAINE RECOMBINANTE		15988	INSULINE HUMAINE RECOMBINANTE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE	INSULINE HUMAINE RECOMBINANTE		93709	INSULINE HUMAINE RECOMBINANTE SOLUBLE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE	INSULINE HUMAINE RECOMBINANTE		62132	INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE	INSULINE HUMAINE RECOMBINANTE		93709	INSULINE HUMAINE RECOMBINANTE NEUTRE 	semiautomatique		
