CUI	code	termino	libmatch	score	synonyme_atome	libDB	libDBprefere	lib_atome	lib_CUI	manu
C0063830	DB08566	drugbank	d 1 naphthyl 2 acetamido ethane boronic acid	1.1774149	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	d-1-naphthyl-2-acetamido-ethane boronic acid	D-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID	ioxitalamic acid	ioxitalamic acid	0
C0063830	DB02677	drugbank	d naphthyl 1 acetamido boronic acid alanine	1.1732366	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	d-naphthyl-1-acetamido boronic acid alanine	D-Naphthyl-1-Acetamido Boronic Acid Alanine	ioxitalamic acid	ioxitalamic acid	0
C0063830	DB03290	drugbank	l naphthyl 1 acetamido boronic acid alanine	1.1732366	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	l-naphthyl-1-acetamido boronic acid alanine	L-Naphthyl-1-Acetamido Boronic Acid Alanine	ioxitalamic acid	ioxitalamic acid	0
C0070709	DB00676	drugbank	phenylmethyl benzoate	1.1725909	n,n-dimethyl-2-(2-(phenylmethyl)phenoxy)ethanamine	phenylmethyl benzoate	Benzyl Benzoate	phenyltoloxamine	phenyltoloxamine	0
C0118642	DB05260	drugbank	gallium nitrate anhydrous 	1.1651238	gallium citrate	gallium nitrate (anhydrous)	Gallium nitrate	gallium citrate	gallium citrate	0
C0076341	DB09034	drugbank	7r 4 5 chloro 1 3 benzoxazol 2 yl 7 methyl 1 4 diazepan 1 yl 5 methyl 2 2h 1 2 3 triazol 2 yl phenyl methanone	1.154503	7-chloro-5-(1-cyclohexen-1- yl)-1,3-dihydro-1-methyl-2h-1,4-benzodiazepin-2-one	[(7r)-4-(5-chloro-1,3-benzoxazol-2-yl)-7-méthyl-1,4-diazépan-1-yl][5-méthyl-2-(2h-1,2,3-triazol-2-yl)phényl]méthanone	Suvorexant	tetrazepam	tetrazepam	0
C0076341	DB09034	drugbank	7r 4 5 chloro 1 3 benzoxazol 2 yl 7 methyl 1 4 diazepan 1 yl 5 methyl 2 2h 1 2 3 triazol 2 yl phenyl methanone	1.154503	7-chloro-5-(1-cyclohexen-1- yl)-1,3-dihydro-1-methyl-2h-1,4-benzodiazepin-2-one	[(7r)-4-(5-chloro-1,3-benzoxazol-2-yl)-7-methyl-1,4-diazepan-1-yl][5-methyl-2-(2h-1,2,3-triazol-2-yl)phenyl]methanone	Suvorexant	tetrazepam	tetrazepam	0
C0010137	DB02662	drugbank	novo nordisk a s compound	1.1542273	compound e	novo nordisk a/s compound	Novo Nordisk a/S Compound	Cortisone	Cortisone	0
C0007080	DB08484	drugbank	4 amino n 2 sulfanylethyl carbamoyl benzenesulfonamide	1.1523418	benzenesulfonamide, 4-amino-n-((butylamino)carbonyl)-	4-amino-n-[(2-sulfanylethyl)carbamoyl]benzenesulfonamide	4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE	Carbutamide	Carbutamide	0
C0004886	DB05144	drugbank	malaria vaccine	1.1334158	bcg vaccine	malaria vaccine	PEV3A	BCG	BCG Vaccine	0
C0126774	DB01397	drugbank	magnesium salicylate	1.1334158	magnesium citrate	magnesium salicylate	Magnesium salicylate	magnesium citrate	magnesium citrate	0
C0076109	DB04501	drugbank	1 7 7 trimethylbicyclo 2 2 1 heptane	1.1282829	6,6-dimethyl-2-methylene-bicyclo(3.1.1)heptane	1,7,7-trimethylbicyclo(2.2.1)heptane	Camphane	beta-pinene	beta-pinene	0
C0525082	DB03814	drugbank	2 n morpholino ethanesulfonic acid	1.1234245	3-morpholino-sydnonimine	2-(n-morpholino)-ethanesulfonic acid	2-(N-Morpholino)-Ethanesulfonic Acid	linsidomine	linsidomine	0
C0069749	DB07430	drugbank	10r 10 methyl 3 6 methylpyridin 3 yl 9 10 11 12 tetrahydro 8h 1 4 diazepino 5 6 4 5 thieno 3 2 f quinolin 8 one	1.1119388	10-chloro-2,3,7,11b-tetrahydro-2-methyl-11b-phenylbenzo(6,7)(1,4)diazepino(5,4-b) oxazol-6-one	(10r)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8h-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one	(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one	oxazolam	oxazolam	0
C0304465	DB06692	drugbank	aprotinin concentrated solution	1.1034082	shohl's solution	aprotinin concentrated solution	Aprotinin	Citric Acid / sodium citrate	Citric Acid / sodium citrate	0
C0124008	DB07633	drugbank	octyl 3 deoxy 2 o 6 deoxy alpha l galactopyranosyl beta d xylo hexopyranoside	1.1029279	d-streptamine, o-6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4)-o-(3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6))-n1-(3-amino-2-hydroxy-1-oxopropyl)-2-deoxy-, (s)-	octyl 3-deoxy-2-o-(6-deoxy-alpha-l-galactopyranosyl)-beta-d-xylo-hexopyranoside	octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside	isepamicin	isepamicin	0
C0054306	DB00587	drugbank	3 e 2 4 cyclobutyl 2 thiazolyl vinyl 2 2 diethylsuccinanilic acid	1.1008847	5- vinyl-5-(1-methylbutyl)barbituric acid	3'-((e)-2-(4-cyclobutyl-2-thiazolyl)vinyl)-2,2-diethylsuccinanilic acid	Cinalukast	vinylbital	butylvinal	0
C0124008	DB01421	drugbank	1r 2r 3s 4r 6s 4 6 diamino 2 3 o 2 6 diamino 2 6 dideoxy beta l idopyranosyl beta d ribofuranosyl oxy 3 hydroxycyclohexyl 2 amino 2 deoxy alpha d glucopyranoside	1.0967916	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	(1r,2r,3s,4r,6s)-4,6-diamino-2-{[3-o-(2,6-diamino-2,6-dideoxy-beta-l-idopyranosyl)-beta-d-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-d-glucopyranoside	Paromomycin	isepamicin	isepamicin	0
C0031979	DB07008	drugbank	4 1 3 benzodioxol 5 yloxy 2 4 1h imidazol 1 yl phenoxy pyrimidine	1.0814995	pyrimidine, 2-(4-(1,3-benzodioxol-5-ylmethyl)-1-piperazinyl)-	4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]pyrimidine	4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE	piribedil	Piribedil	0
C0246215	DB01428	drugbank	2 benzoyl 5 methoxyphenol	1.0584586	2-benzoyl-4-chloromethyl-n-lysyl-glycinanilide	2-benzoyl-5-methoxyphenol	Oxybenzone	avizafone	pro-diazepam	0
C0246215	DB09096	drugbank	benzoyl peroxide	1.0584586	2-benzoyl-4-chloromethyl-n-lysyl-glycinanilide	benzoyl peroxide	Benzoyl peroxide	avizafone	pro-diazepam	0
C0246215	DB01515	drugbank	o benzoyl ecgonine	1.0584586	2-benzoyl-4-chloromethyl-n-lysyl-glycinanilide	o-benzoyl-(-)-ecgonine	Benzoylecgonine	avizafone	pro-diazepam	0
C2698944	DB06984	drugbank	1r 2r 3r 4s 5r 4 benzylamino 5 methylthio cyclopentane 1 2 3 triol	1.0575387	(+/-)-(1r*,3r*,4s*)-menthol	(1r,2r,3r,4s,5r)-4-(benzylamino)-5-(methylthio)cyclopentane-1,2,3-triol	(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL	RACEMENTHOL	RACEMENTHOL	0
C1337395	DB07915	drugbank	2e 4e 2 hydroxy 6 oxo 6 phenylhexa 2 4 dienoic acid	1.0442095	4-hexenoic acid, 6-(1,3-dihydro-4-hydroxy-6-methoxy-7-methyl-3-oxo-5-isobenzofuranyl)-4-methyl-, monosodium salt, (4e)-	(2e,4e)-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	(2E,4E)-2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOIC ACID	mycophenolate sodium	mycophenolate sodium	0
C0056686	DB07288	drugbank	n 4 chlorophenyl 2 pyridin 4 ylmethyl amino benzamide	1.0438076	furo(3,4-c)pyridin-7-ol, 3-(4-chlorophenyl)-1,3-dihydro-6-methyl-	n-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide	N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide	cicletanine	cicletanine	0
C0011710	DB05708	drugbank	gts 21	1.0436345	21 hydroxyprogesterone	gts-21	GTS-21	Desoxycortone	Deoxycorticosterone	0
C0011710	DB05400	drugbank	qs 21	1.0436345	21 hydroxyprogesterone	qs-21	QS-21	Desoxycortone	Deoxycorticosterone	0
C0030815	DB03272	drugbank	4 bromo 3 5 carboxy 4 chloro 2 fluorophenyl 1 methyl 5 trifluoromethyl pyrazol	1.040644	4-piperidinol, 1-(4,4-bis(4-fluorophenyl)butyl)-4-(4-chloro-3-(trifluoromethyl)phenyl)-	4-bromo-3-(5'-carboxy-4'-chloro-2'-fluorophenyl)-1-methyl-5-trifluoromethyl-pyrazol	4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol	penfluridol	Penfluridol	0
C0050403	DB00149	drugbank	2 amino 4 methylvaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	2-amino-4-methylvaleric acid	L-Leucine	aceclofenac	aceclofenac	0
C0050403	DB02649	drugbank	3 amino 3 oxopropanoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	3-amino-3-oxopropanoic acid	3-Amino-3-Oxopropanoic Acid	aceclofenac	aceclofenac	0
C0050403	DB01983	drugbank	2 s amino 6 boronohexanoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	2(s)-amino-6-boronohexanoic acid	2(S)-Amino-6-Boronohexanoic Acid	aceclofenac	aceclofenac	0
C0050403	DB00855	drugbank	5 amino 4 oxovaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	5-amino-4-oxovaleric acid	Aminolevulinic acid	aceclofenac	aceclofenac	0
C0050403	DB03915	drugbank	2 amino 3 ketobutyric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	2-amino-3-ketobutyric acid	2-Amino-3-Ketobutyric Acid	aceclofenac	aceclofenac	0
C0050403	DB03201	drugbank	d amino 3 mercaptopropionic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	d-amino-3-mercaptopropionic acid	D-Cysteine	aceclofenac	aceclofenac	0
C0050403	DB04217	drugbank	s 2 amino 4 pentynoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-2-amino-4-pentynoic acid	L-2-amino-3-butynoic acid	aceclofenac	aceclofenac	0
C0050403	DB00125	drugbank	s 2 amino 5 guanidinovaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-2-amino-5-guanidinovaleric acid	L-Arginine	aceclofenac	aceclofenac	0
C0050403	DB00167	drugbank	2 amino 3 methylvaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	2-amino-3-methylvaleric acid	L-Isoleucine	aceclofenac	aceclofenac	0
C0050403	DB00155	drugbank	l 2 amino 5 ureidovaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	l-2-amino-5-ureidovaleric acid	L-Citrulline	aceclofenac	aceclofenac	0
C0050403	DB00174	drugbank	s 2 amino 3 carbamoylpropanoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-2-amino-3-carbamoylpropanoic acid	L-Asparagine	aceclofenac	aceclofenac	0
C0050403	DB00167	drugbank	amino methylvaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	α-amino-β-methylvaleric acid	L-Isoleucine	aceclofenac	aceclofenac	0
C0050403	DB04217	drugbank	l 2 amino 3 butynoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	l-2-amino-3-butynoic acid	L-2-amino-3-butynoic acid	aceclofenac	aceclofenac	0
C0050403	DB00133	drugbank	s 2 amino 3 hydroxypropanoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-2-amino-3-hydroxypropanoic acid	L-Serine	aceclofenac	aceclofenac	0
C0050403	DB00125	drugbank	s 2 amino 5 guanidinopentanoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-2-amino-5-guanidinopentanoic acid	L-Arginine	aceclofenac	aceclofenac	0
C0050403	DB00161	drugbank	2 amino 3 methylbutyric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	2-amino-3-methylbutyric acid	L-Valine	aceclofenac	aceclofenac	0
C0050403	DB00155	drugbank	2 amino 5 ureidovaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	2-amino-5-ureidovaleric acid	L-Citrulline	aceclofenac	aceclofenac	0
C0050403	DB04235	drugbank	4 amino hexanoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	4-amino hexanoic acid	4-Amino Hexanoic Acid	aceclofenac	aceclofenac	0
C0050403	DB04620	drugbank	1 amino 1 cyclopentanecarboxylic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	1-amino-1-cyclopentanecarboxylic acid	Cycloleucine	aceclofenac	aceclofenac	0
C0050403	DB00134	drugbank	l amino methylmercaptobutyric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	l-α-amino-γ-methylmercaptobutyric acid	L-Methionine	aceclofenac	aceclofenac	0
C0050403	DB00120	drugbank	s 2 amino 3 phenylpropionic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-2-amino-3-phenylpropionic acid	L-Phenylalanine	aceclofenac	aceclofenac	0
C0050403	DB00155	drugbank	amino ureidovaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	α-amino-δ-ureidovaleric acid	L-Citrulline	aceclofenac	aceclofenac	0
C0050403	DB04620	drugbank	1 amino cyclopentanecarboxylic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	1-amino-cyclopentanecarboxylic acid	Cycloleucine	aceclofenac	aceclofenac	0
C0050403	DB00135	drugbank	s amino 4 hydroxybenzenepropanoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-α-amino-4-hydroxybenzenepropanoic acid	L-Tyrosine	aceclofenac	aceclofenac	0
C0050403	DB00135	drugbank	amino p hydroxyhydrocinnamic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(−)-α-amino-p-hydroxyhydrocinnamic acid	L-Tyrosine	aceclofenac	aceclofenac	0
C0050403	DB00151	drugbank	l 2 amino 3 mercaptopropionic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	l-2-amino-3-mercaptopropionic acid	L-Cysteine	aceclofenac	aceclofenac	0
C0050403	DB00133	drugbank	l 2 amino 3 hydroxypropionic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	l-2-amino-3-hydroxypropionic acid	L-Serine	aceclofenac	aceclofenac	0
C0050403	DB04620	drugbank	amino 1 cyclopentanecarboxylic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	amino-1-cyclopentanecarboxylic acid	Cycloleucine	aceclofenac	aceclofenac	0
C0050403	DB04217	drugbank	s 2 amino 3 butynoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-2-amino-3-butynoic acid	L-2-amino-3-butynoic acid	aceclofenac	aceclofenac	0
C0050403	DB00134	drugbank	l a amino g methylthiobutyric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	l-a-amino-g-methylthiobutyric acid	L-Methionine	aceclofenac	aceclofenac	0
C0050403	DB00155	drugbank	s 2 amino 5 ureidopentanoic acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	(s)-2-amino-5-ureidopentanoic acid	L-Citrulline	aceclofenac	aceclofenac	0
C0050403	DB01746	drugbank	d 2 amino 4 methylvaleric acid	1.0362102	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	d-2-amino-4-methylvaleric acid	D-Leucine	aceclofenac	aceclofenac	0
C0771773	DB09100	drugbank	thyroid extract porcine	1.0288537	boldo extract	thyroid extract, porcine	Thyroid, porcine	boldo	BOLDO Preparation	0
C0071069	DB04826	drugbank	1 methyl 4 amino n phenyl n 2 thenyl piperidine	1.0277413	1-methyl-4-(thioxanthen-9-ylidene)piperidine	1-methyl-4-amino-n-phenyl-n-(2-thenyl)piperidine	Thenalidine	pimethixene	pimethixene	0
C0165703	DB02912	drugbank	propionyl coenzyme a	1.0252129	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	propionyl coenzyme a	Propionyl Coenzyme A	imidapril	imidapril	0
C2698944	DB02099	drugbank	4s 7 azabisabolene	1.0249217	(+/-)-(1r*,3r*,4s*)-menthol	(4s)-7-azabisabolene	S-azabisabolene	RACEMENTHOL	RACEMENTHOL	0
C0124008	DB03539	drugbank	2 acetylamino 2 deoxy 6 o methyl alpha d allopyranose	1.0238172	d-streptamine, o-6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4)-o-(3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6))-n1-(3-amino-2-hydroxy-1-oxopropyl)-2-deoxy-, (s)-	2-(acetylamino)-2-deoxy-6-o-methyl-alpha-d-allopyranose	2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose	isepamicin	isepamicin	0
C0077013	DB07452	drugbank	2 6 diamino 1 7 dihydro 8h imidazo 4 5 g quinazolin 8 one	1.0226622	6-(2-chlorophenyl)-2,4-dihydro-2-((4-methyl-1-piperazinyl)methylene)-8-nitro-1h-imidazo(1,2-a) (1,4)benzodiazepin-1-one	2,6-diamino-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one	2,6-diamino-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	Loprazolam	triazulenone	0
C0124008	DB03458	drugbank	5 n 3s 3 amino 3 carboxypropyl n methylamino 5 deoxyadenosine	1.0222578	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	5'-[n-[(3s)-3-amino-3-carboxypropyl]-n-methylamino]-5'-deoxyadenosine	N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid	isepamicin	isepamicin	0
C0025397	DB03302	drugbank	4 5 6 7 tetrachloro 3h isobenzofuran 1 one	1.0207359	mercury, (2',7'-dibromo-3',6'-dihydroxy-3-oxospiro(isobenzofuran-1(3h),9'-(9h)xanthen)-4'-yl)hydroxy-, disodium salt	4,5,6,7-tetrachloro-3h-isobenzofuran-1-one	4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One	Merbromine	Merbromin	0
C0043355	DB01748	drugbank	n benzyl 4 sulfamoyl benzamide	1.0185227	4-chloro-5-sulfamoyl-2',6'-salicyloxylidide	n-benzyl-4-sulfamoyl-benzamide	N-Benzyl-4-Sulfamoyl-Benzamide	Xipamide	Xipamide	0
C0071082	DB07134	drugbank	5 4 chloro 5 phenyl 3 thienyl 1 2 5 thiadiazolidin 3 one 1 1 dioxide	1.0175638	7-chloro-5-phenyl-1-propargyl-1,4-benzodiazepin-2- one	5-(4-chloro-5-phenyl-3-thienyl)-1,2,5-thiadiazolidin-3-one 1,1-dioxide	5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	pinazepam	pinazepam	0
C0055720	DB00692	drugbank	2 n m hydroxyphenyl p toluidinomethyl imidazoline	1.0165207	2-(2,2-diphenylcyclopropyl)-2-imidazoline	2-(n-(m-hydroxyphenyl)-p-toluidinomethyl)imidazoline	Phentolamine	cibenzoline	cifenline	0
C1337395	DB07914	drugbank	2z 4e 2 hydroxy 6 oxo 6 phenylhexa 2 4 dienoic acid	1.014379	4-hexenoic acid, 6-(1,3-dihydro-4-hydroxy-6-methoxy-7-methyl-3-oxo-5-isobenzofuranyl)-4-methyl-, monosodium salt, (4e)-	(2z,4e)-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	(2Z,4E)-2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOIC ACID	mycophenolate sodium	mycophenolate sodium	0
C0054826	DB00751	drugbank	3 amino 9 13b dihydro 1h dibenz c f imidazo 1 5 a azepine	1.0092219	5-(3-(4-piperidino-4-carbamoylpiperidino)propyl)- 10,11-dihydro-5(h)-dibenz(b,f)azepine	3-amino-9,13b-dihydro-1h-dibenz(c,f)imidazo(1,5-a)azepine	Epinastine	carpipramine	carpipramine	0
C0124008	DB08030	drugbank	3 4 cyanobiphenyl 4 yl oxy n hydroxypropanamide	1.0057117	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	3-[(4'-cyanobiphenyl-4-yl)oxy]-n-hydroxypropanamide	3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide	isepamicin	isepamicin	0
C0534301	DB07216	drugbank	11s 8 chloro 11 1 methylsulfonyl piperidin 4 yl 6 piperazin 1 yl 11h benzo 5 6 cyclohepta 1 2 b pyridine	0.9958797	8-chloro-6,11-dihydro-11-(1-((5-methyl-3-pyridinyl)methyl)-4-piperidinylidene)-5h-benzo(5,6)cyclohepta(1,2-b)pyridine	(11s)-8-chloro-11-[1-(methylsulfonyl)piperidin-4-yl]-6-piperazin-1-yl-11h-benzo[5,6]cyclohepta[1,2-b]pyridine	(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE	rupatadine	rupatadine	0
C0033401	DB01540	drugbank	17 methyl 4 hydroxynandrolone	0.9896393	estra-4,9-dien-3-one, 17-methyl-17-(1-oxopropyl)-, (17beta)-	17α-methyl-4-hydroxynandrolone	17alpha-methyl-4-hydroxynandrolone	Promegestone	Promegestone	0
C0056686	DB04145	drugbank	pyridin 3 ylmethanol	0.9883492	furo(3,4-c)pyridin-7-ol, 3-(4-chlorophenyl)-1,3-dihydro-6-methyl-	pyridin-3-ylmethanol	Pyridin-3-Ylmethanol	cicletanine	cicletanine	0
C0051500	DB00562	drugbank	3 benzylthio methyl 6 chloro 7 sulfamoyl 2h benzo 1 2 4 thiadiazine 1 1 dioxide	0.98825914	3-((allylthio)methyl)-6-chloro-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide-1,1-dioxide	3-((benzylthio)methyl)-6-chloro-7-sulfamoyl-2h-benzo-1,2,4-thiadiazine 1,1-dioxide	Benzthiazide	altizide	althiazide	0
C2605025	DB00680	drugbank	en 313	0.978175	p-menth-8-en-1-ol	en-313	Moricizine	beta-terpinol	1-methyl-4-(1-methylethenyl)cyclohexanal	0
C0027235	DB02617	drugbank	1 n imidazolyl 2 hydroxy 2 2 3 dichlorophenyl octane	0.9745779	(3-endo,8-syn)-3-(3-hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1-methylethyl)-8-azoniabicyclo(3.2.1)octane	1-(n-imidazolyl)-2-hydroxy-2-(2,3-dichlorophenyl)octane	1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane	ipratropium	Ipratropium	0
C0069776	DB00332	drugbank	3 hydroxy 8 isopropyl 1h 5h tropanium bromide tropate	0.96631986	(8r)-6beta,7beta-epoxy-8-ethyl-3alpha-hydroxy-1alpha-h,5alpha-h-tropanium (-)-tropate.	3α-hydroxy-8-isopropyl-1αh,5αh-tropanium bromide (±)-tropate	Ipratropium bromide	oxitropium	oxitropium	0
C0051247	DB01657	drugbank	2 amino 3 4 hydroxy 6 oxo 3 2 phenyl cyclopropylimino cyclohexa 1 4 dienyl propionic acid	0.96532065	2-(4-((2-methyl-2-propenyl)amino)phenyl)propionic acid	2-amino-3-[4-hydroxy-6-oxo-3-(2-phenyl-cyclopropylimino)-cyclohexa-1,4-dienyl]-propionic acid	2-Amino-3-[4-Hydroxy-6-Oxo-3-(2-Phenyl-Cyclopropylimino)-Cyclohexa-1,4-Dienyl]-Propionic Acid	alminoprofen	alminoprofen	0
C0063830	DB07464	drugbank	1 r 1 acetamido 2 3 carboxy 2 hydroxyphenyl ethyl boronic acid	0.957006	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	1(r)-1-acetamido-2-(3-carboxy-2-hydroxyphenyl)ethyl boronic acid	1(R)-1-ACETAMIDO-2-(3-CARBOXY-2-HYDROXYPHENYL)ETHYL BORONIC ACID	ioxitalamic acid	ioxitalamic acid	0
C2698944	DB07851	drugbank	3r 4s 1 3 4 dimethoxyphenyl 3 3 methylphenyl piperidin 4 amine	0.9248784	(+/-)-(1r*,3r*,4s*)-menthol	(3r,4s)-1-(3,4-dimethoxyphenyl)-3-(3-methylphenyl)piperidin-4-amine	(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE	RACEMENTHOL	RACEMENTHOL	0
C0124008	DB08277	drugbank	2 2 chloro 4 fluorophenoxy 2 methyl n 1r 2s 3s 5s 7s 5 methylsulfonyl 2 adamantyl propanamide	0.9230339	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	2-(2-chloro-4-fluorophenoxy)-2-methyl-n-[(1r,2s,3s,5s,7s)-5-(methylsulfonyl)-2-adamantyl]propanamide	2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE	isepamicin	isepamicin	0
