"CUI"	"synonymes"
"C0252643"	"bosentan"
"C0252643"	"bosentan (product)"
"C0252643"	"bosentan (substance)"
"C0252643"	"bosentan (medication)"
"C0252643"	"bosentan [chemical/ingredient]"
"C0006462"	"8-azaspiro(4.5)decane-7,9-dione, 8-(4-(4-(2-pyrimidinyl)-1-piperazinyl)butyl)-"
"C0006462"	"buspirone"
"C0006462"	"buspirone (product)"
"C0006462"	"buspirone (substance)"
"C0006462"	"buspirone [chemical/ingredient]"
"C0006462"	"n-(4-(4-(2-pyrimidinyl)-1-piperazinyl)butyl)-1-cyclopentanediacetamide"
"C0006462"	"buspirone (medication)"
"C0006668"	"calcitonin"
"C0006668"	"ct - calcitonin"
"C0006668"	"calcitonin (substance)"
"C0006668"	"calcitonin [chemical/ingredient]"
"C0006668"	"calcitonin agent"
"C0006668"	"calcitonin agent (substance)"
"C0006668"	"calcitonin(1-32)"
"C0006668"	"calcitrin"
"C0006668"	"thyrocalcitonin"
"C0006668"	"calcitonins"
"C0006675"	"blood coag factor iv"
"C0006675"	"blood coagulation factor iv"
"C0006675"	"ca"
"C0006675"	"calcium"
"C0006675"	"coag factor iv"
"C0006675"	"ca - calcium"
"C0006675"	"ca element"
"C0006675"	"ca++ element"
"C0006675"	"calcium (nos)"
"C0006675"	"calcium (substance)"
"C0006675"	"calcium [chemical/ingredient]"
"C0006675"	"calcium analyte"
"C0006675"	"calcium analyte (substance)"
"C0006675"	"calcium coagulation factor"
"C0006675"	"calcium, nos"
"C0006675"	"calcium, coagulation factor"
"C0006675"	"coagulation factor iv"
"C0006675"	"coagulation factor iv (substance)"
"C0006675"	"coagulation factor iv -retired-"
"C0006675"	"factor iv"
"C0006675"	"factor iv, coagulation"
"C0006675"	"calcium (medication)"
"C0006675"	"calciums"
"C0007552"	"5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((((4-ethyl-2,3-dioxo-1-piperazinyl)carbonyl)amino)(4-hydroxyphenyl)acetyl)amino)-3-(((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-, (6r-(6alpha,7beta(r*)))-"
"C0007552"	"cefoperazone"
"C0007552"	"cefoperazon"
"C0007552"	"cefoperazone (product)"
"C0007552"	"cefoperazone (substance)"
"C0007552"	"cefoperazone [chemical/ingredient]"
"C0007555"	"5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((4-(2-amino-1-carboxy-2-oxoethylidene)-1,3-dithietan-2-yl)carbonyl)amino)-7-methoxy-3-(((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-, (6r-(6alpha,7alpha))-"
"C0007555"	"cefotetan"
"C0007555"	"cefotetan (substance)"
"C0007555"	"cefotetan [chemical/ingredient]"
"C0007555"	"cefotetan product"
"C0007555"	"cefotetan product (product)"
"C0007555"	"cefotetan (medication)"
"C0007561"	"5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((2-amino-4-thiazolyl)(methoxyimino)acetyl)amino)-8-oxo-3-(((1,2,5,6-tetrahydro-2-methyl-5,6-dioxo-1,2,4-triazin-3-yl)thio)methyl)-, (6r-(6alpha,7beta(z)))-"
"C0007561"	"ceftriaxone"
"C0007561"	"cefatriaxone"
"C0007561"	"ceftriaxon"
"C0007561"	"ceftriaxone (product)"
"C0007561"	"ceftriaxone (substance)"
"C0007561"	"ceftriaxone [chemical/ingredient]"
"C0007561"	"ceftriaxone (medication)"
"C1337242"	"cinacalcet"
"C1337242"	"cinacalcet (product)"
"C1337242"	"cinacalcet (substance)"
"C0009262"	"(s)-n-(5,6,7,9-tetrahydro-1,2,3,10-tetramethoxy-9-oxobenzo[a]heptalen-7-yl)acetamide"
"C0009262"	"acetamide, n-(5,6,7,9-tetrahydro-1,2,3,10-tetramethoxy-9-oxobenzo(a)heptalen-7-yl)-, (s)-"
"C0009262"	"colchcine"
"C0009262"	"colchicine"
"C0009262"	"colchicine (product)"
"C0009262"	"colchicine (substance)"
"C0009262"	"colchicine [chemical/ingredient]"
"C0009262"	"colcichine"
"C0009262"	"colchicine (medication)"
"C0009262"	"colchicines"
"C0042845"	"b 12, vitamin"
"C0042845"	"b12 - cyanocobalamin"
"C0042845"	"b12 - cyanocobalamin prep"
"C0042845"	"b12 - vitamin b12"
"C0042845"	"b12 vitamin"
"C0042845"	"b12, vitamin"
"C0042845"	"cobalamin"
"C0042845"	"cyanocobalamin"
"C0042845"	"cyanocobalmin"
"C0042845"	"cobalamin (1+)"
"C0042845"	"cyanocobalamin (substance)"
"C0042845"	"cyanocobalamin preparation"
"C0042845"	"cyanocobalamin preparation (product)"
"C0042845"	"cyanocobalamin preparation (substance)"
"C0042845"	"cyanocobalamin product"
"C0042845"	"vit b12"
"C0042845"	"vitamin b a 12"
"C0042845"	"vitamin b12"
"C0042845"	"vitamin b 12"
"C0042845"	"vitamin b 12 [chemical/ingredient]"
"C0042845"	"vitamin b-12"
"C0042845"	"vitamin b12 (substance)"
"C0042845"	"vitamin b12 (substance) [ambiguous]"
"C0042845"	"vitamin b12 preparation"
"C0042845"	"vitamin b12 preparation (product)"
"C0042845"	"vitamin b12 preparation (substance)"
"C0042845"	"vitamin b<sub>12</sub>"
"C0042845"	"vitamin b<sub>12</sub> (substance)"
"C0042845"	"vitamin b<sub>12</sub> (substance) [ambiguous]"
"C0042845"	"vitamin b<sub>12</sub> preparation"
"C0042845"	"vitamin b<sub>12</sub> preparation (product)"
"C0042845"	"vitamin b<sub>12</sub> preparation (substance)"
"C0042845"	"vitamin b>12<"
"C0042845"	"vitamin b>12< (substance)"
"C0042845"	"vitamin b>12< (substance) [ambiguous]"
"C0042845"	"vitamin b>12< preparation"
"C0042845"	"vitamin b>12< preparation (product)"
"C0042845"	"vitamin b>12< preparation (substance)"
"C0042845"	"vitamin-b12"
"C0042845"	"b 12 vitamin"
"C0042845"	"vitamin b12 (medication)"
"C0042845"	"vitamin b12 compound"
"C0042845"	"vitamins cyanocobalamin"
"C3252090"	"daclatasvir"
"C3252090"	"dcv"
"C3252090"	"daclatasvir (product)"
"C3252090"	"daclatasvir (substance)"
"C3252090"	"antiviral daclatasvir"
"C3252090"	"daclatasvir (medication)"
"C0010961"	"(17alpha)-pregna-2,4-dien-20-yno[2,3-d]-isoxazol-17-ol"
"C0010961"	"(17alpha)-pregna-2,4-dien-20-yno[2,3-d]isoxazol-17-ol"
"C0010961"	"1-ethynyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-10a,12a-dimethyl-1h-cyclopental[7,8]phenanthro[3,2-d]isoxazol-1-ol"
"C0010961"	"17alpha-ethynyl-17beta-hydroxy-4-androsteno[2,3-d]isoxazole"
"C0010961"	"dan"
"C0010961"	"danazol"
"C0010961"	"danazol (substance)"
"C0010961"	"danazol [chemical/ingredient]"
"C0010961"	"danazol preparation"
"C0010961"	"danazol preparation (product)"
"C0010961"	"danazol preparation (substance)"
"C0010961"	"danazol product"
"C0010961"	"pregna-2,4-dien-20-yno(2,3-d)isoxazol-17-ol, (17alpha)-"
"C0010961"	"danazol (medication)"
"C0010976"	"2,4-imidazolidinedione, 1-(((5-(4-nitrophenyl)-2-furanyl)methylene)amino)-"
"C0010976"	"dantrolene"
"C0010976"	"dantrolene (product)"
"C0010976"	"dantrolene (substance)"
"C0010976"	"dantrolene [chemical/ingredient]"
"C0057144"	"daptomycin"
"C0057144"	"daptomycin (product)"
"C0057144"	"daptomycin (substance)"
"C0057144"	"daptomycin [chemical/ingredient]"
"C0057144"	"deptomycin"
"C0057144"	"n-decanoyl-l-tryptophyl-l-asparaginyl-l-aspartyl-l-threonylglycyl-l-ornithyl-l-aspartyl-d-alanyl-l-aspartylglycyl-d-seryl-threo-3-methyl-l-glutamyl-3-anthraniloyl-l-alanine epsilon1-lactone"
"C0057144"	"n-decanoyl-l-tryptophyl-l-asparaginyl-l-aspartyl-l-threonylglycyl-l-ornithyl-l-aspartyl-d-alanyl-l-aspartylglycyl-d-seryl-threo-3-methyl-l-glutamyl-3-anthraniloyl-l-alanine-epsilon1-lactone"
"C0057144"	"daptomycin (medication)"
"C3852512"	"dasabuvir"
"C3852512"	"dasabuvir (product)"
"C3852512"	"dasabuvir (substance)"
"C1619629"	"4-(3,5-bis-(hydroxy-phenyl)-1,2,4-triazol-1-yl)-benzoic acid"
"C1619629"	"4-(3,5-bis-(2-hydroxyphenyl)-(1,2,4)-triazol-1-yl)benzoic acid"
"C1619629"	"deferasirox"
"C1619629"	"deferasirox (product)"
"C1619629"	"deferasirox (substance)"
"C1619629"	"deferasirox (medication)"
"C1619629"	"deferasirox [chemical/ingredient]"
"C0043832"	"1,2-dimethyl-3-hydroxy-4-pyridinone"
"C0043832"	"1,2-dimethyl-3-hydroxypyrid-4-one"
"C0043832"	"1,2-dimethyl-3-hydroxypyridin-4-one"
"C0043832"	"3-hydroxy-1,2-dimethyl-4-pyridinone"
"C0043832"	"4(1h)-pyridinone, 3-hydroxy-1,2-dimethyl-"
"C0043832"	"deferiprone"
"C0043832"	"dmohpo"
"C0043832"	"deferiprone (product)"
"C0043832"	"deferiprone (substance)"
"C0043832"	"hdmpp cpd"
"C0043832"	"hdpp"
"C0043832"	"chelating agents deferiprone"
"C0043832"	"chelating agents deferiprone (medication)"
"C0011145"	"1-amino-6,17-dihydroxy-7,10,18,21-tetraoxo-27-(n-acetylhydroxylamino)-6,11,17,22-tetraazaheptaeicosane"
"C0011145"	"b, deferoxamine"
"C0011145"	"b, desferrioxamine"
"C0011145"	"butanediamide, n'-(5-((4-((5-(acetylhydroxyamino)pentyl)amino)-1,4-dioxobutyl)hydroxyamino)pentyl)-n-(5-aminopentyl)-n-hydroxy-"
"C0011145"	"deferoxamine"
"C0011145"	"dfo - desferrioxamine"
"C0011145"	"deferoxamine (product)"
"C0011145"	"deferoxamine (substance)"
"C0011145"	"deferoxamine b"
"C0011145"	"deferoxamine [chemical/ingredient]"
"C0011145"	"deferoximine"
"C0011145"	"deferrioxamine"
"C0011145"	"deferrioxamine b"
"C0011145"	"desferioximine"
"C0011145"	"desferrioxamine"
"C0011145"	"desferrioxamine b"
"C0011145"	"desferroxamine"
"C0011145"	"n'-[5-[[4-[[5-(acetylhydroxyamino)pentyl]amino]-1,4-dioxobutyl]hydroxyamino]pentyl]-n-(5-aminopentyl)-n-hydroxybutanediamide"
"C0011145"	"n-[5-[3-[(5-aminopentyl)hydroxycarbamoyl]propionamido]pentyl]-3-[[5-(n-hydroxyacetamido)pentyl]carbamoyl]propionohydroxamic acid"
"C0057257"	"defibrotide (bovine lung)"
"C0057257"	"defibrotide (bovine)"
"C0057257"	"defibrinotide"
"C0057257"	"defibrotide"
"C0057257"	"defibrotide (product)"
"C0057257"	"defibrotide (substance)"
"C0057257"	"fraction p"
"C0057257"	"prociclide"
"C3489682"	"delamanid"
"C3489682"	"delamanid (product)"
"C3489682"	"delamanid (substance)"
"C0012133"	"2 3 dideoxyinosine"
"C0012133"	"2',3' dideoxyinosine"
"C0012133"	"2',3'-dideoxyinosine"
"C0012133"	"2'3' dideoxyinosine"
"C0012133"	"ddi"
"C0012133"	"didanosine"
"C0012133"	"dideoxyinosine 002 003"
"C0012133"	"didanosine (product)"
"C0012133"	"didanosine (substance)"
"C0012133"	"didanosine ec"
"C0012133"	"didanosine [chemical/ingredient]"
"C0012133"	"dideoxyinosine"
"C0012133"	"dideoxyinosine (product)"
"C0012133"	"dideoxyinosine -retired-"
"C0012133"	"inosine, 2',3'-dideoxy-"
"C0012133"	"ddi (antiviral)"
"C0012133"	"didanosine (medication)"
"C0013360"	"1h-purine-2,6-dione, 7-(2,3-dihydroxypropyl)-3,7-dihydro-1,3-dimethyl"
"C0013360"	"1h-purine-2,6-dione, 7-(2,3-dihydroxypropyl)-3,7-dihydro-1,3-dimethyl-"
"C0013360"	"7-(2,3-dioxypropyl)theophylline"
"C0013360"	"dyphylline"
"C0013360"	"dihydroxypropyltheophylline"
"C0013360"	"diphylline"
"C0013360"	"diprophylline"
"C0013360"	"dyphylline (product)"
"C0013360"	"dyphylline (substance)"
"C0013360"	"dyphylline [chemical/ingredient]"
"C0013360"	"dyphylline (medication)"
"C0012582"	"2,2',2'',2''''-[(4,8-dipiperidinopyrimido-[5,4-d]pyrimidine-2,6-diyl)dinitrilo]tetraethanol"
"C0012582"	"dipyridamole"
"C0012582"	"dp"
"C0012582"	"dipyramidole"
"C0012582"	"dipyridamole (product)"
"C0012582"	"dipyridamole (substance)"
"C0012582"	"dipyridamole [chemical/ingredient]"
"C0012582"	"ethanol, 2,2',2'',2'''-((4,8-di-1-piperidinylpyrimido(5,4-d)pyrimidine-2,6-diyl)dinitrilo)tetrakis-"
"C0012582"	"dipyridamole (medication)"
"C0058895"	"4-diphenylmethoxy-1-(3-(4-tert-butylbenzoyl)propyl)piperidine"
"C0058895"	"ebastine"
"C0058895"	"ebastine (substance)"
"C0058895"	"ebastine (medication)"
"C0013547"	"1h-imidazole, 1-(2-((4-chlorophenyl)methoxy)-2-(2,4-dichlorophenyl)ethyl)-"
"C0013547"	"econazole"
"C0013547"	"econazole (product)"
"C0013547"	"econazole (substance)"
"C0013547"	"econazole [chemical/ingredient]"
"C0013547"	"ekonazole"
"C1831905"	"eltrombopag"
"C1831905"	"eltrombopag (product)"
"C1831905"	"eltrombopag (substance)"
"C1831905"	"eltrombopag (medication)"
"C1831905"	"eltrombopag [chemical/ingredient]"
"C1831905"	"thrombopoietin receptor agonists eltrombopag"
"C1456409"	"4-(6-amino-5-bromo-2-(4-cyanoanilino)pyrimidin-4-yloxy)-3,5-dimethylbenzonitrile"
"C1456409"	"etravirine"
"C1456409"	"etv"
"C1456409"	"etravirine (product)"
"C1456409"	"etravirine (substance)"
"C1456409"	"etravirine (medication)"
"C1456409"	"etravirine [chemical/ingredient]"
"C0851344"	"6-methyleneandrosta-1,4-diene-3,17-dione"
"C0851344"	"exemestane"
"C0851344"	"exemestane (product)"
"C0851344"	"exemestane (substance)"
"C0851344"	"exemestane (medication)"
"C0851344"	"exemestane [chemical/ingredient]"
"C1142985"	"(1-(4-fluorophenyl)-(3r)-(3-(4-fluorophenyl)-(3s)-hydroxypropyl)-(4s)-(4-hydroxyphenyl)-2-azetidinone)"
"C1142985"	"1-(4-fluorophenyl)-3(r)-[3-(4-fluorophenyl)-3(s)-hydroxypropyl]-4(s)-(4-hydroxyphenyl)-2-azetidinone"
"C1142985"	"ezetimibe"
"C1142985"	"ezetimib"
"C1142985"	"ezetimibe (product)"
"C1142985"	"ezetimibe (substance)"
"C1142985"	"ezetimibe [chemical/ingredient]"
"C1142985"	"ezetimibe (medication)"
"C0016278"	"2(1h)-pyrimidinone, 4-amino-5-fluoro-"
"C0016278"	"4-amino-5-fluoro-2(1h)-pyrimidinone"
"C0016278"	"5-fc"
"C0016278"	"5-fluorocytosine"
"C0016278"	"5fc"
"C0016278"	"flucytosine"
"C0016278"	"fluorocytosine 05"
"C0016278"	"flucytosine (product)"
"C0016278"	"flucytosine (substance)"
"C0016278"	"flucytosine [chemical/ingredient]"
"C0016278"	"k-fluorocytosine"
"C0016278"	"flucytosine (medication)"
"C0016278"	"fluorocytosine"
"C0017861"	"1,2,3-propanetriol"
"C0017861"	"1,2,3-trihydroxypropane"
"C0017861"	"glycerin"
"C0017861"	"glycerin (substance)"
"C0017861"	"glycerin preparation"
"C0017861"	"glycerin preparation (product)"
"C0017861"	"glycerin preparation (substance)"
"C0017861"	"glycerine"
"C0017861"	"glycerol"
"C0017861"	"glycerol (product)"
"C0017861"	"glycerol (substance)"
"C0017861"	"glycerol - chemical"
"C0017861"	"glycerol - chemical (substance)"
"C0017861"	"glycerol [chemical/ingredient]"
"C0017861"	"glycerol analyte"
"C0017861"	"glycerol analyte (substance)"
"C0017861"	"glycerol product"
"C0017861"	"glycerol product (product)"
"C0017861"	"glycerin (medication)"
"C0017861"	"glycerin (obsolete)"
"C0017861"	"laxatives glycerin"
"C0018318"	"((2-hexahydro-1(2h)-azocinyl)ethyl)guanidine"
"C0018318"	"(2-(octahydro-1-azocinyl)ethyl)guanidine"
"C0018318"	"guanethidine"
"C0018318"	"guanethidine (product)"
"C0018318"	"guanethidine (substance)"
"C0018318"	"guanethidine [chemical/ingredient]"
"C0018318"	"guanidine, (2-(hexahydro-1(2h)-azocinyl)ethyl)-"
"C0018318"	"octadine"
"C0018318"	"octatensine"
"C0018318"	"oktadin"
"C0018318"	"guanethidines"
"C0018318"	"guanethidines (medication)"
"C2698692"	"5-fluoro-3-phenyl-2-((s)-1-(9h-purin-6-ylamino)-propyl)-3h- quinazolin-4-one"
"C2698692"	"idelalisib"
"C2698692"	"idelalisib (product)"
"C2698692"	"idelalisib (substance)"
"C2698692"	"chemotherapeutics idelalisib"
"C2698692"	"idelalisib (medication)"
"C0021641"	"a22 insulin preparations"
"C0021641"	"insulin"
"C0021641"	"insulin preparations"
"C0021641"	"insulin (substance)"
"C0021641"	"insulin [chemical/ingredient]"
"C0021641"	"insulin preparation"
"C0021641"	"insulin preparation (substance)"
"C0021641"	"insulin preparation, nos"
"C0021641"	"insulin product"
"C0021641"	"insulin product (product)"
"C0021641"	"insulin regular"
"C0021641"	"insulin, regular"
"C0021641"	"insulin, soluble"
"C0021641"	"regular insulin"
"C0021641"	"regular insulin (substance)"
"C0021641"	"regular insulin preparation"
"C0021641"	"regular insulin product"
"C0021641"	"soluble insulin"
"C0021641"	"soluble insulin (substance)"
"C0021641"	"unmodified insulin preparation"
"C0021641"	"unmodified insulin product"
"C0021641"	"insulin preparations (medication)"
"C0021641"	"insulin products"
"C0021641"	"insulins"
"C0002199"	"alpha interferon"
"C0002199"	"alpha interferon (substance)"
"C0002199"	"ifn-a"
"C0002199"	"ifna"
"C0002199"	"interferon alfa"
"C0002199"	"interferon alfa (product)"
"C0002199"	"interferon alfa (substance)"
"C0002199"	"interferon alpha"
"C0002199"	"interferon, leukocyte"
"C0002199"	"interferon, lymphoblast"
"C0002199"	"interferon, lymphoblastoid"
"C0002199"	"interferon, alpha"
"C0002199"	"interferon-alpha"
"C0002199"	"interferon-alpha [chemical/ingredient]"
"C0002199"	"interferon.alpha"
"C0002199"	"leukocyte interferon"
"C0002199"	"lymphoblast interferon"
"C0002199"	"lymphoblastoid interferon"
"C0002199"	"alpha interferons"
"C0002199"	"alpha-interferon"
"C0002199"	"interferon a"
"C1832021"	"isavuconazole"
"C0022245"	"1,2-benzenediol, 4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-"
"C0022245"	"4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol"
"C0022245"	"isoproterenol"
"C0022245"	"isoprenaline"
"C0022245"	"isopropyl noradrenaline"
"C0022245"	"isopropylarterenol"
"C0022245"	"isopropylnoradrenaline"
"C0022245"	"isopropylnorepinephrine"
"C0022245"	"isoproterenol (product)"
"C0022245"	"isoproterenol (substance)"
"C0022245"	"isoproterenol [chemical/ingredient]"
"C0022245"	"isoproteronol"
"C0022245"	"noradrenaline, isopropyl"
"C0022245"	"isoproterenol preparations"
"C0022245"	"isoproterenol preparations (medication)"
"C3264621"	"ivacaftor"
"C3264621"	"ivacaftor (product)"
"C3264621"	"ivacaftor (substance)"
"C3264621"	"n-(2,4-di-tert-butyl-5-hydroxyphenyl)-4-oxo-1,4-dihydroquinoline-3-carboxamide"
"C3264621"	"cftr modulators ivacaftor"
"C3264621"	"ivacaftor (medication)"
"C0209738"	"2',3' dideoxy 3' thiacytidine"
"C0209738"	"2',3'-dideoxy-3'-thiacytidine"
"C0209738"	"2'3' dideoxy 3' thiacytidine"
"C0209738"	"2(1h)-pyrimidinone, 4-amino-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-, (2r-cis)-"
"C0209738"	"3'-thia-2',3'-dideoxycytidine"
"C0209738"	"3tc"
"C0209738"	"4-amino-1-((2r,5s)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-2(1h)-pyrimidinone"
"C0209738"	"dideoxythiacytidine 002 003 003"
"C0209738"	"lamivudine"
"C0209738"	"lamivudine (product)"
"C0209738"	"lamivudine (substance)"
"C0209738"	"lamivudine [chemical/ingredient]"
"C0209738"	"three tc"
"C0209738"	"lamivudine (medication)"
"C1144149"	"2,6-piperidinedione, 3-(4-amino-1,3-dihydro-1-oxo-2h- isoindol-2-yl)-"
"C1144149"	"3-(4-amino-1-oxo-1,3-dihydro-2h-isoindol-2-yl)piperidine-2,6-dione"
"C1144149"	"3-(4-amino-1-oxoisoindolin-2-yl)piperidine-2,6-dione"
"C1144149"	"imid-1"
"C1144149"	"imid3 cpd"
"C1144149"	"lenalidomide"
"C1144149"	"lenalidomide (product)"
"C1144149"	"lenalidomide (substance)"
"C1144149"	"lenalidomide (medication)"
"C1144149"	"lenalidomide [chemical/ingredient]"
"C0087163"	"carnitine"
"C0087163"	"l carnitine"
"C0087163"	"l-carnitine"
"C0087163"	"l-carnitine (substance)"
"C0087163"	"l-carnitine product"
"C0087163"	"l-carnitine product (product)"
"C0087163"	"l-carnitine product (substance)"
"C0087163"	"levocarnitine"
"C0087163"	"levocarnitine (product)"
"C0087163"	"levocarnitine (substance)"
"C0087163"	"vitamin bt"
"C0087163"	"carnitine l"
"C0087163"	"levocarnitine (medication)"
"C0087163"	"vitamin b t"
"C0023870"	"lithium"
"C0023870"	"li"
"C0023870"	"li - lithium"
"C0023870"	"li element"
"C0023870"	"li+ element"
"C0023870"	"lithium (product)"
"C0023870"	"lithium (substance)"
"C0023870"	"lithium metallicum"
"C0023870"	"lithium [chemical/ingredient]"
"C0023870"	"lithium product"
"C0023870"	"lithium product (product)"
"C0023870"	"lithium product (substance)"
"C0023870"	"lithium, nos"
"C0023870"	"lithium (medication)"
"C2827241"	"9h-fluorene-9-carboxamide, n-(2,2,2-trifluoroethyl)-9-(4-(4-(((4'-(trifluoromethyl)(1,1'-biphenyl)-2-yl)carbonyl)amino)-1-piperidinyl)butyl)-"
"C2827241"	"bms-201038-01"
"C2827241"	"lomitapide"
"C2827241"	"n-(2,2,2-trifluoroethyl)-9-(4-(4-(((4'-(trifluoromethyl)biphenyl-2-yl)carbonyl)amino)piperidin-1-yl)butyl)-9h-fluorene-9-carboxamide"
"C2827241"	"antihyperlipemics lomitapide"
"C2827241"	"lomitapide (medication)"
"C2003424"	"lurasidone"
"C2003424"	"lurasidone (substance)"
"C2003424"	"n-(2-(4-(1,2-benzisothiazol-3-yl)-1-piperazinylmethyl)-1-cyclohexylmethyl)-2,3-bicyclo(2.2.1)heptanedicarboximide"
"C2003424"	"antipsychotics lurasidone"
"C2003424"	"lurasidone (medication)"
"C2606556"	"actelion-1"
"C2606556"	"macitentan"
"C2606556"	"macitentan (substance)"
"C2606556"	"n-(5-(4-bromophenyl)-6-(2-((5-bromopyrimidin-2-yl)oxi)ethoxy)pyrimidin-4-yl)-n'-propylsulfuric diamide"
"C2606556"	"n-(5-(4-bromophenyl)-6-(2-(5-bromopyrimidin-2-yloxy)ethoxy)pyrimidin-4-yl)-n'-propylaminosulfonamide"
"C2606556"	"antihypertensives macitentan"
"C2606556"	"macitentan (medication)"
"C0024730"	"cordycepic acid"
"C0024730"	"d-mannitol"
"C0024730"	"e421 - mannitol"
"C0024730"	"mannitol"
"C0024730"	"mannitol (product)"
"C0024730"	"mannitol (substance)"
"C0024730"	"mannitol [chemical/ingredient]"
"C0024730"	"mannitol product"
"C0024730"	"mannitol, d-"
"C0024730"	"d mannitol"
"C0024730"	"mannitol (medication)"
"C1667052"	"4,4-difluoro-n-((1s)-3-(exo-3-(3-isopropyl-5-methyl-4h-1,2,4-triazol-4-yl)-8-azabicyclo(3.2.1)oct-8-yl)-1-phenylpropyl)cyclohexanecarboxamide"
"C1667052"	"maraviroc"
"C1667052"	"maraviroc (product)"
"C1667052"	"maraviroc (substance)"
"C1667052"	"maraviroc (medication)"
"C1667052"	"maraviroc [chemical/ingredient]"
"C0025598"	"1,1-dimethylbiguanide"
"C0025598"	"dimethylbiguanidine"
"C0025598"	"dimethylguanylguanidine"
"C0025598"	"imidodicarbonimidic diamide, n,n-dimethyl-"
"C0025598"	"metformin"
"C0025598"	"metformin (product)"
"C0025598"	"metformin (substance)"
"C0025598"	"metformin [chemical/ingredient]"
"C0025598"	"n,n-dimethylimidodicarbonimidic diamide"
"C0025638"	"1,3,5,7-tetraazatricyclo(3.3.1.13,7)decane"
"C0025638"	"hexamethylenetetram (hexamin)"
"C0025638"	"hexamethylenetetramine"
"C0025638"	"hexamethylenetetramine (hexamin)"
"C0025638"	"hexamine"
"C0025638"	"hexamine (product)"
"C0025638"	"hexamine (substance)"
"C0025638"	"methenamine"
"C0025638"	"methenamine (product)"
"C0025638"	"methenamine (substance)"
"C0025638"	"methenamine [chemical/ingredient]"
"C0025638"	"methenamine (medication)"
"C0025638"	"urological antibacterial methenamine"
"C0025876"	"1-propanone, 2-methyl-1,2-di-3-pyridinyl-"
"C0025876"	"2-methyl-1,2-di-3-pyridinyl-1-propanone"
"C0025876"	"metyrapone"
"C0025876"	"methbipyranone"
"C0025876"	"methopyrapone"
"C0025876"	"metyrapone (product)"
"C0025876"	"metyrapone (substance)"
"C0025876"	"metyrapone [chemical/ingredient]"
"C0025876"	"hormones metyrapone"
"C0025876"	"metyrapone (medication)"
"C0025942"	"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]-1h-imidazole"
"C0025942"	"1h-imidazole, 1-(2-(2,4-dichlorophenyl)-2-((2,4-dichlorophenyl)methoxy)ethyl)-"
"C0025942"	"miconazole"
"C0025942"	"miconazole (product)"
"C0025942"	"miconazole (substance)"
"C0025942"	"miconazole [chemical/ingredient]"
"C0025942"	"miconazole [genital]"
"C0025942"	"miconazole [genital] (product)"
"C0025942"	"miconazole [genital] (substance)"
"C0025942"	"miconazole [oropharyngeal]"
"C0025942"	"miconazole [oropharyngeal] (product)"
"C0025942"	"miconazole [oropharyngeal] (substance)"
"C0025942"	"miconazole [systemic]"
"C0025942"	"miconazole [systemic] (product)"
"C0025942"	"miconazole [systemic] (substance)"
"C0025942"	"miconazole product"
"C0025942"	"micronazole"
"C0025942"	"miconazoles"
"C0026256"	"(o,p)-ddd"
"C0026256"	"1, 1-dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl) ethane"
"C0026256"	"1, 1-dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl)ethane"
"C0026256"	"1,1-dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl) ethane"
"C0026256"	"1,1-dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl)ethane"
"C0026256"	"1,1-dichloro-2-(o-chlorophenyl-2-(p-chlorophenyl) ethane"
"C0026256"	"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene"
"C0026256"	"2, 2-bis(2-chlorophenyl-4-chlorophenyl)-1,1-dichloroethane"
"C0026256"	"2, 4'-dichlorodiphenyldichloroethane"
"C0026256"	"2,2-bis(2-chlorophenyl-4-chlorophenyl)-1,1-dichloroethane"
"C0026256"	"2,4'-dichlorodiphenyldichloroethane"
"C0026256"	"2-(2-chlorophenyl)-2-(4-chlorophenyl)-1,1-dichloroethane"
"C0026256"	"benzene, 1-chloro-2-(2,2-dichloro-1-(4-chlorophenyl)ethyl)-"
"C0026256"	"ddd"
"C0026256"	"ddd o p"
"C0026256"	"ethane, 2-(o-chlorophenyl)-2-(p-chlorophenyl)-1,1-dichloro-"
"C0026256"	"mitotane"
"C0026256"	"mitotane (product)"
"C0026256"	"mitotane (substance)"
"C0026256"	"mitotane [chemical/ingredient]"
"C0026256"	"mytotan"
"C0026256"	"o,p'-ddd"
"C0026256"	"ortho para ddd"
"C0026256"	"ortho,para-ddd"
