"CUI"	"synonymes"	"synonymes"
"C0165603"	"3-(4-(4-chlorophenyl)cyclohexyl)-4-hydroxy-naphthalene-1,2-dione"	"3 4 4 chlorophenyl cyclohexyl 4 hydroxy naphthalene 1 2 dione"
"C0165603"	"atovaquone"	"atovaquone"
"C0165603"	"atovaquone (product)"	"atovaquone product "
"C0165603"	"atovaquone (substance)"	"atovaquone substance "
"C0165603"	"atovaquone - chemical"	"atovaquone chemical"
"C0165603"	"atovaquone - chemical (substance)"	"atovaquone chemical substance "
"C0165603"	"atovaquone [chemical/ingredient]"	"atovaquone chemical ingredient "
"C0165603"	"atovaquone (medication)"	"atovaquone medication "
"C0004521"	"aztreonam"	"aztreonam"
"C0004521"	"az threonam"	"az threonam"
"C0004521"	"az-threonam"	"az threonam"
"C0004521"	"azthreonam"	"azthreonam"
"C0004521"	"aztreonam (product)"	"aztreonam product "
"C0004521"	"aztreonam (substance)"	"aztreonam substance "
"C0004521"	"aztreonam - chemical"	"aztreonam chemical"
"C0004521"	"aztreonam - chemical (substance)"	"aztreonam chemical substance "
"C0004521"	"aztreonam [chemical/ingredient]"	"aztreonam chemical ingredient "
"C0004521"	"propanoic acid, 2-(((1-(2-amino-4-thiazolyl)-2-((2-methyl-4-oxo-1-sulfo-3-azetidinyl)amino)-2-oxoethylidene)amino)oxy)-2-methyl-, (2s-(2alpha,3beta(z)))-"	"propanoic acid 2 1 2 amino 4 thiazolyl 2 2 methyl 4 oxo 1 sulfo 3 azetidinyl amino 2 oxoethylidene amino oxy 2 methyl 2s 2alpha 3beta z "
"C0004521"	"aztreonam (medication)"	"aztreonam medication "
"C1664205"	"1-(6-bromo-2-methoxy-quinolin-3-yl)-4-dimethylamino-2-(3-fluorophenyl)-1-phenyl-butan-2-ol"	"1 6 bromo 2 methoxy quinolin 3 yl 4 dimethylamino 2 3 fluorophenyl 1 phenyl butan 2 ol"
"C1664205"	"bedaquiline"	"bedaquiline"
"C1664205"	"bedaquiline (product)"	"bedaquiline product "
"C1664205"	"bedaquiline (substance)"	"bedaquiline substance "
"C1664205"	"anti-tb bedaquiline"	"anti tb bedaquiline"
"C1664205"	"bedaquiline (medication)"	"bedaquiline medication "
"C1619962"	"belatacept"	"belatacept"
"C1619962"	"belatacept (product)"	"belatacept product "
"C1619962"	"belatacept (substance)"	"belatacept substance "
"C1619962"	"belatacept (medication)"	"belatacept medication "
"C1619962"	"immunosuppressives belatacept"	"immunosuppressives belatacept"
"C0252643"	"4-(1,1-dimethylethyl)-n-(6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-(2,2'-bipyrimidin)-4-yl)benzenesulfornamide"	"4 1 1 dimethylethyl n 6 2 hydroxyethoxy 5 2 methoxyphenoxy 2 2 bipyrimidin 4 yl benzenesulfornamide"
"C0252643"	"4-t-butyl-n-(6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-2,2'-bipyrimidin-4-yl)benzenesulfonamide"	"4 t butyl n 6 2 hydroxyethoxy 5 2 methoxyphenoxy 2 2 bipyrimidin 4 yl benzenesulfonamide"
"C0252643"	"bosentan"	"bosentan"
"C0252643"	"bosentan (product)"	"bosentan product "
"C0252643"	"bosentan (substance)"	"bosentan substance "
"C0252643"	"bosentan (medication)"	"bosentan medication "
"C0252643"	"bosentan [chemical/ingredient]"	"bosentan chemical ingredient "
"C0006462"	"8-azaspiro(4.5)decane-7,9-dione, 8-(4-(4-(2-pyrimidinyl)-1-piperazinyl)butyl)-"	"8 azaspiro 4 5 decane 7 9 dione 8 4 4 2 pyrimidinyl 1 piperazinyl butyl "
"C0006462"	"buspirone"	"buspirone"
"C0006462"	"buspirone (product)"	"buspirone product "
"C0006462"	"buspirone (substance)"	"buspirone substance "
"C0006462"	"buspirone [chemical/ingredient]"	"buspirone chemical ingredient "
"C0006462"	"n-(4-(4-(2-pyrimidinyl)-1-piperazinyl)butyl)-1-cyclopentanediacetamide"	"n 4 4 2 pyrimidinyl 1 piperazinyl butyl 1 cyclopentanediacetamide"
"C0006462"	"buspirone (medication)"	"buspirone medication "
"C0006668"	"calcitonin"	"calcitonin"
"C0006668"	"ct - calcitonin"	"ct calcitonin"
"C0006668"	"calcitonin (substance)"	"calcitonin substance "
"C0006668"	"calcitonin [chemical/ingredient]"	"calcitonin chemical ingredient "
"C0006668"	"calcitonin agent"	"calcitonin agent"
"C0006668"	"calcitonin agent (substance)"	"calcitonin agent substance "
"C0006668"	"calcitonin(1-32)"	"calcitonin 1 32 "
"C0006668"	"calcitrin"	"calcitrin"
"C0006668"	"thyrocalcitonin"	"thyrocalcitonin"
"C0006668"	"calcitonins"	"calcitonins"
"C0006675"	"blood coag factor iv"	"blood coag factor iv"
"C0006675"	"blood coagulation factor iv"	"blood coagulation factor iv"
"C0006675"	"ca"	"ca"
"C0006675"	"calcium"	"calcium"
"C0006675"	"coag factor iv"	"coag factor iv"
"C0006675"	"ca - calcium"	"ca calcium"
"C0006675"	"ca element"	"ca element"
"C0006675"	"ca++ element"	"ca++ element"
"C0006675"	"calcium (nos)"	"calcium nos "
"C0006675"	"calcium (substance)"	"calcium substance "
"C0006675"	"calcium [chemical/ingredient]"	"calcium chemical ingredient "
"C0006675"	"calcium analyte"	"calcium analyte"
"C0006675"	"calcium analyte (substance)"	"calcium analyte substance "
"C0006675"	"calcium coagulation factor"	"calcium coagulation factor"
"C0006675"	"calcium, nos"	"calcium nos"
"C0006675"	"calcium, coagulation factor"	"calcium coagulation factor"
"C0006675"	"coagulation factor iv"	"coagulation factor iv"
"C0006675"	"coagulation factor iv (substance)"	"coagulation factor iv substance "
"C0006675"	"coagulation factor iv -retired-"	"coagulation factor iv retired "
"C0006675"	"factor iv"	"factor iv"
"C0006675"	"factor iv, coagulation"	"factor iv coagulation"
"C0006675"	"calcium (medication)"	"calcium medication "
"C0006675"	"calciums"	"calciums"
"C0007552"	"5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((((4-ethyl-2,3-dioxo-1-piperazinyl)carbonyl)amino)(4-hydroxyphenyl)acetyl)amino)-3-(((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-, (6r-(6alpha,7beta(r*)))-"	"5 thia 1 azabicyclo 4 2 0 oct 2 ene 2 carboxylic acid 7 4 ethyl 2 3 dioxo 1 piperazinyl carbonyl amino 4 hydroxyphenyl acetyl amino 3 1 methyl 1h tetrazol 5 yl thio methyl 8 oxo 6r 6alpha 7beta r "
"C0007552"	"cefoperazone"	"cefoperazone"
"C0007552"	"cefoperazon"	"cefoperazon"
"C0007552"	"cefoperazone (product)"	"cefoperazone product "
"C0007552"	"cefoperazone (substance)"	"cefoperazone substance "
"C0007552"	"cefoperazone [chemical/ingredient]"	"cefoperazone chemical ingredient "
"C0007555"	"5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((4-(2-amino-1-carboxy-2-oxoethylidene)-1,3-dithietan-2-yl)carbonyl)amino)-7-methoxy-3-(((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-, (6r-(6alpha,7alpha))-"	"5 thia 1 azabicyclo 4 2 0 oct 2 ene 2 carboxylic acid 7 4 2 amino 1 carboxy 2 oxoethylidene 1 3 dithietan 2 yl carbonyl amino 7 methoxy 3 1 methyl 1h tetrazol 5 yl thio methyl 8 oxo 6r 6alpha 7alpha "
"C0007555"	"cefotetan"	"cefotetan"
"C0007555"	"cefotetan (substance)"	"cefotetan substance "
"C0007555"	"cefotetan [chemical/ingredient]"	"cefotetan chemical ingredient "
"C0007555"	"cefotetan product"	"cefotetan product"
"C0007555"	"cefotetan product (product)"	"cefotetan product product "
"C0007555"	"cefotetan (medication)"	"cefotetan medication "
"C0007561"	"5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((2-amino-4-thiazolyl)(methoxyimino)acetyl)amino)-8-oxo-3-(((1,2,5,6-tetrahydro-2-methyl-5,6-dioxo-1,2,4-triazin-3-yl)thio)methyl)-, (6r-(6alpha,7beta(z)))-"	"5 thia 1 azabicyclo 4 2 0 oct 2 ene 2 carboxylic acid 7 2 amino 4 thiazolyl methoxyimino acetyl amino 8 oxo 3 1 2 5 6 tetrahydro 2 methyl 5 6 dioxo 1 2 4 triazin 3 yl thio methyl 6r 6alpha 7beta z "
"C0007561"	"ceftriaxone"	"ceftriaxone"
"C0007561"	"cefatriaxone"	"cefatriaxone"
"C0007561"	"ceftriaxon"	"ceftriaxon"
"C0007561"	"ceftriaxone (product)"	"ceftriaxone product "
"C0007561"	"ceftriaxone (substance)"	"ceftriaxone substance "
"C0007561"	"ceftriaxone [chemical/ingredient]"	"ceftriaxone chemical ingredient "
"C0007561"	"ceftriaxone (medication)"	"ceftriaxone medication "
"C1337242"	"cinacalcet"	"cinacalcet"
"C1337242"	"cinacalcet (product)"	"cinacalcet product "
"C1337242"	"cinacalcet (substance)"	"cinacalcet substance "
"C0009262"	"(s)-n-(5,6,7,9-tetrahydro-1,2,3,10-tetramethoxy-9-oxobenzo[a]heptalen-7-yl)acetamide"	"s n 5 6 7 9 tetrahydro 1 2 3 10 tetramethoxy 9 oxobenzo a heptalen 7 yl acetamide"
"C0009262"	"acetamide, n-(5,6,7,9-tetrahydro-1,2,3,10-tetramethoxy-9-oxobenzo(a)heptalen-7-yl)-, (s)-"	"acetamide n 5 6 7 9 tetrahydro 1 2 3 10 tetramethoxy 9 oxobenzo a heptalen 7 yl s "
"C0009262"	"colchcine"	"colchcine"
"C0009262"	"colchicine"	"colchicine"
"C0009262"	"colchicine (product)"	"colchicine product "
"C0009262"	"colchicine (substance)"	"colchicine substance "
"C0009262"	"colchicine [chemical/ingredient]"	"colchicine chemical ingredient "
"C0009262"	"colcichine"	"colcichine"
"C0009262"	"colchicine (medication)"	"colchicine medication "
"C0009262"	"colchicines"	"colchicines"
"C0042845"	"b 12, vitamin"	"b 12 vitamin"
"C0042845"	"b12 - cyanocobalamin"	"b12 cyanocobalamin"
"C0042845"	"b12 - cyanocobalamin prep"	"b12 cyanocobalamin prep"
"C0042845"	"b12 - vitamin b12"	"b12 vitamin b12"
"C0042845"	"b12 vitamin"	"b12 vitamin"
"C0042845"	"b12, vitamin"	"b12 vitamin"
"C0042845"	"cobalamin"	"cobalamin"
"C0042845"	"cyanocobalamin"	"cyanocobalamin"
"C0042845"	"cyanocobalmin"	"cyanocobalmin"
"C0042845"	"cobalamin (1+)"	"cobalamin 1+ "
"C0042845"	"cyanocobalamin (substance)"	"cyanocobalamin substance "
"C0042845"	"cyanocobalamin preparation"	"cyanocobalamin preparation"
"C0042845"	"cyanocobalamin preparation (product)"	"cyanocobalamin preparation product "
"C0042845"	"cyanocobalamin preparation (substance)"	"cyanocobalamin preparation substance "
"C0042845"	"cyanocobalamin product"	"cyanocobalamin product"
"C0042845"	"vit b12"	"vit b12"
"C0042845"	"vitamin b a 12"	"vitamin b a 12"
"C0042845"	"vitamin b12"	"vitamin b12"
"C0042845"	"vitamin b 12"	"vitamin b 12"
"C0042845"	"vitamin b 12 [chemical/ingredient]"	"vitamin b 12 chemical ingredient "
"C0042845"	"vitamin b-12"	"vitamin b 12"
"C0042845"	"vitamin b12 (substance)"	"vitamin b12 substance "
"C0042845"	"vitamin b12 (substance) [ambiguous]"	"vitamin b12 substance ambiguous "
"C0042845"	"vitamin b12 preparation"	"vitamin b12 preparation"
"C0042845"	"vitamin b12 preparation (product)"	"vitamin b12 preparation product "
"C0042845"	"vitamin b12 preparation (substance)"	"vitamin b12 preparation substance "
"C0042845"	"vitamin b<sub>12</sub>"	"vitamin b<sub>12< sub>"
"C0042845"	"vitamin b<sub>12</sub> (substance)"	"vitamin b<sub>12< sub> substance "
"C0042845"	"vitamin b<sub>12</sub> (substance) [ambiguous]"	"vitamin b<sub>12< sub> substance ambiguous "
"C0042845"	"vitamin b<sub>12</sub> preparation"	"vitamin b<sub>12< sub> preparation"
"C0042845"	"vitamin b<sub>12</sub> preparation (product)"	"vitamin b<sub>12< sub> preparation product "
"C0042845"	"vitamin b<sub>12</sub> preparation (substance)"	"vitamin b<sub>12< sub> preparation substance "
"C0042845"	"vitamin b>12<"	"vitamin b>12<"
"C0042845"	"vitamin b>12< (substance)"	"vitamin b>12< substance "
"C0042845"	"vitamin b>12< (substance) [ambiguous]"	"vitamin b>12< substance ambiguous "
"C0042845"	"vitamin b>12< preparation"	"vitamin b>12< preparation"
"C0042845"	"vitamin b>12< preparation (product)"	"vitamin b>12< preparation product "
"C0042845"	"vitamin b>12< preparation (substance)"	"vitamin b>12< preparation substance "
"C0042845"	"vitamin-b12"	"vitamin b12"
"C0042845"	"b 12 vitamin"	"b 12 vitamin"
"C0042845"	"vitamin b12 (medication)"	"vitamin b12 medication "
"C0042845"	"vitamin b12 compound"	"vitamin b12 compound"
"C0042845"	"vitamins cyanocobalamin"	"vitamins cyanocobalamin"
"C3252090"	"daclatasvir"	"daclatasvir"
"C3252090"	"dcv"	"dcv"
"C3252090"	"daclatasvir (product)"	"daclatasvir product "
"C3252090"	"daclatasvir (substance)"	"daclatasvir substance "
"C3252090"	"antiviral daclatasvir"	"antiviral daclatasvir"
"C3252090"	"daclatasvir (medication)"	"daclatasvir medication "
"C0010961"	"(17alpha)-pregna-2,4-dien-20-yno[2,3-d]-isoxazol-17-ol"	"17alpha pregna 2 4 dien 20 yno 2 3 d isoxazol 17 ol"
"C0010961"	"(17alpha)-pregna-2,4-dien-20-yno[2,3-d]isoxazol-17-ol"	"17alpha pregna 2 4 dien 20 yno 2 3 d isoxazol 17 ol"
"C0010961"	"1-ethynyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-10a,12a-dimethyl-1h-cyclopental[7,8]phenanthro[3,2-d]isoxazol-1-ol"	"1 ethynyl 2 3 3a 3b 4 5 10 10a 10b 11 12 12a dodecahydro 10a 12a dimethyl 1h cyclopental 7 8 phenanthro 3 2 d isoxazol 1 ol"
"C0010961"	"17alpha-ethynyl-17beta-hydroxy-4-androsteno[2,3-d]isoxazole"	"17alpha ethynyl 17beta hydroxy 4 androsteno 2 3 d isoxazole"
"C0010961"	"dan"	"dan"
"C0010961"	"danazol"	"danazol"
"C0010961"	"danazol (substance)"	"danazol substance "
"C0010961"	"danazol [chemical/ingredient]"	"danazol chemical ingredient "
"C0010961"	"danazol preparation"	"danazol preparation"
"C0010961"	"danazol preparation (product)"	"danazol preparation product "
"C0010961"	"danazol preparation (substance)"	"danazol preparation substance "
"C0010961"	"danazol product"	"danazol product"
"C0010961"	"pregna-2,4-dien-20-yno(2,3-d)isoxazol-17-ol, (17alpha)-"	"pregna 2 4 dien 20 yno 2 3 d isoxazol 17 ol 17alpha "
"C0010961"	"danazol (medication)"	"danazol medication "
"C0010976"	"2,4-imidazolidinedione, 1-(((5-(4-nitrophenyl)-2-furanyl)methylene)amino)-"	"2 4 imidazolidinedione 1 5 4 nitrophenyl 2 furanyl methylene amino "
"C0010976"	"dantrolene"	"dantrolene"
"C0010976"	"dantrolene (product)"	"dantrolene product "
"C0010976"	"dantrolene (substance)"	"dantrolene substance "
"C0010976"	"dantrolene [chemical/ingredient]"	"dantrolene chemical ingredient "
"C0057144"	"daptomycin"	"daptomycin"
"C0057144"	"daptomycin (product)"	"daptomycin product "
"C0057144"	"daptomycin (substance)"	"daptomycin substance "
"C0057144"	"daptomycin [chemical/ingredient]"	"daptomycin chemical ingredient "
"C0057144"	"deptomycin"	"deptomycin"
"C0057144"	"n-decanoyl-l-tryptophyl-l-asparaginyl-l-aspartyl-l-threonylglycyl-l-ornithyl-l-aspartyl-d-alanyl-l-aspartylglycyl-d-seryl-threo-3-methyl-l-glutamyl-3-anthraniloyl-l-alanine epsilon1-lactone"	"n decanoyl l tryptophyl l asparaginyl l aspartyl l threonylglycyl l ornithyl l aspartyl d alanyl l aspartylglycyl d seryl threo 3 methyl l glutamyl 3 anthraniloyl l alanine epsilon1 lactone"
"C0057144"	"n-decanoyl-l-tryptophyl-l-asparaginyl-l-aspartyl-l-threonylglycyl-l-ornithyl-l-aspartyl-d-alanyl-l-aspartylglycyl-d-seryl-threo-3-methyl-l-glutamyl-3-anthraniloyl-l-alanine-epsilon1-lactone"	"n decanoyl l tryptophyl l asparaginyl l aspartyl l threonylglycyl l ornithyl l aspartyl d alanyl l aspartylglycyl d seryl threo 3 methyl l glutamyl 3 anthraniloyl l alanine epsilon1 lactone"
"C0057144"	"daptomycin (medication)"	"daptomycin medication "
"C3852512"	"dasabuvir"	"dasabuvir"
"C3852512"	"dasabuvir (product)"	"dasabuvir product "
"C3852512"	"dasabuvir (substance)"	"dasabuvir substance "
"C1619629"	"4-(3,5-bis-(hydroxy-phenyl)-1,2,4-triazol-1-yl)-benzoic acid"	"4 3 5 bis hydroxy phenyl 1 2 4 triazol 1 yl benzoic acid"
"C1619629"	"4-(3,5-bis-(2-hydroxyphenyl)-(1,2,4)-triazol-1-yl)benzoic acid"	"4 3 5 bis 2 hydroxyphenyl 1 2 4 triazol 1 yl benzoic acid"
"C1619629"	"deferasirox"	"deferasirox"
"C1619629"	"deferasirox (product)"	"deferasirox product "
"C1619629"	"deferasirox (substance)"	"deferasirox substance "
"C1619629"	"deferasirox (medication)"	"deferasirox medication "
"C1619629"	"deferasirox [chemical/ingredient]"	"deferasirox chemical ingredient "
"C0043832"	"1,2-dimethyl-3-hydroxy-4-pyridinone"	"1 2 dimethyl 3 hydroxy 4 pyridinone"
"C0043832"	"1,2-dimethyl-3-hydroxypyrid-4-one"	"1 2 dimethyl 3 hydroxypyrid 4 one"
"C0043832"	"1,2-dimethyl-3-hydroxypyridin-4-one"	"1 2 dimethyl 3 hydroxypyridin 4 one"
"C0043832"	"3-hydroxy-1,2-dimethyl-4-pyridinone"	"3 hydroxy 1 2 dimethyl 4 pyridinone"
"C0043832"	"4(1h)-pyridinone, 3-hydroxy-1,2-dimethyl-"	"4 1h pyridinone 3 hydroxy 1 2 dimethyl "
"C0043832"	"deferiprone"	"deferiprone"
"C0043832"	"dmohpo"	"dmohpo"
"C0043832"	"deferiprone (product)"	"deferiprone product "
"C0043832"	"deferiprone (substance)"	"deferiprone substance "
"C0043832"	"hdmpp cpd"	"hdmpp cpd"
"C0043832"	"hdpp"	"hdpp"
"C0043832"	"chelating agents deferiprone"	"chelating agents deferiprone"
"C0043832"	"chelating agents deferiprone (medication)"	"chelating agents deferiprone medication "
"C0011145"	"1-amino-6,17-dihydroxy-7,10,18,21-tetraoxo-27-(n-acetylhydroxylamino)-6,11,17,22-tetraazaheptaeicosane"	"1 amino 6 17 dihydroxy 7 10 18 21 tetraoxo 27 n acetylhydroxylamino 6 11 17 22 tetraazaheptaeicosane"
"C0011145"	"b, deferoxamine"	"b deferoxamine"
"C0011145"	"b, desferrioxamine"	"b desferrioxamine"
"C0011145"	"butanediamide, n'-(5-((4-((5-(acetylhydroxyamino)pentyl)amino)-1,4-dioxobutyl)hydroxyamino)pentyl)-n-(5-aminopentyl)-n-hydroxy-"	"butanediamide n 5 4 5 acetylhydroxyamino pentyl amino 1 4 dioxobutyl hydroxyamino pentyl n 5 aminopentyl n hydroxy "
"C0011145"	"deferoxamine"	"deferoxamine"
"C0011145"	"dfo - desferrioxamine"	"dfo desferrioxamine"
"C0011145"	"deferoxamine (product)"	"deferoxamine product "
"C0011145"	"deferoxamine (substance)"	"deferoxamine substance "
"C0011145"	"deferoxamine b"	"deferoxamine b"
"C0011145"	"deferoxamine [chemical/ingredient]"	"deferoxamine chemical ingredient "
"C0011145"	"deferoximine"	"deferoximine"
"C0011145"	"deferrioxamine"	"deferrioxamine"
"C0011145"	"deferrioxamine b"	"deferrioxamine b"
"C0011145"	"desferioximine"	"desferioximine"
"C0011145"	"desferrioxamine"	"desferrioxamine"
"C0011145"	"desferrioxamine b"	"desferrioxamine b"
"C0011145"	"desferroxamine"	"desferroxamine"
"C0011145"	"n'-[5-[[4-[[5-(acetylhydroxyamino)pentyl]amino]-1,4-dioxobutyl]hydroxyamino]pentyl]-n-(5-aminopentyl)-n-hydroxybutanediamide"	"n 5 4 5 acetylhydroxyamino pentyl amino 1 4 dioxobutyl hydroxyamino pentyl n 5 aminopentyl n hydroxybutanediamide"
"C0011145"	"n-[5-[3-[(5-aminopentyl)hydroxycarbamoyl]propionamido]pentyl]-3-[[5-(n-hydroxyacetamido)pentyl]carbamoyl]propionohydroxamic acid"	"n 5 3 5 aminopentyl hydroxycarbamoyl propionamido pentyl 3 5 n hydroxyacetamido pentyl carbamoyl propionohydroxamic acid"
"C0057257"	"defibrotide (bovine lung)"	"defibrotide bovine lung "
"C0057257"	"defibrotide (bovine)"	"defibrotide bovine "
"C0057257"	"defibrinotide"	"defibrinotide"
"C0057257"	"defibrotide"	"defibrotide"
"C0057257"	"defibrotide (product)"	"defibrotide product "
"C0057257"	"defibrotide (substance)"	"defibrotide substance "
"C0057257"	"fraction p"	"fraction p"
"C0057257"	"prociclide"	"prociclide"
"C3489682"	"delamanid"	"delamanid"
"C3489682"	"delamanid (product)"	"delamanid product "
"C3489682"	"delamanid (substance)"	"delamanid substance "
"C0012133"	"2 3 dideoxyinosine"	"2 3 dideoxyinosine"
"C0012133"	"2',3' dideoxyinosine"	"2 3 dideoxyinosine"
"C0012133"	"2',3'-dideoxyinosine"	"2 3 dideoxyinosine"
"C0012133"	"2'3' dideoxyinosine"	"2 3 dideoxyinosine"
"C0012133"	"ddi"	"ddi"
"C0012133"	"didanosine"	"didanosine"
"C0012133"	"dideoxyinosine 002 003"	"dideoxyinosine 002 003"
"C0012133"	"didanosine (product)"	"didanosine product "
"C0012133"	"didanosine (substance)"	"didanosine substance "
"C0012133"	"didanosine ec"	"didanosine ec"
"C0012133"	"didanosine [chemical/ingredient]"	"didanosine chemical ingredient "
"C0012133"	"dideoxyinosine"	"dideoxyinosine"
"C0012133"	"dideoxyinosine (product)"	"dideoxyinosine product "
"C0012133"	"dideoxyinosine -retired-"	"dideoxyinosine retired "
"C0012133"	"inosine, 2',3'-dideoxy-"	"inosine 2 3 dideoxy "
"C0012133"	"ddi (antiviral)"	"ddi antiviral "
"C0012133"	"didanosine (medication)"	"didanosine medication "
"C0013360"	"1h-purine-2,6-dione, 7-(2,3-dihydroxypropyl)-3,7-dihydro-1,3-dimethyl"	"1h purine 2 6 dione 7 2 3 dihydroxypropyl 3 7 dihydro 1 3 dimethyl"
"C0013360"	"1h-purine-2,6-dione, 7-(2,3-dihydroxypropyl)-3,7-dihydro-1,3-dimethyl-"	"1h purine 2 6 dione 7 2 3 dihydroxypropyl 3 7 dihydro 1 3 dimethyl "
"C0013360"	"7-(2,3-dioxypropyl)theophylline"	"7 2 3 dioxypropyl theophylline"
"C0013360"	"dyphylline"	"dyphylline"
"C0013360"	"dihydroxypropyltheophylline"	"dihydroxypropyltheophylline"
"C0013360"	"diphylline"	"diphylline"
"C0013360"	"diprophylline"	"diprophylline"
"C0013360"	"dyphylline (product)"	"dyphylline product "
"C0013360"	"dyphylline (substance)"	"dyphylline substance "
"C0013360"	"dyphylline [chemical/ingredient]"	"dyphylline chemical ingredient "
"C0013360"	"dyphylline (medication)"	"dyphylline medication "
"C0012582"	"2,2',2'',2''''-[(4,8-dipiperidinopyrimido-[5,4-d]pyrimidine-2,6-diyl)dinitrilo]tetraethanol"	"2 2 2 2 4 8 dipiperidinopyrimido 5 4 d pyrimidine 2 6 diyl dinitrilo tetraethanol"
"C0012582"	"dipyridamole"	"dipyridamole"
"C0012582"	"dp"	"dp"
"C0012582"	"dipyramidole"	"dipyramidole"
"C0012582"	"dipyridamole (product)"	"dipyridamole product "
"C0012582"	"dipyridamole (substance)"	"dipyridamole substance "
"C0012582"	"dipyridamole [chemical/ingredient]"	"dipyridamole chemical ingredient "
"C0012582"	"ethanol, 2,2',2'',2'''-((4,8-di-1-piperidinylpyrimido(5,4-d)pyrimidine-2,6-diyl)dinitrilo)tetrakis-"	"ethanol 2 2 2 2 4 8 di 1 piperidinylpyrimido 5 4 d pyrimidine 2 6 diyl dinitrilo tetrakis "
"C0012582"	"dipyridamole (medication)"	"dipyridamole medication "
"C0058895"	"4-diphenylmethoxy-1-(3-(4-tert-butylbenzoyl)propyl)piperidine"	"4 diphenylmethoxy 1 3 4 tert butylbenzoyl propyl piperidine"
"C0058895"	"ebastine"	"ebastine"
"C0058895"	"ebastine (substance)"	"ebastine substance "
"C0058895"	"ebastine (medication)"	"ebastine medication "
"C0013547"	"1h-imidazole, 1-(2-((4-chlorophenyl)methoxy)-2-(2,4-dichlorophenyl)ethyl)-"	"1h imidazole 1 2 4 chlorophenyl methoxy 2 2 4 dichlorophenyl ethyl "
"C0013547"	"econazole"	"econazole"
"C0013547"	"econazole (product)"	"econazole product "
"C0013547"	"econazole (substance)"	"econazole substance "
"C0013547"	"econazole [chemical/ingredient]"	"econazole chemical ingredient "
"C0013547"	"ekonazole"	"ekonazole"
"C1831905"	"eltrombopag"	"eltrombopag"
"C1831905"	"eltrombopag (product)"	"eltrombopag product "
"C1831905"	"eltrombopag (substance)"	"eltrombopag substance "
"C1831905"	"eltrombopag (medication)"	"eltrombopag medication "
"C1831905"	"eltrombopag [chemical/ingredient]"	"eltrombopag chemical ingredient "
"C1831905"	"thrombopoietin receptor agonists eltrombopag"	"thrombopoietin receptor agonists eltrombopag"
"C1456409"	"4-(6-amino-5-bromo-2-(4-cyanoanilino)pyrimidin-4-yloxy)-3,5-dimethylbenzonitrile"	"4 6 amino 5 bromo 2 4 cyanoanilino pyrimidin 4 yloxy 3 5 dimethylbenzonitrile"
"C1456409"	"etravirine"	"etravirine"
"C1456409"	"etv"	"etv"
"C1456409"	"etravirine (product)"	"etravirine product "
"C1456409"	"etravirine (substance)"	"etravirine substance "
"C1456409"	"etravirine (medication)"	"etravirine medication "
"C1456409"	"etravirine [chemical/ingredient]"	"etravirine chemical ingredient "
"C0851344"	"6-methyleneandrosta-1,4-diene-3,17-dione"	"6 methyleneandrosta 1 4 diene 3 17 dione"
"C0851344"	"exemestane"	"exemestane"
"C0851344"	"exemestane (product)"	"exemestane product "
"C0851344"	"exemestane (substance)"	"exemestane substance "
"C0851344"	"exemestane (medication)"	"exemestane medication "
"C0851344"	"exemestane [chemical/ingredient]"	"exemestane chemical ingredient "
"C1142985"	"(1-(4-fluorophenyl)-(3r)-(3-(4-fluorophenyl)-(3s)-hydroxypropyl)-(4s)-(4-hydroxyphenyl)-2-azetidinone)"	"1 4 fluorophenyl 3r 3 4 fluorophenyl 3s hydroxypropyl 4s 4 hydroxyphenyl 2 azetidinone "
"C1142985"	"1-(4-fluorophenyl)-3(r)-[3-(4-fluorophenyl)-3(s)-hydroxypropyl]-4(s)-(4-hydroxyphenyl)-2-azetidinone"	"1 4 fluorophenyl 3 r 3 4 fluorophenyl 3 s hydroxypropyl 4 s 4 hydroxyphenyl 2 azetidinone"
"C1142985"	"ezetimibe"	"ezetimibe"
"C1142985"	"ezetimib"	"ezetimib"
"C1142985"	"ezetimibe (product)"	"ezetimibe product "
"C1142985"	"ezetimibe (substance)"	"ezetimibe substance "
"C1142985"	"ezetimibe [chemical/ingredient]"	"ezetimibe chemical ingredient "
"C1142985"	"ezetimibe (medication)"	"ezetimibe medication "
"C0016278"	"2(1h)-pyrimidinone, 4-amino-5-fluoro-"	"2 1h pyrimidinone 4 amino 5 fluoro "
"C0016278"	"4-amino-5-fluoro-2(1h)-pyrimidinone"	"4 amino 5 fluoro 2 1h pyrimidinone"
"C0016278"	"5-fc"	"5 fc"
"C0016278"	"5-fluorocytosine"	"5 fluorocytosine"
"C0016278"	"5fc"	"5fc"
"C0016278"	"flucytosine"	"flucytosine"
"C0016278"	"fluorocytosine 05"	"fluorocytosine 05"
"C0016278"	"flucytosine (product)"	"flucytosine product "
