"thesaurus"	"mol1"	"mol2"	"niveau"	"date_min"	"date_max"
"thesaurus2011"	"PHENOBARBITAL"	"TELITHROMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENOBARBITAL"	"ULIPRISTAL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYLBUTAZONE"	"WARFARINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYLEPHRINE"	"PHENYLEPHRINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYLEPHRINE"	"PSEUDOEPHEDRINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYLEPHRINE"	"TUAMINOHEPTANE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"PIPOBROMAN"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"PRAZIQUANTEL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"SERTRALINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"SORAFENIB"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"SULFAMETHOXAZOLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"SUNITINIB"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"TEGAFUR"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"TELITHROMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"ULIPRISTAL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"VINCRISTINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PHENYTOINE"	"VINORELBINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIMOZIDE"	"SAQUINAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIMOZIDE"	"SERTRALINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIMOZIDE"	"SPIRAMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIMOZIDE"	"STIRIPENTOL"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIMOZIDE"	"TIPRANAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIMOZIDE"	"VINCAMINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIPAMPERONE"	"SPIRAMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIPAMPERONE"	"VINCAMINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIPOBROMAN"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIPOBROMAN"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIPOBROMAN"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIPOBROMAN"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIPOTIAZINE"	"SPIRAMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIPOTIAZINE"	"VINCAMINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIROXICAM-BETADEX"	"WARFARINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PIROXICAM"	"WARFARINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"POLYMYXINE B"	"TOBRAMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRAZIQUANTEL"	"PRIMIDONE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRAZIQUANTEL"	"RIFAMPICINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRAZOSINE"	"PRAZOSINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRAZOSINE"	"TAMSULOSINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRAZOSINE"	"TERAZOSINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRAZOSINE"	"URAPIDIL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PREDNISOLONE"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PREDNISOLONE"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PREDNISOLONE"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PREDNISOLONE"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PREDNISONE"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PREDNISONE"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PREDNISONE"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PREDNISONE"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRIMIDONE"	"SERTRALINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRIMIDONE"	"SORAFENIB"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRIMIDONE"	"SUNITINIB"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRIMIDONE"	"TELITHROMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PRIMIDONE"	"ULIPRISTAL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PROCARBAZINE"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PROCARBAZINE"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PROCARBAZINE"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PROCARBAZINE"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PSEUDOEPHEDRINE"	"PSEUDOEPHEDRINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"PSEUDOEPHEDRINE"	"TUAMINOHEPTANE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"QUETIAPINE"	"RITONAVIR"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"QUETIAPINE"	"TELITHROMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"QUINIDINE"	"RITONAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"QUINIDINE"	"SAQUINAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"QUINIDINE"	"STIRIPENTOL"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"QUINIDINE"	"TAMOXIFENE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"QUINIDINE"	"TIPRANAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RASAGILINE"	"RIZATRIPTAN"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RASAGILINE"	"SUMATRIPTAN"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RASAGILINE"	"ZOLMITRIPTAN"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFABUTINE"	"SERTRALINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFAMPICINE"	"RITONAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFAMPICINE"	"SAQUINAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFAMPICINE"	"SERTRALINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFAMPICINE"	"SIMVASTATINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFAMPICINE"	"SORAFENIB"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFAMPICINE"	"SUNITINIB"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFAMPICINE"	"TELITHROMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIFAMPICINE"	"TIPRANAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RITONAVIR"	"RIVAROXABAN"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RITONAVIR"	"TICAGRELOR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RITONAVIR"	"ULIPRISTAL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIVAROXABAN"	"TELITHROMYCINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"RIZATRIPTAN"	"SELEGILINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SAQUINAVIR"	"SIMVASTATINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SAQUINAVIR"	"TICAGRELOR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SELEGILINE"	"SUMATRIPTAN"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SELEGILINE"	"ZOLMITRIPTAN"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SIMVASTATINE"	"STIRIPENTOL"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SIMVASTATINE"	"TIPRANAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SIROLIMUS"	"STIRIPENTOL"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SPIRAMYCINE"	"SPIRAMYCINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SPIRAMYCINE"	"SULPIRIDE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SPIRAMYCINE"	"TIAPRIDE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SPIRAMYCINE"	"VINCAMINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SPIRAMYCINE"	"ZUCLOPENTHIXOL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"STAVUDINE"	"ZIDOVUDINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"STIRIPENTOL"	"TACROLIMUS"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SULFAMETHOXAZOLE"	"WARFARINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SULINDAC"	"WARFARINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"SULPIRIDE"	"VINCAMINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TAMOXIFENE"	"TERBINAFINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TAMSULOSINE"	"URAPIDIL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TEGAFUR"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TEGAFUR"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TEGAFUR"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TEGAFUR"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TENOXICAM"	"WARFARINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TERAZOSINE"	"URAPIDIL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TETRACOSACTIDE"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TETRACOSACTIDE"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TETRACOSACTIDE"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TETRACOSACTIDE"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TIAPRIDE"	"VINCAMINE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TICAGRELOR"	"TIPRANAVIR"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TRIAMCINOLONE"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TRIAMCINOLONE"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TRIAMCINOLONE"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"TRIAMCINOLONE"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINCAMINE"	"VINCAMINE"	"CI"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINCAMINE"	"ZUCLOPENTHIXOL"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINCRISTINE"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINCRISTINE"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINCRISTINE"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINCRISTINE"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINORELBINE"	"VIRUS DE LA VARICELLE"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINORELBINE"	"VIRUS DES OREILLONS"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINORELBINE"	"VIRUS ROUGEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2011"	"VINORELBINE"	"VIRUS RUBEOLEUX"	"AD"	"16/09/2011"	"28/03/2012"
"thesaurus2014"	"ABIRATERONE"	"CARBAMAZEPINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ABIRATERONE"	"PHENOBARBITAL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ABIRATERONE"	"PHENYTOINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ABIRATERONE"	"PRIMIDONE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ABIRATERONE"	"RIFAMPICINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACECLOFENAC"	"ACENOCOUMAROL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACECLOFENAC"	"APIXABAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACECLOFENAC"	"DABIGATRAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACECLOFENAC"	"FLUINDIONE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACECLOFENAC"	"LITHIUM"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACECLOFENAC"	"RIVAROXABAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACECLOFENAC"	"WARFARINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"ACIDE MEFENAMIQUE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"ACIDE NIFLUMIQUE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"ACIDE TIAPROFENIQUE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"ALMINOPROFENE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"CELECOXIB"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"DICLOFENAC"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"ETODOLAC"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"FENOPROFENE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"FLURBIPROFENE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"IBUPROFENE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"INDOMETACINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"KETOPROFENE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"MELOXICAM"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"MICONAZOLE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"MORNIFLUMATE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"NABUMETONE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"NAPROXENE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"NIMESULIDE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"PHENYLBUTAZONE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"PIROXICAM"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"PIROXICAM-BETADEX"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"SULFAMETHOXAZOLE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"SULINDAC"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACENOCOUMAROL"	"TENOXICAM"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE ACETYLSALICYLIQUE"	"ANAGRELIDE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE ACETYLSALICYLIQUE"	"PROBENECIDE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE ACETYLSALICYLIQUE"	"TICLOPIDINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE FUSIDIQUE"	"ATORVASTATINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE FUSIDIQUE"	"FLUVASTATINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE FUSIDIQUE"	"PRAVASTATINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE FUSIDIQUE"	"ROSUVASTATINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE FUSIDIQUE"	"SIMVASTATINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE IOXAGLIQUE"	"METFORMINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE IOXITALAMIQUE"	"METFORMINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE MEFENAMIQUE"	"APIXABAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE MEFENAMIQUE"	"DABIGATRAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE MEFENAMIQUE"	"FLUINDIONE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE MEFENAMIQUE"	"LITHIUM"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE MEFENAMIQUE"	"RIVAROXABAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE MEFENAMIQUE"	"WARFARINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE NIFLUMIQUE"	"APIXABAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE NIFLUMIQUE"	"DABIGATRAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE NIFLUMIQUE"	"FLUINDIONE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE NIFLUMIQUE"	"LITHIUM"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE NIFLUMIQUE"	"RIVAROXABAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE NIFLUMIQUE"	"WARFARINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE TIAPROFENIQUE"	"APIXABAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE TIAPROFENIQUE"	"DABIGATRAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE TIAPROFENIQUE"	"FLUINDIONE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE TIAPROFENIQUE"	"LITHIUM"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE TIAPROFENIQUE"	"RIVAROXABAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE TIAPROFENIQUE"	"WARFARINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE VALPROIQUE"	"LAMOTRIGINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE VALPROIQUE"	"MEFLOQUINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACIDE VALPROIQUE"	"MEROPENEM"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"ACITRETINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"ALITRETINOINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"CHLORTETRACYCLINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"DEMECLOCYCLINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"DOXYCYCLINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"ISOTRETINOINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"LYMECYCLINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"METHOTREXATE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"MINOCYCLINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"OXYTETRACYCLINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"TETRACYCLINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ACITRETINE"	"TRETINOINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"AGOMELATINE"	"FLUVOXAMINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"BOCEPREVIR"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"CLARITHROMYCINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"COBICISTAT"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"DOXAZOSINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"ERYTHROMYCINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"ITRACONAZOLE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"KETOCONAZOLE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"PRAZOSINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"RITONAVIR"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"TELAPREVIR"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"TELITHROMYCINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALFUZOSINE"	"URAPIDIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"BENAZEPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"CANDESARTAN CILEXETIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"CAPTOPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"CICLOSPORINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"CILAZAPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"ENALAPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"EPROSARTAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"FOSINOPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"IMIDAPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"IRBESARTAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"ITRACONAZOLE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"LISINOPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"LOSARTAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"MOEXIPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"OLMESARTAN"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"PERINDOPRIL TERT-BUTYLAMINE"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"QUINAPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"QUINIDINE"	"CI"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"RAMIPRIL"	"AD"	"10/01/2014"	"31/12/2014"
"thesaurus2014"	"ALISKIREN"	"TELMISARTAN"	"AD"	"10/01/2014"	"31/12/2014"
