"mol1"	"mol2"	"date_min"	"date_max"
"CHLORPROMAZINE"	"LUMEFANTRINE"	"16/09/2011"	"28/03/2012"
"CHLORPROMAZINE"	"MEQUITAZINE"	"16/09/2011"	"28/03/2012"
"CHLORPROMAZINE"	"MOXIFLOXACINE"	"16/09/2011"	"28/03/2012"
"CHLORPROMAZINE"	"PENTAMIDINE"	"16/09/2011"	"28/03/2012"
"CHLORPROMAZINE"	"SPIRAMYCINE"	"16/09/2011"	"28/03/2012"
"CHLORPROMAZINE"	"VINCAMINE"	"16/09/2011"	"28/03/2012"
"CHLORTALIDONE"	"LITHIUM"	"16/09/2011"	"28/03/2012"
"CHLORTETRACYCLINE"	"ISOTRETINOINE"	"16/09/2011"	"28/03/2012"
"CICLETANINE"	"LITHIUM"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"COLCHICINE"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"DABIGATRAN"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"DRONEDARONE"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"EZETIMIBE"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"MODAFINIL"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"NIFEDIPINE"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"REPAGLINIDE"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"ROSUVASTATINE"	"16/09/2011"	"28/03/2012"
"CICLOSPORINE"	"STIRIPENTOL"	"16/09/2011"	"28/03/2012"
"CILAZAPRIL"	"ESTRAMUSTINE"	"16/09/2011"	"28/03/2012"
"CILAZAPRIL"	"LITHIUM"	"16/09/2011"	"28/03/2012"
"CIMETIDINE"	"METOPROLOL"	"16/09/2011"	"28/03/2012"
"CIMETIDINE"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"CINACALCET"	"DEXTROMETHORPHANE"	"16/09/2011"	"28/03/2012"
"CINACALCET"	"MEQUITAZINE"	"16/09/2011"	"28/03/2012"
"CIPROFIBRATE"	"CIPROFIBRATE"	"16/09/2011"	"28/03/2012"
"CIPROFIBRATE"	"FENOFIBRATE"	"16/09/2011"	"28/03/2012"
"CIPROFIBRATE"	"FLUVASTATINE"	"16/09/2011"	"28/03/2012"
"CIPROFIBRATE"	"GEMFIBROZIL"	"16/09/2011"	"28/03/2012"
"CIPROFIBRATE"	"PRAVASTATINE"	"16/09/2011"	"28/03/2012"
"CIPROFIBRATE"	"ROSUVASTATINE"	"16/09/2011"	"28/03/2012"
"CIPROFIBRATE"	"SIMVASTATINE"	"16/09/2011"	"28/03/2012"
"CIPROFLOXACINE"	"METHOTREXATE"	"16/09/2011"	"28/03/2012"
"CITALOPRAM"	"IPRONIAZIDE"	"16/09/2011"	"28/03/2012"
"CITALOPRAM"	"MOCLOBEMIDE"	"16/09/2011"	"28/03/2012"
"CITALOPRAM"	"PIMOZIDE"	"16/09/2011"	"28/03/2012"
"CLADRIBINE"	"LAMIVUDINE"	"16/09/2011"	"28/03/2012"
"CLADRIBINE"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"CLADRIBINE"	"VIRUS DE LA VARICELLE"	"16/09/2011"	"28/03/2012"
"CLADRIBINE"	"VIRUS DES OREILLONS"	"16/09/2011"	"28/03/2012"
"CLADRIBINE"	"VIRUS ROUGEOLEUX"	"16/09/2011"	"28/03/2012"
"CLADRIBINE"	"VIRUS RUBEOLEUX"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"COLCHICINE"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"EBASTINE"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"FESOTERODINE"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"IVABRADINE"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"LISURIDE"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"PERGOLIDE"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"QUETIAPINE"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"RIVAROXABAN"	"16/09/2011"	"28/03/2012"
"CLARITHROMYCINE"	"TICAGRELOR"	"16/09/2011"	"28/03/2012"
"CLOMIPRAMINE"	"IPRONIAZIDE"	"16/09/2011"	"28/03/2012"
"CLOMIPRAMINE"	"MOCLOBEMIDE"	"16/09/2011"	"28/03/2012"
"CLOPAMIDE"	"LITHIUM"	"16/09/2011"	"28/03/2012"
"CLOXACILLINE"	"METHOTREXATE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"DARUNAVIR"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"DIRITHROMYCINE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"ERYTHROMYCINE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"FOSAMPRENAVIR"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"INDINAVIR"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"JOSAMYCINE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"LOPINAVIR"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"MIDECAMYCINE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"PRISTINAMYCINE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"RITONAVIR"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"ROXITHROMYCINE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"SAQUINAVIR"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"SPIRAMYCINE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"TELITHROMYCINE"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"TIPRANAVIR"	"16/09/2011"	"28/03/2012"
"COLCHICINE"	"VERAPAMIL"	"16/09/2011"	"28/03/2012"
"CORTIVAZOL"	"VIRUS DE LA VARICELLE"	"16/09/2011"	"28/03/2012"
"CORTIVAZOL"	"VIRUS DES OREILLONS"	"16/09/2011"	"28/03/2012"
"CORTIVAZOL"	"VIRUS ROUGEOLEUX"	"16/09/2011"	"28/03/2012"
"CORTIVAZOL"	"VIRUS RUBEOLEUX"	"16/09/2011"	"28/03/2012"
"CYAMEMAZINE"	"ERYTHROMYCINE"	"16/09/2011"	"28/03/2012"
"CYAMEMAZINE"	"LEVODOPA"	"16/09/2011"	"28/03/2012"
"CYAMEMAZINE"	"LUMEFANTRINE"	"16/09/2011"	"28/03/2012"
"CYAMEMAZINE"	"MEQUITAZINE"	"16/09/2011"	"28/03/2012"
"CYAMEMAZINE"	"MOXIFLOXACINE"	"16/09/2011"	"28/03/2012"
"CYAMEMAZINE"	"PENTAMIDINE"	"16/09/2011"	"28/03/2012"
"CYAMEMAZINE"	"SPIRAMYCINE"	"16/09/2011"	"28/03/2012"
"CYAMEMAZINE"	"VINCAMINE"	"16/09/2011"	"28/03/2012"
"CYCLOPHOSPHAMIDE"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"CYCLOPHOSPHAMIDE"	"VIRUS DE LA VARICELLE"	"16/09/2011"	"28/03/2012"
"CYCLOPHOSPHAMIDE"	"VIRUS DES OREILLONS"	"16/09/2011"	"28/03/2012"
"CYCLOPHOSPHAMIDE"	"VIRUS ROUGEOLEUX"	"16/09/2011"	"28/03/2012"
"CYCLOPHOSPHAMIDE"	"VIRUS RUBEOLEUX"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"EFAVIRENZ"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"NEVIRAPINE"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"OXCARBAZEPINE"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"PHENOBARBITAL"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"PRIMIDONE"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"RIFABUTINE"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"RIFAMPICINE"	"16/09/2011"	"28/03/2012"
"CYPROTERONE"	"RITONAVIR"	"16/09/2011"	"28/03/2012"
"CYTARABINE"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"CYTARABINE"	"VIRUS DE LA VARICELLE"	"16/09/2011"	"28/03/2012"
"CYTARABINE"	"VIRUS DES OREILLONS"	"16/09/2011"	"28/03/2012"
"CYTARABINE"	"VIRUS ROUGEOLEUX"	"16/09/2011"	"28/03/2012"
"CYTARABINE"	"VIRUS RUBEOLEUX"	"16/09/2011"	"28/03/2012"
"DABIGATRAN"	"DRONEDARONE"	"16/09/2011"	"28/03/2012"
"DABIGATRAN"	"ITRACONAZOLE"	"16/09/2011"	"28/03/2012"
"DABIGATRAN"	"KETOCONAZOLE"	"16/09/2011"	"28/03/2012"
"DABIGATRAN"	"PHENOBARBITAL"	"16/09/2011"	"28/03/2012"
"DABIGATRAN"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"DABIGATRAN"	"PRIMIDONE"	"16/09/2011"	"28/03/2012"
"DABIGATRAN"	"RIFAMPICINE"	"16/09/2011"	"28/03/2012"
"DABIGATRAN"	"TACROLIMUS"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"GLIBENCLAMIDE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"GLIBORNURIDE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"GLICLAZIDE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"GLIMEPIRIDE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"GLIPIZIDE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE GLARGINE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE HUMAINE BIOSYNTHETIQUE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE HUMAINE BIOSYNTHETIQUE ZINC"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE HUMAINE HEMISYNTHETIQUE D'ORIGINE PORCINE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQUE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE HUMAINE RECOMBINANTE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE HUMAINE RECOMBINANTE ZINC"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"INSULINE LISPRO"	"16/09/2011"	"28/03/2012"
"DANAZOL"	"SIMVASTATINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"DILTIAZEM"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"FELODIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"ISRADIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"LACIDIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"LERCANIDIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"MANIDIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"NICARDIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"NIFEDIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"NIMODIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"NITRENDIPINE"	"16/09/2011"	"28/03/2012"
"DANTROLENE"	"VERAPAMIL"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"DIHYDROERGOTAMINE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"ERGOTAMINE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"FESOTERODINE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"LUMEFANTRINE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"MIZOLASTINE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"PIMOZIDE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"QUINIDINE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"RIFAMPICINE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"SIMVASTATINE"	"16/09/2011"	"28/03/2012"
"DARUNAVIR"	"TICAGRELOR"	"16/09/2011"	"28/03/2012"
"DEFERASIROX"	"REPAGLINIDE"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"EFAVIRENZ"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"NEVIRAPINE"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"OXCARBAZEPINE"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"PHENOBARBITAL"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"PRIMIDONE"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"RIFABUTINE"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"RIFAMPICINE"	"16/09/2011"	"28/03/2012"
"DESOGESTREL"	"RITONAVIR"	"16/09/2011"	"28/03/2012"
"DEXAMETHASONE"	"VIRUS DE LA VARICELLE"	"16/09/2011"	"28/03/2012"
"DEXAMETHASONE"	"VIRUS DES OREILLONS"	"16/09/2011"	"28/03/2012"
"DEXAMETHASONE"	"VIRUS ROUGEOLEUX"	"16/09/2011"	"28/03/2012"
"DEXAMETHASONE"	"VIRUS RUBEOLEUX"	"16/09/2011"	"28/03/2012"
"DEXTROMETHORPHANE"	"IPRONIAZIDE"	"16/09/2011"	"28/03/2012"
"DEXTROMETHORPHANE"	"MOCLOBEMIDE"	"16/09/2011"	"28/03/2012"
"DICLOFENAC"	"FLUINDIONE"	"16/09/2011"	"28/03/2012"
"DICLOFENAC"	"LITHIUM"	"16/09/2011"	"28/03/2012"
"DICLOFENAC"	"WARFARINE"	"16/09/2011"	"28/03/2012"
"DIDANOSINE"	"GANCICLOVIR"	"16/09/2011"	"28/03/2012"
"DIDANOSINE"	"RIBAVIRINE"	"16/09/2011"	"28/03/2012"
"DIDANOSINE"	"TENOFOVIR DISOPROXIL"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"EFAVIRENZ"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"MODAFINIL"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"NEVIRAPINE"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"OXCARBAZEPINE"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"PHENOBARBITAL"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"PRIMIDONE"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"RIFABUTINE"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"RIFAMPICINE"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"RITONAVIR"	"16/09/2011"	"28/03/2012"
"DIENOGEST"	"TOPIRAMATE"	"16/09/2011"	"28/03/2012"
"DIGOXINE"	"MIDODRINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"DILTIAZEM"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"DIRITHROMYCINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"EFAVIRENZ"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"ELETRIPTAN"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"EPHEDRINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"FOSAMPRENAVIR"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"FROVATRIPTAN"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"INDINAVIR"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"JOSAMYCINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"LISURIDE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"LOPINAVIR"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"METHYLPHENIDATE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"MIDECAMYCINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"MIDODRINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"NAPHAZOLINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"NARATRIPTAN"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"OXYMETAZOLINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"PERGOLIDE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"PHENYLEPHRINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"PSEUDOEPHEDRINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"RIZATRIPTAN"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"ROXITHROMYCINE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"SAQUINAVIR"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"STIRIPENTOL"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"SUMATRIPTAN"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"TIPRANAVIR"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"TUAMINOHEPTANE"	"16/09/2011"	"28/03/2012"
"DIHYDROERGOTAMINE"	"ZOLMITRIPTAN"	"16/09/2011"	"28/03/2012"
"DILTIAZEM"	"ERGOTAMINE"	"16/09/2011"	"28/03/2012"
"DILTIAZEM"	"NIFEDIPINE"	"16/09/2011"	"28/03/2012"
"DIRITHROMYCINE"	"ERGOTAMINE"	"16/09/2011"	"28/03/2012"
"DIRITHROMYCINE"	"LISURIDE"	"16/09/2011"	"28/03/2012"
"DIRITHROMYCINE"	"PERGOLIDE"	"16/09/2011"	"28/03/2012"
"DISOPYRAMIDE"	"JOSAMYCINE"	"16/09/2011"	"28/03/2012"
"DOXAZOSINE"	"PRAZOSINE"	"16/09/2011"	"28/03/2012"
"DOXAZOSINE"	"URAPIDIL"	"16/09/2011"	"28/03/2012"
"DOXYCYCLINE"	"ISOTRETINOINE"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"EVEROLIMUS"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"ITRACONAZOLE"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"KETOCONAZOLE"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"PHENOBARBITAL"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"PRIMIDONE"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"RIFAMPICINE"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"RITONAVIR"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"SIROLIMUS"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"TACROLIMUS"	"16/09/2011"	"28/03/2012"
"DRONEDARONE"	"TELITHROMYCINE"	"16/09/2011"	"28/03/2012"
"DULOXETINE"	"ENOXACINE"	"16/09/2011"	"28/03/2012"
"DULOXETINE"	"FLUVOXAMINE"	"16/09/2011"	"28/03/2012"
"DULOXETINE"	"IPRONIAZIDE"	"16/09/2011"	"28/03/2012"
"DULOXETINE"	"MEQUITAZINE"	"16/09/2011"	"28/03/2012"
"DULOXETINE"	"MOCLOBEMIDE"	"16/09/2011"	"28/03/2012"
"EBASTINE"	"ERYTHROMYCINE"	"16/09/2011"	"28/03/2012"
"EBASTINE"	"ITRACONAZOLE"	"16/09/2011"	"28/03/2012"
"EBASTINE"	"JOSAMYCINE"	"16/09/2011"	"28/03/2012"
"EBASTINE"	"KETOCONAZOLE"	"16/09/2011"	"28/03/2012"
"EFAVIRENZ"	"ERGOTAMINE"	"16/09/2011"	"28/03/2012"
"EFAVIRENZ"	"ETHINYLESTRADIOL"	"16/09/2011"	"28/03/2012"
"EFAVIRENZ"	"ETONOGESTREL"	"16/09/2011"	"28/03/2012"
"EFAVIRENZ"	"LEVONORGESTREL"	"16/09/2011"	"28/03/2012"
"EFAVIRENZ"	"MIANSERINE"	"16/09/2011"	"28/03/2012"
"EFAVIRENZ"	"PIMOZIDE"	"16/09/2011"	"28/03/2012"
"EFAVIRENZ"	"SERTRALINE"	"16/09/2011"	"28/03/2012"
"ELETRIPTAN"	"ERGOTAMINE"	"16/09/2011"	"28/03/2012"
"ELETRIPTAN"	"IPRONIAZIDE"	"16/09/2011"	"28/03/2012"
"ELETRIPTAN"	"METHYLERGOMETRINE"	"16/09/2011"	"28/03/2012"
"ELETRIPTAN"	"METHYSERGIDE"	"16/09/2011"	"28/03/2012"
"ELETRIPTAN"	"MOCLOBEMIDE"	"16/09/2011"	"28/03/2012"
"ELETRIPTAN"	"RASAGILINE"	"16/09/2011"	"28/03/2012"
"ELETRIPTAN"	"SELEGILINE"	"16/09/2011"	"28/03/2012"
"ENALAPRIL"	"ESTRAMUSTINE"	"16/09/2011"	"28/03/2012"
"ENALAPRIL"	"LITHIUM"	"16/09/2011"	"28/03/2012"
"ENOXACINE"	"THEOPHYLLINE"	"16/09/2011"	"28/03/2012"
"ENTACAPONE"	"IPRONIAZIDE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"EPHEDRINE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"ERGOTAMINE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"IPRONIAZIDE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"LISURIDE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"METHYLERGOMETRINE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"METHYLPHENIDATE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"METHYSERGIDE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"MIDODRINE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"MOCLOBEMIDE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"NAPHAZOLINE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"OXYMETAZOLINE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"PERGOLIDE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"PHENYLEPHRINE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"PSEUDOEPHEDRINE"	"16/09/2011"	"28/03/2012"
"EPHEDRINE"	"TUAMINOHEPTANE"	"16/09/2011"	"28/03/2012"
"EPROSARTAN"	"LITHIUM"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"FOSAMPRENAVIR"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"FROVATRIPTAN"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"INDINAVIR"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"JOSAMYCINE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"LISURIDE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"LOPINAVIR"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"METHYLPHENIDATE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"MIDECAMYCINE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"MIDODRINE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"NAPHAZOLINE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"NARATRIPTAN"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"OXYMETAZOLINE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"PERGOLIDE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"PHENYLEPHRINE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"PSEUDOEPHEDRINE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"RIZATRIPTAN"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"ROXITHROMYCINE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"SAQUINAVIR"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"STIRIPENTOL"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"SUMATRIPTAN"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"TIPRANAVIR"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"TUAMINOHEPTANE"	"16/09/2011"	"28/03/2012"
"ERGOTAMINE"	"ZOLMITRIPTAN"	"16/09/2011"	"28/03/2012"
"ERLOTINIB"	"PHENOBARBITAL"	"16/09/2011"	"28/03/2012"
"ERLOTINIB"	"PHENYTOINE"	"16/09/2011"	"28/03/2012"
"ERLOTINIB"	"PRIMIDONE"	"16/09/2011"	"28/03/2012"
"ERLOTINIB"	"RIFAMPICINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"ERYTHROMYCINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"FESOTERODINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"FLUPENTIXOL"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"FLUPHENAZINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"HALOPERIDOL"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"LEVOMEPROMAZINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"LISURIDE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"MEQUITAZINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"METHADONE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"MIZOLASTINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"MOXIFLOXACINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"PENTAMIDINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"PERGOLIDE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"PIPAMPERONE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"PIPOTIAZINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"QUETIAPINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"RIVAROXABAN"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"SPIRAMYCINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"SULPIRIDE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"THEOPHYLLINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"TIAPRIDE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"VINCAMINE"	"16/09/2011"	"28/03/2012"
"ERYTHROMYCINE"	"ZUCLOPENTHIXOL"	"16/09/2011"	"28/03/2012"
"ESCITALOPRAM"	"IPRONIAZIDE"	"16/09/2011"	"28/03/2012"
"ESCITALOPRAM"	"MOCLOBEMIDE"	"16/09/2011"	"28/03/2012"
