"PHA_CIP_C13"	"PHA_NOM_PA"	"PHA_ATC_L07"	"PHA_MED_COM"	"PHA_FRM_LIB"	"total"
"3400941661341"	"ROPINIROLE"	"ROPINIROLE"	"ROPINIROLE TEVA"	"COMPRIME"	89
"3400941666025"	"AMOROLFINE"	"AMOROLFINE"	"AMOROLFINE ZYDUS"	"SOLUTION"	31
"3400941668326"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE CRISTERS"	"COMPRIME"	141
"3400941668784"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE CRISTERS"	"COMPRIME"	48
"3400941670565"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE CRISTERS"	"COMPRIME"	214
"3400941670916"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE CRISTERS"	"COMPRIME"	94
"3400941672637"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE CRISTERS"	"COMPRIME"	486
"3400941673177"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE CRISTERS"	"COMPRIME"	183
"3400941677779"	"EXEMESTANE"	"EXEMESTANE"	"EXEMESTANE RATIO"	""	23
"3400941681271"	"LOPERAMIDE"	"LOPERAMIDE"	"LOPERAMIDE BIOGARAN"	"GELULE"	6186
"3400941681561"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE ZENTIVA"	"COMPRIME"	9
"3400941682162"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE ZENTIVA"	"COMPRIME"	2
"3400941682391"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE BIOGARAN"	"COMPRIME"	9
"3400941682742"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE BIOGARAN"	"COMPRIME"	10
"3400941682803"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE BIOGARAN"	"COMPRIME"	20
"3400941683114"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE BIOGARAN"	"COMPRIME"	24
"3400941684463"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE MYLAN"	"COMPRIME"	1
"3400941684524"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE MYLAN"	"COMPRIME"	6
"3400941684753"	"RIBAVIRINE"	"RIBAVIRINE"	"RIBAVIRINE MYLAN"	"COMPRIME"	9
"3400941685415"	"VENLAFAXINE"	"VENLAFAXINE"	"VENLAFAXINE EVOLUGEN"	"GELULE"	154
"3400941686245"	"PHLOROGLUCINOL"	"PHLOROGLUCINOL"	"SPASFON LYOC"	"LYOPHILISAT"	10182
"3400941686535"	"METHYLPHENIDATE"	"METHYLPHENIDATE"	"RITALINE"	"GELULE"	46
"3400941687426"	"VENLAFAXINE"	"VENLAFAXINE"	"VENLAFAXINE EVOLUGEN"	"GELULE"	182
"3400941688195"	"NICORANDIL"	"NICORANDIL"	"NICORANDIL ALMUS"	"COMPRIME"	30
"3400941688317"	"PIRFENIDONE"	"PIRFENIDONE"	"ESBRIET"	"GELULE"	6
"3400941688485"	"PIRFENIDONE"	"PIRFENIDONE"	"ESBRIET"	"GELULE"	43
"3400941689727"	"CANDESARTAN + HYDROCHLOROTHIAZIDE"	"CANDESARTAN ET DIURETIQUES"	"CANDESARTAN/HYDROCHLOROTHIAZIDE KRKA"	"COMPRIME"	4
"3400941691447"	"CANDESARTAN + HYDROCHLOROTHIAZIDE"	"CANDESARTAN ET DIURETIQUES"	"CANDESARTAN/HYDROCHLOROTHIAZIDE KRKA"	"COMPRIME"	38
"3400941691966"	"CANDESARTAN + HYDROCHLOROTHIAZIDE"	"CANDESARTAN ET DIURETIQUES"	"CANDESARTAN/HYDROCHLOROTHIAZIDE KRKA"	"COMPRIME"	6
"3400941693519"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE TEVA"	"COMPRIME"	301
"3400941694059"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE TEVA"	"COMPRIME"	239
"3400941701474"	"PREGABALINE"	"PREGABALINE"	"LYRICA"	"SOLUTION"	19
"3400941701825"	"LAPATINIB"	"LAPATINIB"	"TYVERB"	"COMPRIME"	84
"3400941701993"	"LAPATINIB"	"LAPATINIB"	"TYVERB"	"COMPRIME"	14
"3400941703546"	"NICORANDIL"	"NICORANDIL"	"NICORANDIL ALMUS"	"COMPRIME"	14
"3400941703836"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE BIOGARAN"	"COMPRIME"	753
"3400941704208"	"IBUPROFENE"	"IBUPROFENE"	"IBUPROFENE CRISTERS"	"COMPRIME"	741
"3400941714313"	"MILNACIPRAN"	"MILNACIPRAN"	"MILNACIPRAN ARROW"	"GELULE"	515
"3400941714603"	"MILNACIPRAN"	"MILNACIPRAN"	"MILNACIPRAN ARROW"	"GELULE"	230
"3400941715143"	"NICORANDIL"	"NICORANDIL"	"NICORANDIL BIOGARAN"	"COMPRIME"	1698
"3400941715372"	"NICORANDIL"	"NICORANDIL"	"NICORANDIL BIOGARAN"	"COMPRIME"	615
"3400941715433"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EVOLUGEN"	"COMPRIME"	64
"3400941715662"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EVOLUGEN"	"COMPRIME"	6
"3400941715723"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EVOLUGEN"	"COMPRIME"	120
"3400941715891"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EVOLUGEN"	"COMPRIME"	48
"3400941715952"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EVOLUGEN"	"COMPRIME"	72
"3400941716034"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EVOLUGEN"	"COMPRIME"	13
"3400941716324"	"RETIGABINE"	"RETIGABINE"	"TROBALT"	"COMPRIME"	5
"3400941716492"	"RETIGABINE"	"RETIGABINE"	"TROBALT"	"COMPRIME"	3
"3400941716553"	"RETIGABINE"	"RETIGABINE"	"TROBALT"	"COMPRIME"	4
"3400941716614"	"RETIGABINE"	"RETIGABINE"	"TROBALT"	"COMPRIME"	4
"3400941716782"	"RETIGABINE"	"RETIGABINE"	"TROBALT"	"COMPRIME"	6
"3400941716843"	"RETIGABINE"	"RETIGABINE"	"TROBALT"	"COMPRIME"	1
"3400941719165"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE EG"	"COMPRIME"	51
"3400941719455"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE ARROW"	"COMPRIME"	28
"3400941720055"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN ZENTIVA"	"COMPRIME"	100
"3400941720345"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN ZENTIVA"	"COMPRIME"	506
"3400941720925"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN ZENTIVA"	"COMPRIME"	31
"3400941721175"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN ZENTIVA"	"COMPRIME"	186
"3400941724077"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	"COMPRIME"	74
"3400941724138"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	""	105
"3400941724657"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	"COMPRIME"	52
"3400941726088"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE RPG"	"COMPRIME"	256
"3400941726668"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE RPG"	"COMPRIME"	42
"3400941728150"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ARROW LAB"	"COMPRIME"	24
"3400941728501"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ARROW LAB"	"COMPRIME"	10
"3400941730160"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ALTER"	"COMPRIME"	31
"3400941732003"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	""	139
"3400941732171"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	"COMPRIME"	267
"3400941732690"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	"COMPRIME"	183
"3400941734243"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE RPG"	"COMPRIME"	526
"3400941734823"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE RPG"	"COMPRIME"	171
"3400941736605"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ARROW LAB"	"COMPRIME"	43
"3400941737145"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ARROW LAB"	""	9
"3400941738906"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ALTER"	"COMPRIME"	41
"3400941739446"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ALTER"	"COMPRIME"	23
"3400941742057"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ARROW LAB"	"COMPRIME"	37
"3400941742408"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ARROW LAB"	"COMPRIME"	11
"3400941744129"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ALTER"	"COMPRIME"	60
"3400941744648"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ALTER"	"COMPRIME"	7
"3400941746369"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	"COMPRIME"	62
"3400941746420"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	"COMPRIME"	123
"3400941746888"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EVOLUGEN"	"COMPRIME"	62
"3400941748431"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE RPG"	"COMPRIME"	223
"3400941749032"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE RPG"	"COMPRIME"	63
"3400941750212"	"BETAHISTINE"	"BETAHISTINE"	"BETAHISTINE ARROW"	"COMPRIME"	94
"3400941750441"	"BETAHISTINE"	"BETAHISTINE"	"BETAHISTINE ARROW"	"COMPRIME"	127
"3400941751561"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA SANTE"	"COMPRIME"	957
"3400941751622"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA SANTE"	"COMPRIME"	109
"3400941751790"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA SANTE"	"COMPRIME"	1084
"3400941751851"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA SANTE"	"COMPRIME"	180
"3400941751912"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA SANTE"	"COMPRIME"	122
"3400941752223"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA SANTE"	"COMPRIME"	40
"3400941752452"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA SANTE"	"COMPRIME"	11
"3400941752681"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA SANTE"	"COMPRIME"	56
"3400941754173"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN MYLAN"	"COMPRIME"	668
"3400941754463"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN MYLAN"	"COMPRIME"	140
"3400941754692"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN MYLAN"	"COMPRIME"	1439
"3400941754814"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN MYLAN"	""	445
"3400941755064"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN MYLAN"	"COMPRIME"	1297
"3400941755293"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN MYLAN"	""	304
"3400941758485"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE ZENTIVA"	"COMPRIME"	247
"3400941758607"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE ZENTIVA"	"COMPRIME"	61
"3400941758775"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE ZENTIVA"	"COMPRIME"	208
"3400941759086"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE ZENTIVA"	"COMPRIME"	23
"3400941762338"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE PHR LAB"	"COMPRIME"	21
"3400941765698"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ALS"	"COMPRIME"	13
"3400941766589"	"PALIPERIDONE"	"PALIPERIDONE"	"XEPLION"	"SUSPENSION"	61
"3400941766640"	"PALIPERIDONE"	"PALIPERIDONE"	"XEPLION"	"SUSPENSION"	206
"3400941766701"	"PALIPERIDONE"	"PALIPERIDONE"	"XEPLION"	"SUSPENSION"	353
"3400941766879"	"PALIPERIDONE"	"PALIPERIDONE"	"XEPLION"	"SUSPENSION"	651
"3400941766930"	"PALIPERIDONE"	"PALIPERIDONE"	"XEPLION"	"SUSPENSION"	317
"3400941769313"	"TAMSULOSINE"	"TAMSULOSINE"	"TAMSULOSINE RATIOPHARM"	""	168
"3400941771033"	"TAMSULOSINE"	"TAMSULOSINE"	"TAMSULOSINE EG"	"COMPRIME"	219
"3400941771491"	"ROPINIROLE"	"ROPINIROLE"	"ROPINIROLE EG"	"COMPRIME"	18
"3400941772733"	"ROPINIROLE"	"ROPINIROLE"	"ROPINIROLE EG"	"COMPRIME"	6
"3400941774393"	"TAMSULOSINE"	"TAMSULOSINE"	"TAMSULOSINE MYLAN"	"COMPRIME"	4038
"3400941775925"	"TAMSULOSINE"	"TAMSULOSINE"	"TAMSULOSINE BIOGARAN"	"COMPRIME"	2411
"3400941778766"	"FINGOLIMOD"	"FINGOLIMOD"	"GILENYA"	"GELULE"	496
"3400941779077"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE RPG"	"COMPRIME"	126
"3400941779138"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE RPG"	"COMPRIME"	16
"3400941780486"	"SODIUM BORATE + ACIDE BORIQUE"	"SODIUM BORATE"	"BORAX/ACIDE BORIQUE ZENTIVA"	"SOLUTION"	7011
"3400941780837"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE ABBOTT"	"GELULE"	3
"3400941781209"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE ABBOTT"	"GELULE"	8
"3400941783159"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE CRISTERS"	"GELULE"	35
"3400941783388"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE CRISTERS"	"GELULE"	178
"3400941785511"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE ABBOTT"	"GELULE"	7
"3400941785689"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE ABBOTT"	"GELULE"	3
"3400941787461"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE CRISTERS"	"GELULE"	1
"3400941787522"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE CRISTERS"	"GELULE"	13
"3400941787751"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE CRISTERS"	"GELULE"	175
"3400941789533"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE PHR LAB"	"COMPRIME"	14
"3400941790133"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE PHR LAB"	"COMPRIME"	4
"3400941790881"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE PHR LAB"	"COMPRIME"	19
"3400941791253"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE PHR LAB"	"COMPRIME"	4
"3400941791604"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE PHR LAB"	"COMPRIME"	1
"3400941797637"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ZENTIVA LAB"	"COMPRIME"	5733
"3400941797927"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ZENTIVA LAB"	"COMPRIME"	2285
"3400941798818"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ZENTIVA LAB"	"COMPRIME"	2796
"3400941799068"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ZENTIVA LAB"	"COMPRIME"	854
"3400941799877"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ZENTIVA LAB"	"COMPRIME"	2640
"3400941800160"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ZENTIVA LAB"	"COMPRIME"	640
"3400941800801"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ZENTIVA LAB"	"COMPRIME"	1018
"3400941801051"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE ZENTIVA LAB"	"COMPRIME"	228
"3400941801860"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN PHR LAB"	"COMPRIME"	12
"3400941803062"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN PHR LAB"	"COMPRIME"	12
"3400941803581"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN PHR LAB"	"COMPRIME"	12
"3400941804182"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN PHR LAB"	"COMPRIME"	40
"3400941804762"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN PHR LAB"	"COMPRIME"	7
"3400941805073"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE KRKA"	"COMPRIME"	12
"3400941805653"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE KRKA"	"COMPRIME"	2
"3400941806193"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE KRKA"	"COMPRIME"	18
"3400941806483"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE KRKA"	"COMPRIME"	3
"3400941816130"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE BIOGARAN"	"COMPRIME"	673
"3400941816369"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE BIOGARAN"	"COMPRIME"	226
"3400941816420"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE BIOGARAN"	"COMPRIME"	252
"3400941816598"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE BIOGARAN"	"COMPRIME"	127
"3400941822391"	"NARATRIPTAN"	"NARATRIPTAN"	"NARATRIPTAN MYLAN"	"COMPRIME"	46
"3400941822452"	"NARATRIPTAN"	"NARATRIPTAN"	"NARATRIPTAN MYLAN"	"COMPRIME"	228
"3400941823404"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE ZYDUS"	"COMPRIME"	26
"3400941823862"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE ZYDUS"	"COMPRIME"	7
"3400941825583"	"ACETYLLEUCINE"	"ACETYLLEUCINE"	"ACETYLLEUCINE BIOGARAN"	"COMPRIME"	3173
"3400941825644"	"ACETYLLEUCINE"	"ACETYLLEUCINE"	"ACETYLLEUCINE ZENTIVA"	"COMPRIME"	1918
"3400941826825"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE BLUEFISH"	"COMPRIME"	1
"3400941847295"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE MYLAN"	"COMPRIME"	855
"3400941847417"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE MYLAN"	""	283
"3400941847646"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE MYLAN"	"COMPRIME"	919
"3400941847875"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE MYLAN"	""	233
"3400941848247"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE MYLAN"	"COMPRIME"	1298
"3400941848537"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE MYLAN"	""	325
"3400941851728"	"ADALIMUMAB"	"ADALIMUMAB"	"HUMIRA"	"SOLUTION"	13
"3400941860652"	"LEVOFLOXACINE"	"LEVOFLOXACINE"	"LEVOFLOXACINE BLUEFISH"	"COMPRIME"	2
"3400941864384"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE SANDOZ"	"GELULE"	21
"3400941866395"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE SANDOZ"	"GELULE"	108
"3400941866746"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE SANDOZ"	"GELULE"	60
"3400941871658"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE KRKA"	"GELULE"	2
"3400941872020"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE KRKA"	"GELULE"	13
"3400941879173"	"OLANZAPINE"	"OLANZAPINE"	"OLANZAPINE SANDOZ"	"COMPRIME"	48
"3400941879753"	"OLANZAPINE"	"OLANZAPINE"	"OLANZAPINE SANDOZ"	"COMPRIME"	120
"3400941880872"	"NARATRIPTAN"	"NARATRIPTAN"	"NARATRIPTAN RANBAXY"	"COMPRIME"	2
"3400941880933"	"NARATRIPTAN"	"NARATRIPTAN"	"NARATRIPTAN RANBAXY"	"COMPRIME"	24
"3400941882135"	"NARATRIPTAN"	"NARATRIPTAN"	"NARATRIPTAN ZYDUS"	"COMPRIME"	2
"3400941882364"	"NARATRIPTAN"	"NARATRIPTAN"	"NARATRIPTAN ZYDUS"	"COMPRIME"	19
"3400941884894"	"ITRACONAZOLE"	"ITRACONAZOLE"	"ITRACONAZOLE HEXAL"	"GELULE"	2
"3400941888168"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE RANBAXY"	"COMPRIME"	36
"3400941888229"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE RANBAXY"	"COMPRIME"	78
"3400941888458"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE RANBAXY"	"COMPRIME"	1595
"3400941889349"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE RANBAXY"	"COMPRIME"	58
"3400941889578"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE RANBAXY"	"COMPRIME"	1419
"3400941897672"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ZYDUS FRANCE"	"COMPRIME"	195
"3400941897733"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ZYDUS FRANCE"	"COMPRIME"	37
"3400941897962"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ZYDUS FRANCE"	"COMPRIME"	66
"3400941898044"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ZYDUS FRANCE"	"COMPRIME"	9
"3400941898105"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ZYDUS FRANCE"	"COMPRIME"	77
"3400941898273"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ZYDUS FRANCE"	"COMPRIME"	34
"3400941898563"	"BETAHISTINE"	"BETAHISTINE"	"BETAHISTINE BIPHAR"	"COMPRIME"	344
"3400941899973"	"GLICLAZIDE"	"GLICLAZIDE"	"GLICLAZIDE BGR"	"COMPRIME"	301
"3400941900037"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ACCORD"	"COMPRIME"	3
"3400941900266"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ACCORD"	"COMPRIME"	4
"3400941902109"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"LANSOPRAZOLE ACTAVIS"	"GELULE"	6
"3400941914164"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN SANDOZ"	"COMPRIME"	103
"3400941914683"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN SANDOZ"	"COMPRIME"	44
"3400941915406"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN SANDOZ"	"COMPRIME"	193
"3400941916007"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN SANDOZ"	"COMPRIME"	45
"3400941916755"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE EVOLUGEN"	"COMPRIME"	54
"3400941916816"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE EVOLUGEN"	"COMPRIME"	28
"3400941916984"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW GENERIQUES"	"COMPRIME"	75
"3400941917066"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW GENERIQUES"	"COMPRIME"	22
"3400941917295"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW GENERIQUES"	"COMPRIME"	1
"3400941918308"	"DESOGESTREL"	"DESOGESTREL"	"CLAREAL Gé"	"COMPRIME"	14
"3400941918476"	"DESOGESTREL"	"DESOGESTREL"	"CLAREAL Gé"	"COMPRIME"	503
"3400941918766"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW GENERIQUES"	"COMPRIME"	154
"3400941918827"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW GENERIQUES"	"COMPRIME"	70
"3400941919138"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW GENERIQUES"	"COMPRIME"	90
"3400941919367"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW GENERIQUES"	"COMPRIME"	39
"3400941920608"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE EVOLUGEN"	"COMPRIME"	33
"3400941920837"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE EVOLUGEN"	"COMPRIME"	9
"3400941938818"	"MILNACIPRAN"	"MILNACIPRAN"	"MILNACIPRAN BIOGARAN"	"GELULE"	36
"3400941939877"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL RANBAXY"	"COMPRIME"	5
"3400941941429"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE ARROW"	"COMPRIME"	665
"3400941941719"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE ARROW"	"COMPRIME"	2856
