code	termino	synonyme	"synonyme"
DB04827	drugbank	Ethyl ester of carbamic acid	"ethyl ester of carbamic acid"
DB04827	drugbank	Ethyl urethan	"ethyl urethan"
DB04827	drugbank	Ethyl urethane	"ethyl urethane"
DB04827	drugbank	Ethylcarbamate	"ethylcarbamate"
DB04827	drugbank	Ethylester kyseliny karbaminove	"ethylester kyseliny karbaminove"
DB04827	drugbank	Ethylurethan	"ethylurethan"
DB04827	drugbank	Ethylurethane	"ethylurethane"
DB04827	drugbank	O-ethyl urethane	"o ethyl urethane"
DB04827	drugbank	O-ethylurethane	"o ethylurethane"
DB04827	drugbank	Uretan	"uretan"
DB04827	drugbank	Uretan etylowy	"uretan etylowy"
DB04827	drugbank	Uretano	"uretano"
DB04827	drugbank	Urethan	"urethan"
DB04827	drugbank	Urethane	"urethane"
DB04827	drugbank	Urethanum	"urethanum"
DB04828	drugbank	5-(4-Chlorobenzoyl)-1,4-dimethyl-1H-pyrrole-2-acetic acid	"5 4 chlorobenzoyl 1 4 dimethyl 1h pyrrole 2 acetic acid"
DB04828	drugbank	Zomepiracum	"zomepiracum"
DB04829	drugbank	(+)-LSD	" + lsd"
DB04829	drugbank	(+)-lysergic acid diethylamide	" + lysergic acid diethylamide"
DB04829	drugbank	9,10-Didehydro-N,N-diethyl-6-methylergoline-8b-carboxamide	"9 10 didehydro n n diethyl 6 methylergoline 8b carboxamide"
DB04829	drugbank	D-LSD	"d lsd"
DB04829	drugbank	D-LSD-25	"d lsd 25"
DB04829	drugbank	D-lysergic acid dethylamide	"d lysergic acid dethylamide"
DB04829	drugbank	D-lysergic acid diethylamide	"d lysergic acid diethylamide"
DB04829	drugbank	D-lysergic acid n,n-diethylamide	"d lysergic acid n n diethylamide"
DB04829	drugbank	Dextrolysergic acid diethylamide	"dextrolysergic acid diethylamide"
DB04829	drugbank	Diethylamid kyseliny lysergove	"diethylamid kyseliny lysergove"
DB04829	drugbank	LSD	"lsd"
DB04829	drugbank	LSD-25	"lsd 25"
DB04829	drugbank	Lysergamid	"lysergamid"
DB04829	drugbank	Lysergamide	"lysergamide"
DB04829	drugbank	Lysergaure diethylamid	"lysergaure diethylamid"
DB04829	drugbank	Lysergic acid amide	"lysergic acid amide"
DB04829	drugbank	Lysergic acid diethylamide-25	"lysergic acid diethylamide 25"
DB04829	drugbank	Lysergide	"lysergide"
DB04829	drugbank	Lysergidum	"lysergidum"
DB04829	drugbank	n,n-diethyl-(+)-lysergamide	"n n diethyl + lysergamide"
DB04829	drugbank	N,N-Diethyl-6-methyl-9,10-didehydroergoline-8-carboxamide	"n n diethyl 6 methyl 9 10 didehydroergoline 8 carboxamide"
DB04829	drugbank	N,n-diethyl-d-lysergamide	"n n diethyl d lysergamide"
DB04829	drugbank	N,n-diethyllysergamide	"n n diethyllysergamide"
DB04830	drugbank	1-Butylbiguanide	"1 butylbiguanide"
DB04830	drugbank	Buformina	"buformina"
DB04830	drugbank	Buformine	"buformine"
DB04830	drugbank	Buforminum	"buforminum"
DB04831	drugbank	(2,3-Dichloro-4-(2-thenoyl)phenoxy)acetic acid	" 2 3 dichloro 4 2 thenoyl phenoxy acetic acid"
DB04831	drugbank	(2,3-Dichloro-4-(2-thienylcarbonyl)phenoxy)acetic acid	" 2 3 dichloro 4 2 thienylcarbonyl phenoxy acetic acid"
DB04831	drugbank	(2,3-Dichloro-4-(2-thiophenecarbonyl)phenoxy)acetic acid	" 2 3 dichloro 4 2 thiophenecarbonyl phenoxy acetic acid"
DB04831	drugbank	4-(2-Theonyl)-2,3-dichlorphenoxyessigsaeure	"4 2 theonyl 2 3 dichlorphenoxyessigsaeure"
DB04831	drugbank	4-(2-Thienylketo)-2,3-dichlorophenoxyacetic acid	"4 2 thienylketo 2 3 dichlorophenoxyacetic acid"
DB04831	drugbank	Acide tienilique	"acide tienilique"
DB04831	drugbank	Acido tienilico	"acido tienilico"
DB04831	drugbank	Acidum tienilicum	"acidum tienilicum"
DB04831	drugbank	Thienylic acid	"thienylic acid"
DB04831	drugbank	Tienilic acid	"tienilic acid"
DB04831	drugbank	Tienilico acido	"tienilico acido"
DB04832	drugbank	(Z)-3-(4'-Bromophenyl)-3-(3''-pyridyl)dimethylallylamine	" z 3 4 bromophenyl 3 3 pyridyl dimethylallylamine"
DB04832	drugbank	(Z)-3-[1-(p-Bromophenyl)-3-(dimethylamino)propenyl]pyridine	" z 3 1 p bromophenyl 3 dimethylamino propenyl pyridine"
DB04832	drugbank	(z)-zimelidine	" z zimelidine"
DB04832	drugbank	Cis-zimelidine	"cis zimelidine"
DB04832	drugbank	Zimeldine	"zimeldine"
DB04837	drugbank	Antitussin	"antitussin"
DB04837	drugbank	Chlophedianol	"chlophedianol"
DB04837	drugbank	Clofedanolum	"clofedanolum"
DB04837	drugbank	Clofedianolo	"clofedianolo"
DB04838	drugbank	3,3,5-Trimethylcyclohexyl mandelate	"3 3 5 trimethylcyclohexyl mandelate"
DB04838	drugbank	3,5,5-Trimethylcyclohexyl amygdalate	"3 5 5 trimethylcyclohexyl amygdalate"
DB04838	drugbank	Ciclandelato	"ciclandelato"
DB04838	drugbank	Cyclandelatum	"cyclandelatum"
DB04839	drugbank	Cyproterone 17-O-acetate	"cyproterone 17 o acetate"
DB04840	drugbank	Debrisochinum	"debrisochinum"
DB04840	drugbank	Debrisoquina	"debrisoquina"
DB04840	drugbank	Debrisoquine	"debrisoquine"
DB04840	drugbank	Debrisoquinum	"debrisoquinum"
DB04840	drugbank	Isocaramidine	"isocaramidine"
DB04841	drugbank	1-[bis(4-fluorophenyl)methyl]-4-[(2E)-3-phenylprop-2-en-1-yl]piperazine	"1 bis 4 fluorophenyl methyl 4 2e 3 phenylprop 2 en 1 yl piperazine"
DB04841	drugbank	Flunarizina	"flunarizina"
DB04841	drugbank	Flunarizinum	"flunarizinum"
DB04842	drugbank	Fluspirileno	"fluspirileno"
DB04842	drugbank	Fluspirilenum	"fluspirilenum"
DB04842	drugbank	Imap	"imap"
DB04843	drugbank	Mepenzolic acid	"mepenzolic acid"
DB04844	drugbank	1,2,4,6,7,11b-hexahydro-3-Isobutyl-9,10-dimethoxy-2H-benzo[a]quinolizin-2-one	"1 2 4 6 7 11b hexahydro 3 isobutyl 9 10 dimethoxy 2h benzo a quinolizin 2 one"
DB04844	drugbank	2-oxo-3-Isobutyl-9,10-dimethoxy-1,2,3,4,6,7-hexahydro-11bh-benzo[a]quinolizine	"2 oxo 3 isobutyl 9 10 dimethoxy 1 2 3 4 6 7 hexahydro 11bh benzo a quinolizine"
DB04844	drugbank	2-oxo-3-Isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-benzoquinolizine	"2 oxo 3 isobutyl 9 10 dimethoxy 1 3 4 6 7 11b hexahydro 2h benzoquinolizine"
DB04844	drugbank	TBZ	"tbz"
DB04844	drugbank	Tetra benazin	"tetra benazin"
DB04844	drugbank	Tetrabenazina	"tetrabenazina"
DB04844	drugbank	Tetrabenazinum	"tetrabenazinum"
DB04844	drugbank	Tetrabenzaine	"tetrabenzaine"
DB04844	drugbank	Tetrabenzine	"tetrabenzine"
DB04845	drugbank	Aza-epothilone B	"aza epothilone b"
DB04845	drugbank	Azaepothilone B	"azaepothilone b"
DB04846	drugbank	RS)-N'-{3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl}-N,N-diethylurea	"rs n 3 acetyl 4 3 tert butylamino 2 hydroxypropoxy phenyl n n diethylurea"
DB04851	drugbank	biricodar	"biricodar"
DB04852	drugbank	AEGR427	"aegr427"
DB04853	drugbank	2-((Cyclohexylmethylene)hydrazino)adenosine	"2 cyclohexylmethylene hydrazino adenosine"
DB04853	drugbank	MRE 0470	"mre 0470"
DB04854	drugbank	2-(3-cyano-4-isobutoxyphenyl)-4-methyl- 1,3-thiazole-5-carboxylic acid	"2 3 cyano 4 isobutoxyphenyl 4 methyl 1 3 thiazole 5 carboxylic acid"
DB04854	drugbank	Fébuxostat	"febuxostat"
DB04854	drugbank	Febuxostatum	"febuxostatum"
DB04855	drugbank	Multaq	"multaq"
DB04855	drugbank	N-(2-Butyl-3-(4-(3-(dibutylamino)propoxy)benzoyl)-5-benzofuranyl)-methanesulfonamide	"n 2 butyl 3 4 3 dibutylamino propoxy benzoyl 5 benzofuranyl methanesulfonamide"
DB04855	drugbank	N-(2-Butyl-3-(P-(3-(dibutylamino)propoxy)benzoyl)-5-benzofuranyl)methanesulfonamide	"n 2 butyl 3 p 3 dibutylamino propoxy benzoyl 5 benzofuranyl methanesulfonamide"
DB04855	drugbank	SR 33589	"sr 33589"
DB04855	drugbank	SR 33589b	"sr 33589b"
DB04856	drugbank	CR 2017	"cr 2017"
DB04856	drugbank	CR-2017	"cr 2017"
DB04858	drugbank	1,2,4-benzotriazin-3-amine, 1,4-dioxide	"1 2 4 benzotriazin 3 amine 1 4 dioxide"
DB04858	drugbank	3-Amino-1,2,4-benzotriazine 1,4-dioxide	"3 amino 1 2 4 benzotriazine 1 4 dioxide"
DB04859	drugbank	Zanepezil	"zanepezil"
DB04860	drugbank	7-Deaza-7-thia-8-oxoguanosine	"7 deaza 7 thia 8 oxoguanosine"
DB04860	drugbank	7-Thia-8-oxoguanosine	"7 thia 8 oxoguanosine"
DB04860	drugbank	7-TOG	"7 tog"
DB04861	drugbank	1,1'-[Bis(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl)]-2,2'-iminodiethanol	"1 1 bis 6 fluoro 3 4 dihydro 2h 1 benzopyran 2 yl 2 2 iminodiethanol"
DB04861	drugbank	1,1'-Bis(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl)-2,2'-iminodiethanol	"1 1 bis 6 fluoro 3 4 dihydro 2h 1 benzopyran 2 yl 2 2 iminodiethanol"
DB04861	drugbank	alpha,alpha'-(iminobismethylene)bis-(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-methanol)	"alpha alpha iminobismethylene bis 6 fluoro 3 4 dihydro 2h 1 benzopyran 2 methanol "
DB04861	drugbank	alpha,alpha'-(iminodimethylene)bis-(6-fluoro-2-chromanmethanol)	"alpha alpha iminodimethylene bis 6 fluoro 2 chromanmethanol "
DB04861	drugbank	Narbivolol	"narbivolol"
DB04861	drugbank	Nebivololum	"nebivololum"
DB04862	drugbank	MMPD	"mmpd"
DB04864	drugbank	(−)-huperazine A	" huperazine a"
DB04864	drugbank	(−)-selagine	" selagine"
DB04864	drugbank	L-huperzine A	"l huperzine a"
DB04864	drugbank	selagine	"selagine"
DB04865	drugbank	Cephalotaxus alkaloid	"cephalotaxus alkaloid"
DB04865	drugbank	CGX-635	"cgx 635"
DB04865	drugbank	HHT	"hht"
DB04865	drugbank	Myelostat	"myelostat"
DB04865	drugbank	omacetaxine mepesuccinate	"omacetaxine mepesuccinate"
DB04866	drugbank	Tempostatin (Collgard Biopharmaceuticals)	"tempostatin collgard biopharmaceuticals "
DB04868	drugbank	Nilotinibum	"nilotinibum"
DB04870	drugbank	Estrone 3-oleate	"estrone 3 oleate"
DB04870	drugbank	OE	"oe"
DB04870	drugbank	Oleoyl-estrone	"oleoyl estrone"
DB04871	drugbank	Lorqess	"lorqess"
DB04874	drugbank	(SP-4-3)-Amminedichloro(2-methylpyridine)platinium	" sp 4 3 amminedichloro 2 methylpyridine platinium"
DB04875	drugbank	HMR 3480	"hmr 3480"
DB04876	drugbank	EQUA	"equa"
DB04876	drugbank	Galvus	"galvus"
DB04876	drugbank	Jalra	"jalra"
DB04876	drugbank	LAF 237	"laf 237"
DB04876	drugbank	LAF-237	"laf 237"
DB04876	drugbank	LAF237	"laf237"
DB04876	drugbank	NVP-LAF-237	"nvp laf 237"
DB04876	drugbank	NVP-LAF237	"nvp laf237"
DB04876	drugbank	Xiliarx	"xiliarx"
DB04877	drugbank	Methyl-12-methoxy-13-(17-methoxy-17-oxovobasan-3alpha-yl)ibogamine-18-carboxylate	"methyl 12 methoxy 13 17 methoxy 17 oxovobasan 3alpha yl ibogamine 18 carboxylate"
DB04877	drugbank	Voacanginine	"voacanginine"
DB04877	drugbank	Vocamine	"vocamine"
DB04878	drugbank	Basen	"basen"
DB04879	drugbank	1-(4-chloroanilino)-4-(4-pyridylmethyl)phthalazine succinate	"1 4 chloroanilino 4 4 pyridylmethyl phthalazine succinate"
DB04879	drugbank	PTK 787	"ptk 787"
DB04879	drugbank	PTK/ZK	"ptk zk"
DB04880	drugbank	Perfan	"perfan"
DB04882	drugbank	ED-749	"ed 749"
DB04882	drugbank	Edotecarina	"edotecarina"
DB04882	drugbank	Edotecarinum	"edotecarinum"
DB04884	drugbank	Dapoxetina	"dapoxetina"
DB04884	drugbank	Dapoxetinum	"dapoxetinum"
DB04886	drugbank	(+)-calanolide A	" + calanolide a"
DB04886	drugbank	(+/-)-calanolide A	" + calanolide a"
DB04887	drugbank	BCV	"bcv"
DB04888	drugbank	Bifeprunox mesilate	"bifeprunox mesilate"
DB04888	drugbank	Bifeprunoxum	"bifeprunoxum"
DB04890	drugbank	TAU-284DS	"tau 284ds"
DB04891	drugbank	QRX-101	"qrx 101"
DB04892	drugbank	(-)-eseroline phenylcarbamate	" eseroline phenylcarbamate"
DB04892	drugbank	(-)-phenserine	" phenserine"
DB04894	drugbank	Vapreotida	"vapreotida"
DB04894	drugbank	Vapreotidum	"vapreotidum"
DB04895	drugbank	EYE 001	"eye 001"
DB04895	drugbank	NX 1838	"nx 1838"
DB04895	drugbank	NX1838	"nx1838"
DB04895	drugbank	Pegaptanib Octasodium	"pegaptanib octasodium"
DB04895	drugbank	Pegaptanib sodium	"pegaptanib sodium"
DB04896	drugbank	(-)-milnacipran	" milnacipran"
DB04896	drugbank	Midalcipran	"midalcipran"
DB04896	drugbank	Milnacipranum	"milnacipranum"
DB04897	drugbank	ATI-02	"ati 02"
DB04897	drugbank	KL4-surfactant	"kl4 surfactant"
DB04898	drugbank	Ethyl 2-[[(1R)-1-cyclohexyl-2- [(2S)-2-[[4-(n'-hydroxycarbamimidoyl) phenyl]methylcarbamoyl]azetidin-1-yl]- 2-oxo-ethyl]amino]acetate	"ethyl 2 1r 1 cyclohexyl 2 2s 2 4 n hydroxycarbamimidoyl phenyl methylcarbamoyl azetidin 1 yl 2 oxo ethyl amino acetate"
DB04898	drugbank	Exanta	"exanta"
DB04898	drugbank	Exarta	"exarta"
DB04898	drugbank	H 376-95	"h 376 95"
DB04898	drugbank	H 376/95	"h 376 95"
DB04898	drugbank	H 37695	"h 37695"
DB04898	drugbank	Ximelagatranum	"ximelagatranum"
DB04899	drugbank	BNP	"bnp"
DB04899	drugbank	Brain natriuretic peptide 32	"brain natriuretic peptide 32"
DB04899	drugbank	Natriuretic peptides B	"natriuretic peptides b"
DB04899	drugbank	Nesiritide recombinant	"nesiritide recombinant"
DB04900	drugbank	Talpha1	"talpha1"
DB04900	drugbank	Thymosin alpha 1	"thymosin alpha 1"
DB04900	drugbank	Thymosin alpha1	"thymosin alpha1"
DB04900	drugbank	Valopicitabine	"valopicitabine"
DB04900	drugbank	Zadaxin	"zadaxin"
DB04901	drugbank	IDEC-114	"idec 114"
DB04901	drugbank	N/A	"n a"
DB04904	drugbank	ZYC101a	"zyc101a"
DB04905	drugbank	Depmpe	"depmpe"
DB04905	drugbank	DPPE	"dppe"
DB04905	drugbank	N,N-diethyl-2-((4-phenylmethyl)phenoxy)ethanamine	"n n diethyl 2 4 phenylmethyl phenoxy ethanamine"
DB04906	drugbank	trans-ISA247	"trans isa247"
DB04907	drugbank	Sitimagene ceradenovec	"sitimagene ceradenovec"
DB04908	drugbank	BIMT-17	"bimt 17"
DB04908	drugbank	BIMT-17-BS	"bimt 17 bs"
DB04909	drugbank	8-aminoquinoline	"8 aminoquinoline"
DB04909	drugbank	WR-6026	"wr 6026"
DB04910	drugbank	(5-Propoxy-1H-benzimidazol-2-yl)carbamic acid methyl ester	" 5 propoxy 1h benzimidazol 2 yl carbamic acid methyl ester"
DB04910	drugbank	5-Propoxy-2-benzimidazolecarbamic acid methyl ester	"5 propoxy 2 benzimidazolecarbamic acid methyl ester"
DB04910	drugbank	Methyl (5-propoxy-1H-benzimidazol-2-yl)carbamate	"methyl 5 propoxy 1h benzimidazol 2 yl carbamate"
DB04910	drugbank	methyl 5-[n-propoxy]benzimidazole-2-carbamate	"methyl 5 n propoxy benzimidazole 2 carbamate"
DB04910	drugbank	Methyl 5-n-propoxy-2-benzimidazole carbamate	"methyl 5 n propoxy 2 benzimidazole carbamate"
DB04910	drugbank	Methyl 5-propoxy-2-benzimidazolecarbamate	"methyl 5 propoxy 2 benzimidazolecarbamate"
DB04910	drugbank	OBZ	"obz"
DB04910	drugbank	Oxibendazolo	"oxibendazolo"
DB04910	drugbank	Oxibendazolum	"oxibendazolum"
DB04910	drugbank	Oxybendazole	"oxybendazole"
DB04911	drugbank	Chlorobiphenyl-chloroeremomycin	"chlorobiphenyl chloroeremomycin"
DB04912	drugbank	SnMP	"snmp"
DB04912	drugbank	Tin (IV) mesoporphyrin IX dichloride	"tin iv mesoporphyrin ix dichloride"
DB04912	drugbank	tin-mesoporphyrin	"tin mesoporphyrin"
DB04914	drugbank	Antigastrin 17	"antigastrin 17"
DB04914	drugbank	Gastrin 17 immunogen	"gastrin 17 immunogen"
DB04914	drugbank	Gastrin 17 vaccine	"gastrin 17 vaccine"
DB04915	drugbank	3-(4-Hydroxyphenyl)-2H-1-benzopyran-7-ol	"3 4 hydroxyphenyl 2h 1 benzopyran 7 ol"
DB04915	drugbank	Dehydroequol	"dehydroequol"
DB04915	drugbank	Haginin E	"haginin e"
DB04915	drugbank	Idronoxil	"idronoxil"
DB04915	drugbank	NV-06	"nv 06"
DB04915	drugbank	NV06	"nv06"
DB04918	drugbank	Ceftobiprole Medocaril 	"ceftobiprole medocaril "
DB04920	drugbank	Clevidipine butyrate	"clevidipine butyrate"
DB04924	drugbank	N-(p-(2-(Dimethylamino)ethoxy)benzyl)veratramide	"n p 2 dimethylamino ethoxy benzyl veratramide"
DB04925	drugbank	Desmodus rotundus salivary plasminogen activator	"desmodus rotundus salivary plasminogen activator"
DB04925	drugbank	DSPA	"dspa"
DB04930	drugbank	(3-Phenoxyphenyl)methyl (+-)-cis,trans-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate	" 3 phenoxyphenyl methyl + cis trans 3 2 2 dichloroethenyl 2 2 dimethylcyclopropanecarboxylate"
DB04930	drugbank	3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropane carboxylic acid, (3-phenoxyphenyl) methyl ester	"3 2 2 dichloroethenyl 2 2 dimethylcyclopropane carboxylic acid 3 phenoxyphenyl methyl ester"
DB04931	drugbank	Melanotan 1	"melanotan 1"
DB04931	drugbank	Melanotan I	"melanotan i"
DB04931	drugbank	MT-I	"mt i"
DB04934	drugbank	3'-hydroxy-5'-(4-isobutyl-1-piperazinyl)benzoxazinorifamycin	"3 hydroxy 5 4 isobutyl 1 piperazinyl benzoxazinorifamycin"
DB04936	drugbank	D-lyxo-hex-2-ulose	"d lyxo hex 2 ulose"
DB04936	drugbank	D-lyxo-hexulose	"d lyxo hexulose"
DB04936	drugbank	D-tag	"d tag"
DB04936	drugbank	D-tagatose	"d tagatose"
DB04938	drugbank	2-(4-(4-Chloro-1,2-diphenyl-but-1-enyl)phenoxy)ethanol	"2 4 4 chloro 1 2 diphenyl but 1 enyl phenoxy ethanol"
DB04938	drugbank	2-(P-((Z)-4-Chloro-1,2-diphenyl-1-butenyl)phenoxy)ethanol	"2 p z 4 chloro 1 2 diphenyl 1 butenyl phenoxy ethanol"
DB04938	drugbank	Deamino-hydroxytoremifene	"deamino hydroxytoremifene"
DB04938	drugbank	FC-1271	"fc 1271"
DB04938	drugbank	FC-1271a	"fc 1271a"
DB04938	drugbank	Osphena	"osphena"
DB04941	drugbank	Provir	"provir"
DB04941	drugbank	SP-303	"sp 303"
DB04942	drugbank	Am 80	"am 80"
DB04942	drugbank	Amnoid	"amnoid"
DB04942	drugbank	retinobenzoic acid	"retinobenzoic acid"
DB04942	drugbank	Tamibaro	"tamibaro"
DB04944	drugbank	AICA-riboside	"aica riboside"
DB04946	drugbank	1-[4-[3-[4-(6-Fluoro-1,2-benzisoxazol-3-yl)-1- piperidinyl]propoxy]-3-methoxyphenyl]ethanone	"1 4 3 4 6 fluoro 1 2 benzisoxazol 3 yl 1 piperidinyl propoxy 3 methoxyphenyl ethanone"
DB04946	drugbank	4'-(3-(4-(6-Fluoro-1,2-benzisoxazol-3-yl)piperidino)propoxy)-3'-methoxyacetophenone	"4 3 4 6 fluoro 1 2 benzisoxazol 3 yl piperidino propoxy 3 methoxyacetophenone"
DB04946	drugbank	Fanapt	"fanapt"
DB04946	drugbank	Fanapta	"fanapta"
DB04946	drugbank	HP 873	"hp 873"
DB04946	drugbank	Iloperidona	"iloperidona"
DB04946	drugbank	Iloperidonum	"iloperidonum"
DB04946	drugbank	Zomaril	"zomaril"
DB04948	drugbank	2-(alpha-(2,6-Dichlorophenoxy)ethyl)2-imidazoline	"2 alpha 2 6 dichlorophenoxy ethyl 2 imidazoline"
DB04948	drugbank	Lofexidina	"lofexidina"
DB04948	drugbank	Lofexidinum	"lofexidinum"
DB04949	drugbank	h5G1.1-SC	"h5g1 1 sc"
DB04953	drugbank	D-23129	"d 23129"
DB04953	drugbank	Ethyl {2-amino-4-[(4-fluorobenzyl)amino]phenyl}carbamate	"ethyl 2 amino 4 4 fluorobenzyl amino phenyl carbamate"
DB04953	drugbank	Ethyl 2-amino-4-((P-fluorobenzyl)amino)carbanilate	"ethyl 2 amino 4 p fluorobenzyl amino carbanilate"
DB04953	drugbank	EZG	"ezg"
DB04953	drugbank	N-(2-Amino-4-(4-fluorobenzylamino)-phenyl) carbamic acid ethyl ester	"n 2 amino 4 4 fluorobenzylamino phenyl carbamic acid ethyl ester"
DB04953	drugbank	N-(2-Amino-4-(4-fluorobenzylamino)phenyl)carbamic acid ethyl ester	"n 2 amino 4 4 fluorobenzylamino phenyl carbamic acid ethyl ester"
DB04953	drugbank	Potiga	"potiga"
DB04953	drugbank	Retigabine	"retigabine"
DB04953	drugbank	RTG	"rtg"
DB04956	drugbank	Fab 2	"fab 2"
DB04956	drugbank	MAK 195F	"mak 195f"
DB04958	drugbank	anti-CD22 IgG	"anti cd22 igg"
DB04958	drugbank	humanised anti-CD22 antibody	"humanised anti cd22 antibody"
DB04959	drugbank	HPV 16 E7/HSP65 Vaccine	"hpv 16 e7 hsp65 vaccine"
DB04959	drugbank	HPV E7 Peptide Epitope Vaccine	"hpv e7 peptide epitope vaccine"
DB04960	drugbank	Zarnestra	"zarnestra"
DB04961	drugbank	(-)-ODDC	" oddc"
DB04963	drugbank	Recombinant human GAD65	"recombinant human gad65"
DB04964	drugbank	B43.13	"b43 13"
DB04964	drugbank	MOAB B43.13	"moab b43 13"
DB04964	drugbank	Monoclonal antibody B43.13	"monoclonal antibody b43 13"
DB04964	drugbank	Oregovamab	"oregovamab"
DB04967	drugbank	1-((2-(Diethylamino)ethyl)amino)-4-methylthioxanthen-9-one	"1 2 diethylamino ethyl amino 4 methylthioxanthen 9 one"
DB04967	drugbank	1-{[2-(diethylamino)ethyl]amino}-4-methylthioxanthen-9-one	"1 2 diethylamino ethyl amino 4 methylthioxanthen 9 one"
DB04967	drugbank	1-diethylaminoethylethylamino-4-methyl-thioxanthenone	"1 diethylaminoethylethylamino 4 methyl thioxanthenone"
DB04967	drugbank	Lucanthonum	"lucanthonum"
DB04967	drugbank	Lucantona	"lucantona"
DB04970	drugbank	Lesopitran	"lesopitran"
DB04971	drugbank	JTT-501	"jtt 501"
DB04975	drugbank	AQ4N	"aq4n"
DB04977	drugbank	Aplidine	"aplidine"
DB04977	drugbank	Dehydrodidemnin B	"dehydrodidemnin b"
DB04977	drugbank	plitidepsina	"plitidepsina"
DB04977	drugbank	plitidepsine	"plitidepsine"
DB04977	drugbank	plitidepsium	"plitidepsium"
DB04998	drugbank	AS1411	"as1411"
DB05004	drugbank	PYY 3-36	"pyy 3 36"
DB05006	drugbank	Adecatumumab	"adecatumumab"
DB05013	drugbank	3-Ingenyl Angelate	"3 ingenyl angelate"
DB05013	drugbank	Ingenol 3-angelate	"ingenol 3 angelate"
DB05013	drugbank	ingenol mebutate	"ingenol mebutate"
DB05013	drugbank	PEP005	"pep005"
DB05013	drugbank	Picato	"picato"
DB05016	drugbank	EC-000.2051	"ec 000 2051"
DB05034	drugbank	Urodilatin ularitide	"urodilatin ularitide"
DB05035	drugbank	Eprotirome	"eprotirome"
DB05039	drugbank	5-(2-(5,6-Diethylindan-2-ylamino)-1-hydroxyethyl)-8-hydroxy-1H-quinolin-2-one	"5 2 5 6 diethylindan 2 ylamino 1 hydroxyethyl 8 hydroxy 1h quinolin 2 one"
DB05039	drugbank	QAB 149	"qab 149"
DB05039	drugbank	QAB-149	"qab 149"
DB05039	drugbank	QAB149	"qab149"
DB05041	drugbank	BVDU	"bvdu"
DB05045	drugbank	Obinepitide	"obinepitide"
DB05076	drugbank	4-HPR	"4 hpr"
DB05076	drugbank	4-hydroxy(phenyl)retinamide	"4 hydroxy phenyl retinamide"
DB05076	drugbank	N-(4-Hydroxyphenyl)All-Trans Retinamide	"n 4 hydroxyphenyl all trans retinamide"
DB05088	drugbank	ATN-224	"atn 224"
DB05097	drugbank	(131I)-MN-14	" 131i mn 14"
DB05097	drugbank	hMN-14	"hmn 14"
DB05097	drugbank	MAb hMN14	"mab hmn14"
DB05097	drugbank	monoclonal antibody hMN-14	"monoclonal antibody hmn 14"
DB05103	drugbank	AN-9	"an 9"
DB05103	drugbank	pivaloyloxymethylbutyrate	"pivaloyloxymethylbutyrate"
DB05103	drugbank	Pivanex	"pivanex"
DB05107	drugbank	16alpha-bromoepiandrosterone	"16alpha bromoepiandrosterone"
DB05109	drugbank	Ecteinascidin 743	"ecteinascidin 743"
DB05128	drugbank	NXL-201	"nxl 201"
DB05143	drugbank	CA1P	"ca1p"
DB05143	drugbank	Combretastatin A-1 bis(phosphate)	"combretastatin a 1 bis phosphate "
DB05143	drugbank	Combretastatin A1 diphosphate	"combretastatin a1 diphosphate"
DB05143	drugbank	OXI4503	"oxi4503"
DB05144	drugbank	malaria vaccine	"malaria vaccine"
DB05145	drugbank	ThGLP-1	"thglp 1"
DB05152	drugbank	AF267B	"af267b"
DB05207	drugbank	NSL-043	"nsl 043"
DB05209	drugbank	Symphoglobulin-D	"symphoglobulin d"
DB05237	drugbank	Recombinant human mannan-binding protein	"recombinant human mannan binding protein"
DB05237	drugbank	Recombinant human mannose-binding lectin	"recombinant human mannose binding lectin"
DB05237	drugbank	rhMBP	"rhmbp"
DB05242	drugbank	Expressed Interfering RNA	"expressed interfering rna"
DB05242	drugbank	NUC B1000	"nuc b1000"
DB05245	drugbank	Flamazine	"flamazine"
DB05245	drugbank	Silvadene	"silvadene"
DB05245	drugbank	Silver sulfadiazinate	"silver sulfadiazinate"
DB05245	drugbank	Silver sulphadiazine	"silver sulphadiazine"
DB05245	drugbank	Sulfadiazine silver salt	"sulfadiazine silver salt"
DB05246	drugbank	(RS)-1,3-Dimethyl-3-phenyl-2,5-pyrrolidindion	" rs 1 3 dimethyl 3 phenyl 2 5 pyrrolidindion"
DB05246	drugbank	1,3-Dimethyl-3-phenyl-2,5-dioxopyrrolidine	"1 3 dimethyl 3 phenyl 2 5 dioxopyrrolidine"
DB05246	drugbank	1,3-Dimethyl-3-phenyl-2,5-pyrrolidinedione	"1 3 dimethyl 3 phenyl 2 5 pyrrolidinedione"
DB05246	drugbank	1,3-Dimethyl-3-phenyl-pyrrolidin-2,5-dione	"1 3 dimethyl 3 phenyl pyrrolidin 2 5 dione"
