code	termino	synonyme
DB06655	drugbank	N²⁶-(hexadecanoyl-gamma-glutamyle)-[34-arginine]GLP-1-(7-37)-peptide
DB06655	drugbank	N²⁶-(N-Hexadecanoyl-L-gamma-glutamyl)-[34-L-arginine]glucagon-like peptide 1-(7-37)-peptide 
DB06655	drugbank	NN 2211
DB06655	drugbank	NN-2211
DB06655	drugbank	NN2211
DB06655	drugbank	NNC 90-1170
DB06655	drugbank	Victoza
DB06663	drugbank	cyclo((4R)-4-(2-Aminoethylcarbamoyloxy)-L-prolyl-L-phenylglycyl-D-tryptophyl-L-lysyl-4-O-benzyl-L-tyrosyl-L- phenylalanyl-)
DB06663	drugbank	Pasireotida
DB06663	drugbank	Pasireotidum
DB06663	drugbank	SOM 230
DB06663	drugbank	SOM-230
DB06663	drugbank	SOM230
DB06678	drugbank	(S)-1,2,3,4,10,14b-hexahydro-2-methylpyrazino(2,1-a)pyrido(2,3-c)(2)benzazepine
DB06681	drugbank	BMS-224818
DB06681	drugbank	BMS224818
DB06681	drugbank	CD152 antigen
DB06681	drugbank	CTLA4-Ig
DB06681	drugbank	LEA 29Y
DB06681	drugbank	LEA29Y
DB06684	drugbank	Vilazodona
DB06684	drugbank	Vilazodonum
DB06685	drugbank	SAIK-MS
DB06689	drugbank	beta-Hydroxyethylammonium oleate
DB06689	drugbank	Ethamolin
DB06689	drugbank	Ethanolamine oleate
DB06689	drugbank	Monoethanolamine oleate
DB06689	drugbank	Oldamin
DB06690	drugbank	Nitrious oxide
DB06691	drugbank	N-(P-Methoxybenzyl)-n',n'-dimethyl-N-(alpha-pyridyl)ethylenediamine
DB06691	drugbank	N-[(4-Methoxyphenyl)methyl]-n',n'-dimethyl-N-2-pyridinyl-1,2-ethanediamine
DB06691	drugbank	N',n'-dimethyl-N-(P-methoxybenzyl)-N-(2-pyridyl)ethylenediamine
DB06691	drugbank	Pyranisamine
DB06691	drugbank	pyrilamine
DB06692	drugbank	Aprotinin (bovine)
DB06692	drugbank	Aprotinin Biosynthetic
DB06692	drugbank	Aprotinin Bovine
DB06692	drugbank	Aprotinin Concentrated Solution
DB06692	drugbank	Bovine Aprotinin
DB06692	drugbank	Bovine Pancreatic Trypsin Inhibitor
DB06692	drugbank	BPTI
DB06692	drugbank	Fibrinolysis Inhibitor
DB06692	drugbank	Trypsin Inhibitor, Pancreatic Basic
DB06693	drugbank	Compactin
DB06694	drugbank	Balminil
DB06694	drugbank	Xylomethazoline
DB06695	drugbank	Dabigatran 
DB06695	drugbank	Ethyl 3-[[[4-[[[(hexyloxyl)carbonyl]amino]iminomethyl]phenyl]amino]methyl]-1-methyl-1H-benzimidazol-5-yl]carbonyl](pyridin-2-yl)amino] propanoate
DB06696	drugbank	ABK
DB06696	drugbank	Arbekacina
DB06696	drugbank	Arbekacine
DB06696	drugbank	Arbekacinum
DB06696	drugbank	Habekacin
DB06696	drugbank	Haberacin
DB06697	drugbank	(1R,4S,5R,8S,9R,10S,12R,13R)-10-Methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0^{4,13}.0^{8,13}]hexadecane
DB06697	drugbank	10-Methoxy-1,5,9-trimethyl-(1R,4S,5R,8S,9R,10S,12R,13R)-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane
DB06697	drugbank	Artemetero
DB06697	drugbank	Artemetherum
DB06697	drugbank	Artemisininelactol methyl ether
DB06697	drugbank	beta-Artemether
DB06697	drugbank	beta-Dihydroartemisinin methyl ether
DB06697	drugbank	Dihydroartemisinin methyl ether
DB06697	drugbank	Dihydroqinghaosu methyl ether
DB06697	drugbank	Methyl-dihydroartemisinine
DB06697	drugbank	SM-224
DB06698	drugbank	[2-(2-Pyridyl)ethyl]methylamine
DB06698	drugbank	2-(beta-Methylaminoethyl)pyridine
DB06698	drugbank	2-[2-(Methylamino)ethyl]pyridine
DB06698	drugbank	Betahistina
DB06698	drugbank	Betahistinum
DB06698	drugbank	N-Methyl-2-(2-pyridinyl)ethanamine
DB06698	drugbank	N-Methyl-2-pyridineethanamine
DB06700	drugbank	O-desmethylvenlafaxine
DB06700	drugbank	ODV
DB06700	drugbank	Pristiq
DB06701	drugbank	d-threo-methylphenidate
DB06701	drugbank	D-TMP
DB06702	drugbank	FESO
DB06703	drugbank	gadolinium(III) 2,2',2''-(10-((2R,3S )-1,3,4-trihydroxybutan-2-yl)-1,4,7,10-tetraazacyclododecane-1,4,7-triyl)triacetate
DB06704	drugbank	((3-iodophenyl)methyl)guanidine
DB06704	drugbank	3-iodobenzylguanidine
DB06704	drugbank	m-iodobenzylguanidine
DB06704	drugbank	Metaiodobenzylguanidine
DB06704	drugbank	mIBG
DB06705	drugbank	Gadofosveset
DB06707	drugbank	alpha-Methylnoradrenaline
DB06707	drugbank	alpha-methylnorepinephrine 
DB06707	drugbank	Corbadrine
DB06707	drugbank	Neo-cobefrin
DB06707	drugbank	α-methylnorepinephrine
DB06708	drugbank	(+-)-2,7-Dichloro-9-((Z)-P-chlorobenzylidene)-alpha-((dibutylamino)methyl)fluorene-4-methanol
DB06708	drugbank	2-Dibutylamino-1-[2,7-dichloro-9-(4-chloro-benzylidene)-9H-fluoren-4-yl]-ethanol
DB06708	drugbank	2-Dibutylamino-1-{2,7-dichloro-9-[1-(4-chloro-phenyl)-meth-(Z)-ylidene]-9H-fluoren-4-yl}-ethanol
DB06708	drugbank	Benflumetol
DB06708	drugbank	DL-Benflumelol
DB06709	drugbank	Acetyl-beta-methylcholine
DB06709	drugbank	Acetylmethylcholine
DB06709	drugbank	MCh
DB06710	drugbank	17-beta-Hydroxy-17-methylandrost-4-en-3-one
DB06710	drugbank	17-methyltestosterone
DB06710	drugbank	17(alpha)-Methyl-delta(4)-androsten-17(beta)-ol-3-one
DB06710	drugbank	17alpha-Methyl-3-oxo-4-androsten-17beta-ol
DB06710	drugbank	17alpha-Methyl-delta(4)-androsten-17beta-ol-3-one
DB06710	drugbank	17alpha-Methyltestosterone
DB06710	drugbank	17beta-Hydroxy-17-methylandrost-4-en-3-one
DB06710	drugbank	17α-methyl-Δ4-androsten-17β-ol-3-one
DB06710	drugbank	17α-methyltestosterone
DB06710	drugbank	4-Androstene-17alpha-methyl-17beta-ol-3-one
DB06710	drugbank	Android
DB06710	drugbank	Methyltestosteronum
DB06710	drugbank	Metiltestosterona
DB06710	drugbank	NSC-9701
DB06710	drugbank	Testred
DB06710	drugbank	Virilon
DB06711	drugbank	Nafazolin
DB06712	drugbank	Nivadil
DB06713	drugbank	17-Deacetylnorgestimate
DB06713	drugbank	17-Deacylnorgestimate
DB06713	drugbank	18-Methylnorethindrone oxime
DB06713	drugbank	D-Norgestrel 3-oxime
DB06713	drugbank	Deacetylnorgestimate
DB06713	drugbank	Levonorgestrel 3-oxime
DB06713	drugbank	Levonorgestrel oxime
DB06713	drugbank	Norplant 3-oxime
DB06715	drugbank	Kaliumiodid
DB06715	drugbank	KI
DB06715	drugbank	Potassium iodide
DB06717	drugbank	Fosaprepitantum
DB06717	drugbank	L-758,298
DB06717	drugbank	L-758298
DB06718	drugbank	androstanazol
DB06718	drugbank	androstanazole
DB06719	drugbank	(Des-Gly10,D-Ser(tBu)6,Pro-NHEt9)-LHRH
DB06719	drugbank	D-Ser(Tbu)6EA10LHRH
DB06719	drugbank	Etilamide
DB06719	drugbank	Tiloryth
DB06720	drugbank	Imiglucerase
DB06720	drugbank	VPRIV
DB06723	drugbank	Al(OH)3
DB06723	drugbank	Aluminium hydroxide
DB06723	drugbank	Aluminium hydroxide gel, dried
DB06723	drugbank	Aluminium hydroxide, dried
DB06723	drugbank	Aluminum hydroxide gel, dried
DB06723	drugbank	Aluminum hydroxide, dried
DB06723	drugbank	Dried aluminium hydroxide
DB06723	drugbank	Dried aluminum hydroxide gel
DB06724	drugbank	CaCO3
DB06724	drugbank	Calcium carbonate (1:1)
DB06724	drugbank	Calciumcarbonat
DB06724	drugbank	Carbonate de calcium
DB06724	drugbank	Carbonato de calcio
DB06724	drugbank	Carbonic acid calcium salt (1:1)
DB06724	drugbank	E 170
DB06724	drugbank	Kalziumkarbonat
DB06724	drugbank	Kohlensaurer kalk
DB06724	drugbank	Precipitated calcium carbonate
DB06725	drugbank	Chlortenoxicam
DB06725	drugbank	Lornoxicamum
DB06726	drugbank	Bufuralolum
DB06727	drugbank	(-)-sparteine
DB06727	drugbank	d-Sparteine
DB06727	drugbank	Esparteina
DB06727	drugbank	Genisteine
DB06727	drugbank	lupinidine
DB06727	drugbank	Pachycarpine
DB06727	drugbank	Sparteinum
DB06727	drugbank	Sparteinum sulfuricum
DB06728	drugbank	Aminobenzene
DB06728	drugbank	Aminophen
DB06728	drugbank	Anilin
DB06728	drugbank	Anilina
DB06728	drugbank	Aniline oil
DB06728	drugbank	Anilinum
DB06728	drugbank	Benzenamine
DB06728	drugbank	Benzeneamine
DB06728	drugbank	Fentanyl impurity F
DB06728	drugbank	Huile d'aniline
DB06728	drugbank	Kyanol
DB06728	drugbank	Phenylamine
DB06728	drugbank	Trimethoprim specified impurity K
DB06729	drugbank	1-Phenyl-5-sulfanilamidopyrazole
DB06729	drugbank	3-(P-Aminobenzenesulfonamido)-2-phenylpyrazole
DB06729	drugbank	5-Sulfanilamido-1-phenylpyrazole
DB06729	drugbank	N'-(1-phenylpyrazol-5-yl)sulfanilamide
DB06729	drugbank	N(1)-(1-Phenylpyrazol-5-yl)sulfanilamide
DB06729	drugbank	Sulfabid
DB06729	drugbank	Sulfafenazol
DB06729	drugbank	Sulfafenazolo
DB06729	drugbank	Sulfaphenazol
DB06729	drugbank	Sulfaphenazolum
DB06729	drugbank	Sulphaphenazole
DB06730	drugbank	Gestoden
DB06730	drugbank	Gestodeno
DB06730	drugbank	Gestodenum
DB06730	drugbank	SH b 331
DB06731	drugbank	(S)-norfluoxetine
DB06732	drugbank	5,6-benzoflavone
DB06732	drugbank	beta-NF
DB06734	drugbank	Setamycin
DB06735	drugbank	Clomiphene trans-form
DB06737	drugbank	Zaltoprofene
DB06737	drugbank	Zaltoprofeno
DB06737	drugbank	Zaltoprofenum
DB06738	drugbank	Cetobemidona
DB06738	drugbank	Cetobemidone
DB06738	drugbank	Cetobemidonum
DB06738	drugbank	Cliradon
DB06738	drugbank	Cymidon
DB06738	drugbank	Ketodur
DB06738	drugbank	Ketogan
DB06738	drugbank	Ketorax
DB06742	drugbank	4-(((2-Amino-3,5-dibromophenyl)methyl)amino)cyclohexanol
DB06742	drugbank	4-(2-Amino-3,5-dibromo-benzylamino)-cyclohexanol
DB06742	drugbank	4-[(2-Amino-3,5-dibromobenzyl)amino]cyclohexanol
DB06742	drugbank	Amboxol
DB06742	drugbank	Ambroxol hcl
DB06742	drugbank	Ambroxolum
DB06742	drugbank	Bisolvon metabolite vIII
DB06742	drugbank	Bromhexine metabolite vIII
DB06742	drugbank	Bromhexine-metabolite vIII
DB06742	drugbank	Cyclohexanol, 4-((2-amino-3,5-dibromobenzyl)amino)- (E)-
DB06742	drugbank	Cyclohexanol, 4-((2-amino-3,5-dibromobenzyl)amino)-, trans-
DB06742	drugbank	N-(2-Amino-3,4-dibromociclohexil)-trans-4-aminociclohexanol
DB06742	drugbank	N-(2-Amino-3,4-dibromocyclohexyl)-trans-4-aminocyclohexanol
DB06742	drugbank	Tabcin
DB06742	drugbank	Tabcin (TN)
DB06742	drugbank	trans-4-((2-Amino-3,5-dibromobencil)amino)ciclohexanol
DB06742	drugbank	trans-4-((2-Amino-3,5-dibromobenzyl)amine)cyclohexanol
DB06742	drugbank	trans-4-((2-Amino-3,5-dibromobenzyl)amino)cyclohexanol
DB06743	drugbank	Ginkgolide a
DB06748	drugbank	ginsenoside Rb2
DB06749	drugbank	Arasaponin E1
DB06749	drugbank	GRb 1
DB06749	drugbank	Gynosaponin c
DB06749	drugbank	Gypenoside III
DB06749	drugbank	Panax saponin e
DB06749	drugbank	Pseudoginsenoside d
DB06749	drugbank	Sanchinoside E1
DB06750	drugbank	Ginsenoside A2
DB06750	drugbank	Panaxoside A
DB06750	drugbank	Sanchinoside C1
DB06751	drugbank	Drotaverin
DB06751	drugbank	Drotin
DB06756	drugbank	2-trimethylammonioacetate
DB06756	drugbank	Betaine
DB06756	drugbank	TMG
DB06756	drugbank	Trimethylglycine
DB06764	drugbank	(RS)-2-(1,2,3,4-tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazole
DB06764	drugbank	Tetrahydrozoline
DB06764	drugbank	Tetrizolina
DB06764	drugbank	Tetryzolin
DB06764	drugbank	Tétryzoline
DB06764	drugbank	Tetryzolinum
DB06766	drugbank	6,11-Dihydro-11-(1-Methyl-4-piperidinylidene)-5H-iMidazo[2,1-b][3]benzazepine-3-carboxaldehyde
DB06766	drugbank	Alcaftadina
DB06766	drugbank	Alcaftadinum
DB06766	drugbank	Lastacaft
DB06766	drugbank	Vilasta
DB06768	drugbank	Ammonium (+-)-lactate
DB06768	drugbank	Lac-hydrin
DB06768	drugbank	Lactic acid ammonium salt
DB06769	drugbank	Levact
DB06769	drugbank	Ribomustine
DB06769	drugbank	SDX-105
DB06769	drugbank	Treakisym
DB06769	drugbank	Treanda
DB06770	drugbank	(Hydroxymethyl)benzene
DB06770	drugbank	Alcoholum benzylicum
DB06770	drugbank	Alcool benzylique
DB06770	drugbank	Alcoolbenzylique
DB06770	drugbank	alpha-Hydroxytoluene
DB06770	drugbank	alpha-Toluenol
DB06770	drugbank	Aromatic alcohol
DB06770	drugbank	Bentalol
DB06770	drugbank	Benzalalcohol
DB06770	drugbank	Benzalcohol
DB06770	drugbank	Benzenecarbinol
DB06770	drugbank	Benzenemethanol
DB06770	drugbank	Benzoyl alcohol
DB06770	drugbank	Benzylalkohol
DB06770	drugbank	Benzylic alcohol
DB06770	drugbank	Hydroxymethylbenzene
DB06770	drugbank	Phenylcarbinol
DB06770	drugbank	Phenylmethanol
DB06770	drugbank	Phenylmethyl alcohol
DB06771	drugbank	SS734
DB06772	drugbank	Cabazitaxelum
DB06772	drugbank	Taxoid XRP6258
DB06772	drugbank	TXD258
DB06772	drugbank	XRP6258
DB06773	drugbank	Calcitonin (human synthetic)
DB06773	drugbank	Calcitonin human
DB06775	drugbank	(2S)-2-(Carbamoylamino)pentanedioic acid
DB06775	drugbank	(S)-2-ureidopentanedioic acid
DB06775	drugbank	Acide carglumique
DB06775	drugbank	Acido carglumico
DB06775	drugbank	Acidum carglumicum
DB06775	drugbank	Carbaglu
DB06775	drugbank	Carbamino-L-glutamic acid
DB06775	drugbank	Carbamylglutamic acid
DB06775	drugbank	L-N-Carbamoylglutamic acid
DB06775	drugbank	N-Carbamoyl-L-Glutamic Acid
DB06775	drugbank	N-Carbamyl-L-glutamate
DB06775	drugbank	N-Carbamylglutamate
DB06775	drugbank	Ureidoglutaric acid
DB06777	drugbank	3alpha,7alpha-Dihydroxy-5beta-cholanic acid
DB06777	drugbank	7alpha-Hydroxylithocholic acid
DB06777	drugbank	Anthropodeoxycholic acid
DB06777	drugbank	Anthropodesoxycholic acid
DB06777	drugbank	CDCA
DB06777	drugbank	Chenic acid
DB06777	drugbank	Chenix
DB06777	drugbank	Chenocholic acid
DB06777	drugbank	Chenodesoxycholic acid
DB06777	drugbank	Chenodiol
DB06777	drugbank	Gallodesoxycholic acid
DB06779	drugbank	Daltepariininatrium
DB06779	drugbank	Dalteparin sodium
DB06779	drugbank	Dalteparin sodná sůl
DB06779	drugbank	Dalteparin Sodyum
DB06779	drugbank	Dalteparin-nátrium
DB06779	drugbank	Dalteparina sódica
DB06779	drugbank	Daltéparine sodique
DB06779	drugbank	Dalteparinnatrium
DB06779	drugbank	Dalteparino natrio druska
DB06779	drugbank	Dalteparinum Natricum
DB06779	drugbank	Dalteparyna sodowa
DB06779	drugbank	Heparin Fragment KABI 2165
DB06779	drugbank	Tedelparin
DB06781	drugbank	DFBA
DB06781	drugbank	Difluoroprednisolone butyrate acetate
DB06781	drugbank	Durezol
DB06782	drugbank	1,2-Dimercapto-3-propanol
DB06782	drugbank	1,2-Dithioglycerol
DB06782	drugbank	2,3-Dimercapro
DB06782	drugbank	2,3-Dimercapto-1-propanol
DB06782	drugbank	2,3-Dimercaptol-1-propanol
DB06782	drugbank	2,3-Dimercaptopropanol
DB06782	drugbank	2,3-Dithiopropanol
DB06782	drugbank	2,3-Mercaptopropan-1-ol
DB06782	drugbank	2,3-Mercaptopropanol
DB06782	drugbank	3-Hydroxy-1,2-propanedithiol
DB06782	drugbank	alpha,beta-Dithioglycerol
DB06782	drugbank	BAL
DB06782	drugbank	British Anti-Lewisite
DB06782	drugbank	British antilewisite
DB06782	drugbank	Dimercaprolum
DB06782	drugbank	Dimercaptopropanol
DB06782	drugbank	Dithioglycerine
DB06782	drugbank	Dithioglycerol
DB06782	drugbank	Sulfactin
DB06783	drugbank	Berlin blue
DB06783	drugbank	Ferric ferrocyanide
DB06783	drugbank	Ferric hexacyanoferrate
DB06783	drugbank	Ferric hexacyanoferrate(II)
DB06783	drugbank	Iron(III) ferrocyanide
DB06783	drugbank	Iron(III) hexacyanoferrate(II)
DB06783	drugbank	Paris blue
DB06783	drugbank	Parisian blue
DB06786	drugbank	(4aS,4bR,5S,6aS,6bS,9aR,10aS,10bS)-6b-(chloroacetyl)-4b-fluoro-5-hydroxy-4a,6a,8,8-tetramethyl-3,4,4a,4b,5,6,6a,6b,9a,10,10a,10b,11,12-tetradecahydro-2H-naphtho[2',1':4,5]indeno[1,2-d][1,3]dioxol-2-one
DB06786	drugbank	Halcinonid
DB06786	drugbank	Halcinonida
DB06786	drugbank	Halcinonidum
DB06788	drugbank	[(im-Bzl)-D-His6,Pro9-NEt]-gonadotropin releasing hormone
DB06788	drugbank	5-oxo-L-prolyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-1-benzyl-D-histidyl-L-leucyl-L-arginyl-N-ethyl-L-prolinamide
DB06788	drugbank	5-oxo-L-prolyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-Nτ-benzyl-D-histidyl-L-leucyl-L-arginyl-N-ethyl-L-prolinamide	
DB06788	drugbank	histrelina
DB06788	drugbank	histreline
DB06788	drugbank	histrelinum
DB06788	drugbank	L-pyroglutamyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-D-Nim-benzyl-histidyl-L-leucyl-L-arginyl-L-proline ethylamide
DB06789	drugbank	17alpha-Caproyloxypregn-4-ene-3,20-dione
DB06789	drugbank	Delalutin
DB06789	drugbank	Hydroxyprogesterone
DB06789	drugbank	Makena
DB06789	drugbank	Oxiprogesterone Caproate
DB06789	drugbank	Primolut depot
DB06790	drugbank	Iron sucrose injection
DB06791	drugbank	Lanreotide acetate
DB06791	drugbank	Somatuline Depot
DB06792	drugbank	Lanthanum (III) carbonate
DB06792	drugbank	Lanthanum carbonate anhydrous
DB06792	drugbank	Lanthanum sesquicarbonate
DB06792	drugbank	Lanthanum(3+) carbonate
DB06793	drugbank	(-)-Propoxyphene
DB06793	drugbank	(l)-Propoxyphene
DB06794	drugbank	N,N'-(2-chloro-5-cyano-m-phenylene)dioxamate
DB06795	drugbank	4-(aminomethyl)benzenesulfonamide
DB06795	drugbank	4-Homosufanilamide
DB06795	drugbank	Bensulfamide
DB06795	drugbank	Maphenidum
DB06799	drugbank	Methenamine
DB06800	drugbank	MNTX
DB06802	drugbank	2-amino-3-Benzoylbenzeneacetamide
DB06802	drugbank	AHR 9434
DB06802	drugbank	AHR-9434
DB06802	drugbank	AL 6515
DB06802	drugbank	AL-6515
DB06802	drugbank	Amfenac amide
DB06802	drugbank	Nepafenaco
DB06802	drugbank	Nepafenacum
DB06802	drugbank	Nevanac
DB06803	drugbank	Niclocide
DB06804	drugbank	26-(Nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol
DB06804	drugbank	Nonaethylene glycol mono(nonylphenyl) ether
DB06804	drugbank	Nonaethylene glycol nonylphenyl ether
DB06804	drugbank	Nonoxynol 9
DB06804	drugbank	Nonylphenol octa(oxyethylene) ethanol
DB06804	drugbank	P-Nonylphenyl polyethylene glycol ether
DB06804	drugbank	PEG-9 nonyl phenyl ether
DB06804	drugbank	Polyoxyethylene (9) nonyl phenyl ether
DB06804	drugbank	Tergitol NP-9
DB06804	drugbank	Tergitol NP9
DB06809	drugbank	AMD3100
DB06809	drugbank	LM3100
DB06809	drugbank	Mozobil
DB06810	drugbank	Aureolic acid
DB06810	drugbank	Mithracin
DB06810	drugbank	Mithramycin
DB06810	drugbank	Mithramycine
DB06810	drugbank	Mithramycinum
DB06810	drugbank	Plicamycine
DB06810	drugbank	Plicamycinum
DB06811	drugbank	Aethoxy-sklerol
DB06811	drugbank	Laureth 9
DB06811	drugbank	Laureth-9
DB06811	drugbank	Macrogol 9 lauryl ether
DB06811	drugbank	Nonaethylene glycol monododecyl ether
DB06811	drugbank	Nonaethylene glycol monolauryl ether
DB06811	drugbank	PEG-9 lauryl ether
DB06811	drugbank	Polydocanol
DB06811	drugbank	Polyethylene glycol 450 lauryl ether
DB06811	drugbank	Polyoxyl 9 lauryl ether
DB06812	drugbank	Betadine
DB06813	drugbank	(2S)-2-((4-((1RS)-1-((2,4-diaminopteridin-6-yl)methyl)but-3-ynyl)benzoyl)amino)pentanedioic acid
DB06813	drugbank	(2S)-2-({4-[1-(2,4-diaminopteridin-6-yl)pent-4-yn-2-yl]benzoyl}amino)pentanedioic acid
DB06813	drugbank	10-Propargyl-10-deazaaminopterin
DB06813	drugbank	Folotyn
DB06813	drugbank	HSDB 7786
DB06813	drugbank	N-(4-(1-((2,4-Diamino-6-pteridinyl)methyl)-3-butynyl)benzoyl)-L-glutamic acid
DB06813	drugbank	PDX
DB06813	drugbank	Pralatrexato
DB06813	drugbank	Pralatrexatum
DB06817	drugbank	MK-0518
DB06817	drugbank	RAL
DB06822	drugbank	Tinzaparin sodium
DB06823	drugbank	alpha-mercaptopropionylglycine
DB06823	drugbank	alpha-MPG
DB06823	drugbank	Tiopronine
DB06823	drugbank	α-MPG
DB06824	drugbank	TETA
DB06824	drugbank	Trien
DB06824	drugbank	Trientine
DB06825	drugbank	(6-D-Tryptophan)luteinizing hormone-releasing hormone	
DB06825	drugbank	(D-Trp6)-GnRH	
DB06825	drugbank	Luteinizing hormone-releasing factor (pig), 6-D-tryptophan
DB06825	drugbank	pGlu-His-Trp-Ser-Tyr-D-Trp-Leu-Arg-Pro-Gly-NH2	
DB06825	drugbank	triptorelina
DB06825	drugbank	triptoreline
DB06825	drugbank	triptorelinum
DB06826	drugbank	13,14-dihydro-15-keto-20-ethyl PGF2α
DB07232	drugbank	(2R)-2-(7-carbamoyl-1H-benzimidazol-2-yl)-2-methylpyrrolidinium
DB07232	drugbank	2-((2R)-2-methylpyrrolidin-2-yl)-1H-benzimidazole-4-carboxamide
DB07379	drugbank	(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol
DB07379	drugbank	Aminopurvalanol
DB07381	drugbank	(S)-2-Hydroxy-2-Phenylpropionic Acid
DB07381	drugbank	(S)-alpha-Methylmandelic acid
DB07381	drugbank	2-PHENYL-LACTIC ACID
DB07615	drugbank	2-{[(2E)-3-(3,4-dimethoxyphenyl)prop-2-enoyl]amino}benzoic acid
DB07931	drugbank	4,4'-(1,2-diethylethylene)diphenol
DB07931	drugbank	Erythrohexestrol
DB07931	drugbank	Hexanoestrol
DB07931	drugbank	Hexoestrolum
DB07931	drugbank	Meso-3,4-di(p-hydroxyphenyl)-n-hexane
DB07931	drugbank	Meso-hexestrol
DB07931	drugbank	Mesohexestrol
DB07931	drugbank	Synoestrolum
DB07954	drugbank	1-methyl-3-(2-methylpropyl)-7H-purine-2,6-dione
DB07954	drugbank	1-methyl-3-isobutylxanthine
DB07954	drugbank	3-isobutyl-1-methyl-3,7-dihydro-1H-purine-2,6-dione
DB07954	drugbank	3-isobutyl-1-methylxanthine
DB07954	drugbank	3-Isobutyl-1-methyxanthine
DB07954	drugbank	IBMX
DB07965	drugbank	6-(Cyclohexylamino)-9-[2-(4-methyl-1-piperazinyl)ethyl]-9H-purine-2-carbonitrile
DB07980	drugbank	(2E)-1-[(6-chloropyridin-3-yl)methyl]-N-nitroimidazolidin-2-imine
DB08604	drugbank	2,4,4'-Trichloro-2'-hydroxydiphenyl ether
DB08604	drugbank	5-Chloro-2-(2,4-dichloro-phenoxy)-phenol
DB08604	drugbank	Triclosanum
DB08794	drugbank	Ethyl bis(4-hydroxy-2-oxo-2h-1-benzopyran-3-yl)acetate
DB08794	drugbank	Ethyldicoumarol
DB08795	drugbank	(2S,5R,6R)-6-{[(2R)-2-azido-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid
DB08795	drugbank	Azidocilina
DB08795	drugbank	Azidocilline
DB08795	drugbank	Azidocillinum
DB08795	drugbank	D-(-)-(alpha-Azidobenzyl)penicillin
DB08796	drugbank	Pipazetate
DB08797	drugbank	2-Carbamoylphenol
DB08797	drugbank	2-Carboxamidophenol
DB08797	drugbank	2-Hydroxybenzamide
DB08797	drugbank	o-hydroxybenzamide
DB08797	drugbank	OHB
DB08797	drugbank	Salicilamida
DB08797	drugbank	Salicylamidum
DB08797	drugbank	Salicylic acid amide
DB08798	drugbank	2-(P-Aminobenzenesulfonamido)-4,5-dimethyloxazole
DB08798	drugbank	2-(P-Aminobenzolsulfonamido)-4,5-dimethyloxazol
DB08798	drugbank	4-Amino-N-(4,5-dimethyl-2-oxazolyl)benzenesulfonamide
DB08798	drugbank	4,5-Dimethyl-2-sulfanilamidooxazole
DB08798	drugbank	N(Sup 1)-(4,5-dimethyl-2-oxazolyl)sulfanilamide
DB08798	drugbank	N1-(4,5-Dimethyl-2-oxazolyl)sulfanilamide
DB08798	drugbank	Oxasulfa
DB08798	drugbank	P-Aminobenzenesulfonyl-2-amino-4,5-dimethyloxazole
DB08798	drugbank	Sulfadimethyloxazole
DB08798	drugbank	Sulfamoxol
DB08798	drugbank	Sulfamoxolum
DB08798	drugbank	Sulphamoxole
DB08799	drugbank	Vasocon-a
DB08800	drugbank	Chlorpyramine
DB08800	drugbank	Halopyramine
DB08801	drugbank	Dimethindene
DB08802	drugbank	Actapront
DB08803	drugbank	Thymazen
DB08804	drugbank	19-nortestosterone decanoate
DB08804	drugbank	Deca-durabolin
DB08804	drugbank	Nandrolone 17β-decanoate
DB08805	drugbank	Methiamide
DB08805	drugbank	Metiamida
DB08805	drugbank	Metiamidum
DB08806	drugbank	Aceroxatidine
DB08806	drugbank	Roxatidina
DB08806	drugbank	Roxatidine
DB08807	drugbank	Sandonorm
DB08808	drugbank	Bupranol
DB08809	drugbank	DCA
DB08809	drugbank	dichloracetic acid
DB08809	drugbank	dichloroacetate
DB08810	drugbank	Paxapride
DB08811	drugbank	Emandaxin
DB08811	drugbank	Tofizopam
DB08815	drugbank	Lurasidona
DB08815	drugbank	Lurasidonum
DB08816	drugbank	(1S,2S,3R,5S)-3-(7-((1R,2S)-2-(3,4-Difluorophenyl)cyclopropylamino)-5-(propylthio)-3H-(1,2,3)triazolo(4,5-D)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol
DB08816	drugbank	AZD 6140
DB08816	drugbank	AZD-6140
DB08816	drugbank	AZD6140
DB08816	drugbank	Brilinta
DB08818	drugbank	Hyaluronan
DB08818	drugbank	Hyaluronate
DB08819	drugbank	AFP-168
DB08819	drugbank	Zioptan
DB08820	drugbank	Ivacaftorum
DB08820	drugbank	Kalydeco
DB08822	drugbank	Azilsartan
DB08822	drugbank	Azilsartan kamedoxomil
DB08822	drugbank	Azilsartan medoxomilo
DB08822	drugbank	Azilsartanum medoxomilum
